|character|text|type|character_clean|gender|principal_character
0||"CAPOTE
Written by
Dan Futterman
Based on the book ""Capote: A Biography"" by Gerald Clarke"|unknown|||
1||"TITLE UP:         ""Western Kansas, 1959"""|stage direction|||
2||EXT. FARMHOUSE - MORNING|location|||
3||"The CAMERA follows a SIXTEEN YEAR OLD GIRL, long hair, pretty
Sunday church dress, walking toward a peaceful farmhouse. At
the door she lifts the knocker. The door opens slightly. The
girl turns and looks past the camera at her MOTHER, sitting
in an old Plymouth idling in the driveway. Her mother shrugs,
motions for her to go inside."|stage direction|||
4||INT. FARMHOUSE - CONTINUOUS|location|||
5||"The girl walks through the downstairs rooms. In the kitchen,
the PHONE is OFF the hook. The girl looks back toward the
open front door. She turns toward the stairs, climbs them."|stage direction|||
6||INT. FARMHOUSE, UPSTAIRS HALL - CONTINUOUS|location|||
7||"She walks down the hall to a BEDROOM DOOR at the end. The
door is slightly ajar. She knocks, then enters the room."|stage direction|||
8||INT. FARMHOUSE, BEDROOM - CONTINUOUS|location|||
9||"The girl's POV: the CAMERA pans across the bedroom of a high
school coed. We see the desk, the bureau, the bed. On the
bed lies NANCY CLUTTER, her wrists and legs bound in rope,
SHOT in the head. There is blood on the wall. The sixteen
year-old girl stands immobile. Before she starts to scream,"|stage direction|||
10||CUT TO:|unknown|||
11||EXT. KANSAS LANDSCAPE - DAY|location|||
12||Trees ring the edge of a field.|stage direction|||
13||CUT TO:|unknown|||
14||EXT. N.Y. CITYSCAPE, ESTABLISHING - NIGHT|location|||
15||Buildings lit against the night sky.|stage direction|||
16||INT. NEW YORK APARTMENT BUILDING/STAIRS - NIGHT|location|||
17||"Camera follows group of partygoers as they mount the stairs:
Truman Capote, Barbara (very tall), Rose, Christopher,
Williams."|stage direction|||
18||INT. SMALL, PACKED NEW YORK APARTMENT/KITCHEN - LATER|location|||
19||"The friends are standing in the crowded kitchen -- people
are coming in and out -- talking and drinking and laughing."|stage direction|||
20|TRUMAN|"So Jimmy Baldwin tells me the plot
of his book, and he says to me: the
writing's going well, but I just
want to make sure it's not one of
those problem novels. I said: Jimmy,
your novel's about a Negro homosexual
who's in love with a Jew -- wouldn't
you call that a problem?"|speech|TRUMAN|M|True
21||Laughter.|stage direction|||
22|CHRISTOPHER|"Susan's father had a minor heart
attack, so she's writing more erotic
poems about death and sex."|speech|CHRISTOPHER|?|
23|BARBARA|It's so tiresome.|speech|BARBARA|F|
24|WILLIAMS|Hmm. What rhymes with angina?|speech|WILLIAMS|?|
25||"Laughter. We see Truman watching everyone laugh. GRAYSON
notices, leans in to him. As the rest of the group continues
talking, we come closer, hear their conversation."|stage direction|||
26|GRAYSON|How's your writing?|speech|GRAYSON|?|
27|TRUMAN|"Oh, I've got a million ideas of what
to write next -- I just have to choose
one."|speech|TRUMAN|M|True
28|GRAYSON|Really?|speech|GRAYSON|?|
29|TRUMAN|No.|speech|TRUMAN|M|True
30||Their attention is pulled back into the group as:|stage direction|||
31|BARBARA|"Who would I want to play me? Natalie
Wood."|speech|BARBARA|F|
32|ROSE|Too fat.|speech|ROSE|?|
33|BARBARA|Audrey Hepburn?|speech|BARBARA|F|
34|ROSE|Not bad. Sort of middle-class.|speech|ROSE|?|
35|TRUMAN|"When a movie is made of my life I
know exactly who I want as me..."|speech|TRUMAN|M|True
36||(beat)|location|||
37|TRUMAN|Marilyn Monroe.|speech|TRUMAN|M|True
38||Barbara cracks up, chokes on her drink.|stage direction|||
39||EXT. TRUMAN AND JACK'S HOUSE/BACK PATIO - MORNING|location|||
40||"Truman sits with his coffee, reading the New York Times. An
article catches his eye. He sits up straight, folds the paper
over, reads it."|stage direction|||
41||INT. TRUMAN AND JACK'S HOUSE, STUDY - DAY|location|||
42||"C/U of article being snipped out of PAGE 39 of the Times,
November 16, 1959. As the page gets turned around with each
snip, we see a small PHOTO of a middle-aged man wearing
glasses, with the caption: ""FOUND DEAD: Herbert W. Clutter,
a wealthy Kansas farmer..."" We read the headline: ""WEALTHY
FARMER, 3 OF FAMILY SLAIN. Parts of the story: ""HOLCOMB,
Kan., Nov. 15 (UPI) -- ...wheat farmer, his wife... two young
children found shot today..."""|stage direction|||
43||INT. TRUMAN AND JACK'S HOUSE, STUDY - MOMENTS LATER|location|||
44||Truman on the phone.|stage direction|||
45|FEMALE VOICE OVER THE PHONE|New Yorker magazine.|speech|FEMALE VOICE OVER THE PHONE|?|
46|TRUMAN (ON PHONE)|William Shawn, please.|speech|TRUMAN|M|True
47||(he listens)|location|||
48|TRUMAN (ON PHONE)|"Adorable one? All of a sudden I know
what article I'm going to write for
you next."|speech|TRUMAN|M|True
49||INT. TRUMAN AND JACK'S HOUSE, STUDY/KITCHEN - MOMENTS LATER|location|||
50||"Truman on the phone, on a long cord, travels between the
study and the kitchen as he talks to William Shawn. We hear
pieces of the conversation, and see Truman in different parts
of the room as he says each bit."|stage direction|||
51|TRUMAN|"...never had anything like this happen
to them before. They're used to
sleeping at night with the doors
unlatched...."|speech|TRUMAN|M|True
52||(laughs)|location|||
53|TRUMAN|"Yes, we should buy stock in Master
Locks -- all of Kansas will be in
the hardware store tomorrow."|speech|TRUMAN|M|True
54||Jump to -|stage direction|||
55|TRUMAN|"They have no idea who the killer is.
But it doesn't matter who the killer
is -- what matters is who the
townspeople imagine the killer is.
That's what I want to write about."|speech|TRUMAN|M|True
56||Jump to -|stage direction|||
57|TRUMAN|"I'm gonna need some help... I'm
thinking about Nelle -- she can
protect me..."|speech|TRUMAN|M|True
58||"JACK DUNPHY (strong, Irish-American, ten years older than
Truman) -- his longtime boyfriend -- enters the front door
with a bag of groceries, stops in the hall. He sees Truman
on the phone. Truman looks at Jack, though he's still speaking
to Shawn --"|stage direction|||
59|TRUMAN|I want to leave tonight...|speech|TRUMAN|M|True
60||SMASH CUT TO:|unknown|||
61||EXT. TRAIN TRACKS, OUTSKIRTS OF NEW YORK CITY - NIGHT|location|||
62||"A train barrels toward us, its headlight bright. The train
roars past, away from the city."|stage direction|||
63||INT. TRAIN, MOVING - NIGHT|location|||
64||"Truman hurries through the train, checking his ticket with
the sleeper cabins. His long SCARF trails behind. His longer
cashmere COAT practically brushes the floor."|stage direction|||
65||INT. TRUMAN AND HARPER LEE'S CABIN, TRAIN - CONTINUOUS|location|||
66||"Truman opens the door. Inside the cabin his childhood friend
from Monroeville, Alabama, NELLE HARPER LEE (yes, that Harper
Lee), is reading. She looks up, deadpan --"|stage direction|||
67|NELLE|I figured you'd missed it.|speech|NELLE|F|True
68||"Nelle is a year younger than Truman, dowdy in dress, but
smart, tough, sensible. Truman smiles."|stage direction|||
69|TRUMAN|"God I'm glad you agreed to come.
You're the only one I know with the
qualifications to be both a research
assistant and personal bodyguard."|speech|TRUMAN|M|True
70||(then, noticing)|location|||
71|TRUMAN|Oh, Nelle, you poor thing.|speech|TRUMAN|M|True
72||He tries to spruce up her limp silk scarf.|stage direction|||
73|NELLE|Off. Truman. Off.|speech|NELLE|F|True
74||(holds his hands)|location|||
75|NELLE|"I'm happy to see you too, but I can
still whip your behind."|speech|NELLE|F|True
76||"TWO BLACK PORTERS enter, one with an enormous TRUNK
(Truman's), the other with a sensible SUITCASE (Nelle's)."|stage direction|||
77||(reading tags)|location|||
78|PORTER #1|"Mr. Truman Capote, Miss Nelle Harper
Lee. Where would you like these,
sir?"|speech|PORTER #1|?|
79|TRUMAN|"That one up there and that one on
the floor."|speech|TRUMAN|M|True
80||He tips them.|stage direction|||
81|NELLE|What all did you bring?|speech|NELLE|F|True
82|PORTER #2|"Thank you greatly, sir. It's an honor
to have you with us. If you don't
mind my saying, your last book was
even better than the first --"|speech|PORTER #2|?|
83|TRUMAN|You're sweet.|speech|TRUMAN|M|True
84|PORTER #2|"Just when you think they've gotten
as good as they can get."|speech|PORTER #2|?|
85|TRUMAN|Thank you. You're very kind.|speech|TRUMAN|M|True
86||(to Nelle)|location|||
87|PORTER #1|Ma'am.|speech|PORTER #1|?|
88||"The PORTERS leave. Nelle is stunned. Truman fiddles with the
trunk locks, his back to Nelle. Silence, then:"|stage direction|||
89|NELLE|You're pathetic.|speech|NELLE|F|True
90||Truman doesn't answer.|stage direction|||
91|NELLE|You're pathetic.|speech|NELLE|F|True
92|TRUMAN|What?|speech|TRUMAN|M|True
93|NELLE|You paid them to say that.|speech|NELLE|F|True
94||Truman won't look at her. She whacks him.|stage direction|||
95|NELLE|You paid them to say that!|speech|NELLE|F|True
96||(squealing)|location|||
97|TRUMAN|How'd you know? How did you know?!|speech|TRUMAN|M|True
98|NELLE|"""Just when you think they've gotten
as good as they can get."""|speech|NELLE|F|True
99|TRUMAN|You think that was too much?|speech|TRUMAN|M|True
100||(laughter)|location|||
101|TRUMAN|I thought that was a good line.|speech|TRUMAN|M|True
102||More laughter. More smacking of Truman. Then it is quiet.|stage direction|||
103|NELLE|Pathetic.|speech|NELLE|F|True
104||INT. TRUMAN AND HARPER LEE'S CABIN, TRAIN - MORNING|location|||
105||"Nelle's awake, but still in her bunk, looking out the window
at the Kansas plains. Truman's dressing, watching her."|stage direction|||
106||CUT TO:|unknown|||
107||EXT. COUNTRYSIDE - DAY|location|||
108||"TRAVELING SHOTS of harvested FIELDS, grazing LIVESTOCK,
solitary FARMHOUSES.
The TRAIN chugs across the Kansas flatlands.
SHOTS of SIGNS outside Garden City: ""World's Largest Free
Swimpool"" and ""Howdy, Stranger! Welcome to Garden City. A
Friendly Place. """|stage direction|||
109||EXT. GARDEN CITY RENT-A-CAR - DAY|location|||
110||"Truman and Nelle rent a car. People stare.
I/E. RENTAL CAR - DAY
Nelle drives past the main square, Truman in the passenger
seat. Truman looks at a photo in THE GARDEN CITY TELEGRAM."|stage direction|||
