|character|text|type|character_clean|gender|principal_character
0||ON BLACK:|unknown|||
1||"""A MAN MUST LOOK AT HIS LIFE AND THINK LUXURY.""
FADE IN:"|stage direction|||
2||EXT. GUARJIRA, COLOMBIA - 1989 - DAY|location|||
3||"A majestic panorama of the lush green slopes that are the
Columbian highlands.  A faint chopping sound IS HEARD and
then another.  WHOOSH.  WHOOSH.  The view changes and tiny
dots appear on the hillside vegetation.  WHOOSH.
CLOSER
We realize the dots are people.  Workers swinging long steel
machetes in slow methodical rhythm.  WHOOSH.  WHOOSH.  WE SEE
the South American Indian MEN clearly now.  Their tar stained
teeth.  Their gaunt faces riddled with crow's feet.  Their
jaws chewing away on huge wads of coca leaves as they collect
the harvest."|stage direction|||
4||EXT. DIRT ROAD - COLOMBIA - DAY|location|||
5||"Old rickety trucks carrying the huge green tractor-sized
bales speed along the narrow road."|stage direction|||
6||EXT. CLEARING - COLOMBIA - DAY|location|||
7||"The bundles are undone and Columbian women separate out the
leaves.  Tribes of underweight workers carry armload after
armload of the harvest and ritualistically dump them into a
gigantic cannibal pot which sits on top of a raging bonfire.
The leaves are being boiled down and a huge plume of smoke
streaks the sky.  Wizened Indios brave the heat and shovel
ashes into the pot to cool the solution."|stage direction|||
8||INT. JUNGLE - COLOMBIA - DAY|location|||
9||"A primitive but enormous makeshift lab contains all the
equipment.  The machinery.  The solutions.  The over-sized
vats.  Dark-skinned bandoleros smoke cigarettes and sport
automatic weapons at all the points of entry.  The coca is
now a ""basuco"" paste and is being sent in for a wash."|stage direction|||
10||INT. LABORATORY - COLOMBIA - 1989 - DAY|location|||
11||"A conveyor belt pours out brick after brick of pure cocaine
hydrochloride.  The bricks are wrapped, tied up, weighed, and
stamped with a ""P"" before being thrown into duffel bags."|stage direction|||
12||EXT. JUNGLE AIRSTRIP - COLOMBIA - DAY|location|||
13||"A small twin-engine Cessna is loaded with dozens of duffel
bags and the plane takes off."|stage direction|||
14||EXT. VERO BEACH AIRFIELD - NIGHT|location|||
15||The Cessna touches down.|stage direction|||
16||EXT. WORKSITE - WEYMOUTH - 1966 - DAY|location|||
17||"The worksite is busy.  George is amongst other workers,
working a summer job.  As George is taking five, he looks
across the sight to Fred, who is sweeping up debris.  A long
way from being the boss."|stage direction|||
18||INT. COLLEGE ADMISSIONS OFFICE - WEYMOUTH - 1966 - DAY|location|||
19||"George stands in line to register for college, wearing his
Brooks Brothers suit, bowtie, and freshly Bryllcreamed hair.
The room is crowded and the line is long.  Bob Dylan's
""Subterranean Homesick Blues"" blares out of one of the kid's
transistor radios.  George looks around the room.  He is
uncomfortable.  He catches his reflection in the shiny glass
partition and stops.  He doesn't like what he sees.
Something is not right.  He looks like everyone else.  Same
cookie-cutter hair, same cookie-cutter clothes, same cookie
cutter faces.  He's a carbon copy."|stage direction|||
20|REGISTRATION WOMAN|Next.|speech|REGISTRATION WOMAN|?|
21||"It's George's turn but he doesn't hear it.  ""Twenty years of
schooling and they put you on a day shift.""  The words hit
him like a tone of bricks as he continues to stare at his own
reflection."|stage direction|||
22|GEORGE (V.O.)|"I was standing there, and it was like
the outside of me and the inside of me
didn't match, you know?  And then I
looked around the room and it hit me.  I
saw my whole life.  Where I was gonna
live, what type of car I'd drive, who my
neighbors would be.  I saw it all and I
didn't want it.  Not that life."|speech|GEORGE|M|True
23||EXT. CONSTRUCTION SITE - WEYMOUTH - 1966 - DAY|location|||
24||"George sits with Fred.  It's breaktime and Fred eats from a
lunch box."|stage direction|||
25|GEORGE|"There's something out there for me, Dad.
Something different.  Something free
form, you know?  Something for me, and
college just isn't it."|speech|GEORGE|M|True
26|FRED|"That's too bad.  You would have been the
first one in the family."|speech|FRED|M|True
27|GEORGE|I know.|speech|GEORGE|M|True
28|FRED|"Alright.  You want me to get your old
job back?  Because I could, you know, I
could put in that word."|speech|FRED|M|True
29|GEORGE|"No, Dad.  I don't want to...I mean, I
just don't want..."|speech|GEORGE|M|True
30||"It's obvious to Fred that his son doesn't want to be like
him."|stage direction|||
31|FRED|What are you going to do?|speech|FRED|M|True
32|GEORGE|I'm going to California.|speech|GEORGE|M|True
33||EXT. BELMONT SHORES APARTMENT - 1968 - DAY|location|||
34||"SUPERIMPOSE: MANHATTAN BEACH, CALIFORNIA 1968
George and Tuna, now 21-years old, struggle with their bags.
Their new place is a tackily furnished, two-story apartment
with small balconies and a view of the ocean.  As George and
Tuna struggle with the bags, two California beauties appear
on the balcony next door: BARBARA BUCKLEY, 20, and MARIA
GONZALES, 21."|stage direction|||
35|GIRLS|You guys need some help?|speech|GIRLS|M|
36||George and Tuna share a look.|stage direction|||
37|TUNA|"I don't know about you, but I think
we're gonna like it here."|speech|TUNA|M|True
38||EXT. MANHATTAN BEACH - 1968 - DAY|location|||
39||"SERIES OF SHOTS
Barbara and Maria introduce George and Tuna around to the
Manhattan Beach regulars.  They are immediately accepted
despite their ill fitting shorts and Tuna's unhip black
socks.  The beach scene is one big party.  Lots of beer,
music, bikinis, and good times.  By the end of the day,
George and Tuna have a hundred new friends."|stage direction|||
40|GEORGE (V.O.)|"California was like nothing I'd ever
experienced.  The people were liberated
and independent and full of new ideas."|speech|GEORGE|M|True
41|GEORGE (V.O.) (CONT'D)|"They used words like ""right on,""
""groovy,"" and ""solid.""  The women are
all beautiful and seemed to share the
same occupation."|speech|GEORGE|M|True
42|WOMAN #1|I'm a flight attendant.|speech|WOMAN #1|?|
43|WOMAN #2|I'm a flight attendant.|speech|WOMAN #2|?|
44|WOMAN #3|I'm a flight attendant.|speech|WOMAN #3|?|
45||"The weed comes out and is passed around.  Pipes.  Joints.
Bongs.  In SLOW MOTION, Barbara takes a huge hit of grass,
grabs George's face, french kissing him, and giving him a
huge shotgun."|stage direction|||
46||INT. BELMONT SHORES APARTMENT - 1968 - DAY|location|||
47||"George and Barbara are sleeping late.  Their bodies
intertwined beneath the sheets.  A slam of the front door
wakes them up.  It's Tuna."|stage direction|||
48|TUNA|"Hey, wake up.  Come on, you two
lovebirds.  Hurry, I want to show you
something."|speech|TUNA|M|True
49||"George and Barbara shake cobwebs out and stumble into the
kitchen to find Tuna holding a brown paper shopping bag."|stage direction|||
50|TUNA (CONT'D)|Figured it out.|speech|TUNA|M|True
51|GEORGE|Figured what out?|speech|GEORGE|M|True
52|TUNA|"You know how we were wondering what we
were going to do for money?  Being how
we don't want to get jobs and whatnot?
Well, check this out."|speech|TUNA|M|True
53||"Tuna takes the paper bag and empties its contents on the
kitchen table.  It's a grey mound of stocky, seedy marijuana.
Barbara examines the reefer."|stage direction|||
54|BARBARA|Tuna, this is crap.|speech|BARBARA|F|True
55|TUNA|"I know it's not the greatest.  It's
commercial."|speech|TUNA|M|True
56|BARBARA|It's garbage.|speech|BARBARA|F|True
57|GEORGE|"It's oregano.  You got ripped off, pal.
What are you gonna do with all this?"|speech|GEORGE|M|True
58|TUNA|"We sell it.  I got it all figured out.
We make three finger lids and sell them
on the beach.  We move all of it.  We've
made ourselves a hundred bucks.  Or a
lot of weed for our head.  What do you
think?  Not bad, huh?  I got the baggies
and everything."|speech|TUNA|M|True
59|BARBARA|You can't sell this to your friends.|speech|BARBARA|F|True
60|TUNA|"Man.  Fuck you guys.  I have this great
idea and you guys have to be all
skeptical."|speech|TUNA|M|True
61|BARBARA|"Look, if you really wanna score some
dope, I got the guy."|speech|BARBARA|F|True
62||EXT. THE WHIPPING POST - MANHATTAN BEACH - 1968 - DAY|location|||
63||George, Barbara and Tuna stop outside the front door.|stage direction|||
64|GEORGE|Are you sure this guy is cool?|speech|GEORGE|M|True
65|BARBARA|You'll see for yourself.|speech|BARBARA|F|True
66|TUNA|"A beauty parlor for men?  Sounds pretty
queer."|speech|TUNA|M|True
67||They walk in.|stage direction|||
