|character|text|type|character_clean|gender
0||"FRANKENWEENIE
Written by
John August"|unknown||
1||"WHIRS and HUMS.    The screen flickers.
Splices pop through the gate.
And then, today's feature film:
MONSTERS FROM BEYOND!
The title card is made from cut cardboard, and very
blurry."|stage direction||
2||MOM (O.S.)|unknown||
3||Victor, I don't know that it's...|location||
4||VICTOR (O.S.)|unknown||
5||Mom, you have to wear the glasses.|location||
6||MOM (O.S.)|unknown||
7||Oh!     Yes of course.|location||
8||"Thick frames slide past. Now we're looking at the title
card in real 3D. It's very homemade, but charmingly
done.
The next card:
STARRING SPARKY"|stage direction||
9||DAD|unknown||
10||In 3D honey.|location||
11||Reveal that we are...|stage direction||
12||INT. LIVING ROOM - DAY|location||
13||"Victor's MOM and DAD share the couch with SPARKY THE DOG,
30-odd pounds of canine goodness. They're watching the
homemade movie through vintage 3D glasses.
Behind them run two projectors, manned by the filmmaker
himself, VICTOR. He's more mad scientist than film
auteur -- he built this twin projector system himself."|stage direction||
14||MOM|unknown||
15||"So that's where my candlestick
went."|location||
16||DAD|unknown||
17||"Oh, isn't that your grandmother's
table cloth."|location||
18||MOM|unknown||
19||That looks great!|location||
20||"January 2012
Final Shooting Script_2012_01_18_v2   2"|unknown||
21||"BACK TO THE SCREEN
The pterodactyl swoops across town. People run in fear
and panic. The monster attacks!"|stage direction||
22||DAD|unknown||
23||"Oh that is so...Woah! I just felt
I was attacked."|location||
24||MOM|unknown||
25||Oh. That's scary.|location||
26||Troops and tanks spring into action.|stage direction||
27||DAD|unknown||
28||Send in the marines!|location||
29||ARMY FIGURE|unknown||
30||Over here men. This way.|location||
31||To no avail.|stage direction||
32||MOM|unknown||
33||Oh! Watch out!|location||
34||DAD|unknown||
35||Whoah!|location||
36||ENTER SPARKYSAURUS|stage direction||
37||MOM|unknown||
38||Sparky!|location||
39||DAD|unknown||
40||Sparky that's you!|location||
41||Sparky barks as he sees himself in the movie.|stage direction||
42||MOM|unknown||
43||Oh!|location||
44||DAD|unknown||
45||You tell em' Sparky.|location||
46||"Sparky defeats the monster and the troops and townsfolk
rejoice."|stage direction||
47||DAD|unknown||
48||Bravo!|location||
49||"Suddenly, one of the projectors JAMS on a splice. The
film melts, then the tail WHIPS AROUND, getting snared in
the second projector's reel. The two machines SMASH
TOGETHER in a shower of sparks."|stage direction||
50||MOM|unknown||
51||Oh!   Oh!|location||
52||"January 2012
Final Shooting Script_2012_01_18_v2       3"|unknown||
53|DAD|Um. Maybe just unplug it.|speech|DAD|M
54||"Sparky YANKS the power cord from the wall.     The bulb
dims. The spinning stops.
Darkness for a moment, then Victor flicks on the light
switch."|stage direction||
55|MOM|Well it certainly was exciting!|speech|MOM|M
56|DAD|"Yeah, it was a big finish. Well
done son."|speech|DAD|M
57|VICTOR|I can fix this. C'mon boy!|speech|VICTOR|M
58||CUT TO:|unknown||
59||INT. HOUSE / STAIRWELL - DAY|location||
60||"Victor lugs the two projector upstairs.   Sparky follows
behind."|stage direction||
61|DAD (O.S.)|"All that time he spends up there.
A boy his age needs to be outside
with his friends."|speech|DAD|M
62|MOM (O.S.)|"I don't know that Victor has
friends, dear. Other than Sparky."|speech|MOM|M
63||INT.   BEDROOM HALLWAY - DAY|location||
64||"Victor walks up the stairs into the attic.     Sparky is
right behind."|stage direction||
65|DAD (O.S.)|"That's my point! I don't want him
to turn out, y'know, weird."|speech|DAD|M
66|MOM (O.S)|"There's nothing wrong with Victor.
He's just in his own world."|speech|MOM|M
67||MUSIC RISES as we finally enter...|stage direction||
68||"January 2012
Final Shooting Script_2012_01_18_v2   4"|unknown||
69||INT.   ATTIC WORKSHOP - DAY|location||
