|character|text|type|character_clean|gender
0||"SNATCH
By Guy Ritchie
Draft 4                    FOR EDUCATIONAL
August/9/1999               PURPOSES ONLY
1·    EXT. RUSSIA -- NIGHT
We open on a GUARD sitting in front of a sentry post. He is
wearing a heavy fur hat that covers his ears and a military-
jacket. Behind him is a list of instructions (in Russian).
He 'sucks in a cigarette as though he's a drowning man lookin
for oxygen. A CAR comes to a stop by the sentry post, the,
guard looks, asks a couple of questions and is given an"|unknown||
1||-envelope which he quickly examines, he then attempts to stick|stage direction||
2||"his head in the car. A gun barrel is promptly stuck in his
face and a couple of angry words emanate from the back, the
guard jumps back and quickly raises the barrier."|unknown||
3||This next section will be intercut with the credit sequence.|stage direction||
4||2    INT. BACK OF RUSSIAN CAR -- NIGHT|unknown||
5||"On the back seat is FRANKY FOUR -FINGERS, (New York street
wise Jew) who is clutching a fancy looking briefcase which
is handcuffed to his wrist. He is flanked by TWO RUSSIAN
HOODS. This next section will be subtitled."|stage direction||
6||FRANKY FOUR FINGERS|unknown||
7||How much further do we have to go?|location||
8||"Just then the car comes to a standstill. The window is wound
down and a gun barrel is stuck through. The RUSSIAN DRIVER
looks dramatically calm."|stage direction||
9||RUSSIAN|unknown||
10||Pass him the money.|location||
11||Franky hesitates for a second.|stage direction||
12||RUSSIAN (CONT'D)|unknown||
13||"Franky you know you have no choice.
So please can we get on with it?"|location||
14||"Franky knows discussion is futile. He flips the case open
and pulls out a transparent plastic bag full of American
dollars. The package is pulled out of the window, the driver
doesn't move, we dissolve for a passage of time, the anxiety
is more than obvious, but Four Fingers can do nothing. All
of a sudden a package comes through the window and the car
speeds off without waiting for an inspection of the delivery.
(CONTINUED)
2   CONTINUED:
Franky opens the package and he reveals a stone the size of
a fist. He shines a torch onto it and puts a stone inspectin
monocle to his eye. He's satisfied.
CUT TO: MUSIC,A CLOSE UP OF THE DIAMOND. MIX TO: ANOTHER
DIAMOND BEING HELD BY AN OVERWEIGHT BLACK MAN. CUT TO: MONTAG
INVOLVING ALL THE CHARACTERS IN THE FILM. DEALING OR HAVING
SOMETHING TO DO WITH DIAMONDS OR THEFT. ONE SHOT AND SET UP
TAKES US SEAMLESSLY INTO ANOTHER SHOT AND SET UP. THIS GOES
ON FOR THE DURATION OF THE CREDITS. CUT BACK TO:
Franky Four Fingers opens a fancy case, presses a hidden
catch, this reveals a second wall within the case, he then
carefully places the stone within this secret compartment
and firmly closes the case. The Russian next to him is
playing with a revolver, he spins the chamber.
RUSSIAN (CONT'D)
If you need a man in London then
call this number.
Franky takes the card looks at it and repeats the name.
. FRANKY FOUR FINGERS
Boris?
RUSSIAN
Boris, Boris can get you anything
you need.
CUT TO:CU OF SPINNING GUN CHAMBER
3   INT. LONDON - AMUSEMENT ARCADE -- DAY
C UT TO:CU OF SPINNING GUN CHAMBER
We are in the back room of an amusement arcade and can hear
fruit machines beeping in the distance. Meet BORIS THE BLADE
and TOMMY who is toying with a heavy-looking revolver.
TOMMY
It's a bit heavy isn't it Boris?
BORIS
Heavy is good. Heavy is reliable.
If it doesn't work you can hit him
with it.
Tommy practices a couple of gun slinging maneuvers. He's
impressed. At that moment the door opens and in walks a MAN
carrying two heavy sacks of coins. He's a rough looking
bastard, he's massive, and extremely ugly. Meet GORGEOUS
GEORGE.
(CONTINUED)
3     CONTINUED:
TOMMY
Yes Gorgeous?
George looks at the weapon and can see that he's interrupting.
GORGEOUS GEORGE
Sorry Tommy, I hope that I am not
interrupting.
TOMMY
Oh of course you're not interrupting
Gorgeous, I put the do not disturb
sign on the door because I wanted
you to join us.
George isn't too bright
GORGEOUS GEORGE
What are you doing Tommy?"|unknown||
