|character|text|type|character_clean|gender|principal_character
0||"WAG THE DOG
by
David Mamet"|unknown|||
1||"10/14/96
FADE IN:
A CARD, WHITE ON THE BLACK SCREEN, READS:"|stage direction|||
2|unknown|Why does a dog wag its tail?|speech|unknown|?|
3||BENEATH IT, THE NEXT LINE FADES IN:|stage direction|||
4|unknown|Because a dog is smarter than its tail.|speech|unknown|?|
5||CROSS-FADE TO THE NEXT CARD, WHICH READS:|stage direction|||
6|unknown|If the tail were smarter, the tail would wag the dog.|speech|unknown|?|
7||"DISSOLVE
FADE IN:
EXT THE WHITE HOUSE NIGHT
A VAN FULL OF PEOPLE STOPS AT A SIDE ENTRANCE.
ANGLE INT THE WHITE HOUSE
AT THE SIDE, UTILITY ENTRANCE, WE SEE THE DISGORGING WORKING-CLASS MEN AND
WOMEN, THEY PASS THROUGH SECURITY SCREENING IN THE B.G., THROUGH METAL
DETECTORS, AND PAST SEVERAL GUARDS WHO CHECK THE PHOTO-I.D.'S AROUND THEIR
NECKS.
ANGLE INT THE WHITE HOUSE
WILFRED AMES
, AND
AMY CAIN
, A BRIGHT YOUNG WOMAN IN HER TWENTIES, WALKING DOWN
A CORRIDOR, LOOKING WORRIED.
ANGLE AMES AND CAIN
AMES AND CAIN HAVE STOPPED AT THE END OF THE HALL.  BEYOND THEM WE SEE THE
CLEANING PEOPLE COMING IN FROM THE VAN, AND BEING CLEARED THROUGH A METAL
DETECTOR INTO A HOLDING AREA, AND HANDED CLEANING MATERIALS, MOPS, VACUUMS, ET
CETERA, BY A TYPE HOLDING A CLIPBOARD.  PART OF THE GROUP, A MAN IN HIS
FORTIES, IN A RATTY JACKET, OPEN COLLARED SHIRT, PASSES THROUGH THE GROUP,
AND IS STOPPED BY A SECRET SERVICEMAN WHO APPEARS NEXT TO AMES.  IN THE B.G.
WE SEE A TV IN AN ADJACENT ROOM, SHOWING A POLITICAL COMMERCIAL."|stage direction|||
8||(TO SECRET SERVICEMAN)|location|||
9|AMES|...That's him.|speech|AMES|M|True
10||"AMES MOVES OUT OF THE SHOT.  LEAVING US ON THE POLITICAL COMMERCIAL.
WE SEE TWO BUSINESS PEOPLE ON THE PLANE, A MAN AND A WOMAN."|stage direction|||
11|BUSINESSMAN|"Well, all I know, you don't change horses in the middle
of the stream."|speech|BUSINESSMAN|?|
12|BUSINESSWOMAN|"""Don't change Horses,"" well, there's a lot of truth in
that."|speech|BUSINESSWOMAN|?|
13||"THE IMAGE SHIFTS TO A PRESIDENT, DOING PRESIDENTIAL THINGS.  AND THE VOICE-
OVER."|stage direction|||
14|VOICE-OVER|For Peace, prosperity, for|speech|VOICE-OVER|?|
15||all|stage direction|||
16||of us:  Don't change|unknown|||
17|VOICE-OVER|Horses in...|speech|VOICE-OVER|?|
18||"ANGLE
A CORRIDOR OF THE WHITE HOUSE, AS AMES AND THE MAN IN THE RATTY JACKET (BREAN)
WALK HURRIEDLY.  AMES FINISHES ONE CIGARETTE AND USES THE BUTT TO LIGHT A
FRESH ONE.  THEY PASS BY A LARGE PHOTOGRAPH OF THE BACK OF A MAN, BENDING TO
SHAKE HANDS WITH ONE OF A LINE OF GIRLSCOUTS.  AMES GLANCES UP AT THE
PHOTOGRAPH AND SHAKES HIS HEAD DEJECTEDLY.
INT WHITE  HOUSE ""SITUATION"" ROOM.   NIGHT.
A WOMAN WITH A STENOPAD, ARRANGING PADS AND PENCILS AT A SMALL CONFERENCE
TABLE.  A SECRET SERVICE TYPE PUTS HIS HEAD IN THE ROOM, AND BOWS OUT, AND
NODS, BREAN AND AMES ENTER HURRIEDLY."|stage direction|||
19|AMES|We're going to...|speech|AMES|M|True
20||"HE STOPS TALKING AS A WHITE HOUSE WAITER ENTERS WITH A TRAY WITH COFFEE THINGS
ON IT, FOLLOWED BY TWO YOUNG AIDES, SLEEPY AND DISHEVELLED, WHO ENTER QUICKLY,
AND APOLOGIES UNUTTERED, SIT AND MAKE THEMSELVES SMALL.
BREAN MAKES A LITTLE GESTURE AT THE WAITER, WHO IS SETTING OUT THE COFFEE,
AND AT THE STENOGRAPHER, MEANING ""GET THEM OUT OF HERE."""|stage direction|||
21|AMES|Thank you, that'll be all.|speech|AMES|M|True
22||THE STENOGRAPHER AND THE WAITER LEAVE|stage direction|||
23||(OF THE TWO STAFFERS)|location|||
24|BREAN|Who we got here...?|speech|BREAN|F|True
25|AMES|John Levy, Staff, and Amy Cain, Press Off....|speech|AMES|M|True
26|BREAN|"Alright.  Look here, any of you kids hear in this
room:  what you hear here, what you say here, what you"|speech|BREAN|F|True
27||do|stage direction|||
28||here, f'it got out, you leaked it.|unknown|||
29||(TO AMES)|location|||
30|BREAN|Tell'em what they need to know.|speech|BREAN|F|True
31|AMES|When it broke, he said one word:  get me Ronnie Brean.|speech|AMES|M|True
32||(NODS)|location|||
33|BREAN|"Well.  Alright.  What is it?  What's, he, uh...?  He
had an Illegal Immigrant, was his Gardener, some years
back...?"|speech|BREAN|F|True
34||(SMILES)|location|||
35|BREAN|"What's the thing?  You people get ahead, you sure get
nervous."|speech|BREAN|F|True
36||"AN AIDE ENTERS, WITH SEVERAL TYPED SHEETS, WHICH SHE HANDS TO CAIN. CAIN
READS TO HERSELF, PASSES THEM TO AMES."|stage direction|||
37||(CON'T)|location|||
38|BREAN|...he made a pass at some Secretary, back in...|speech|BREAN|F|True
39||"AMES TAKES THE SHEETS, AND READS.  GESTURES TO BREAN, ""ONE MOMENT, PLEASE.""
ANGLE INS.  THE SHEET, WHICH AMES HOLDS.
IT READS:"|stage direction|||
40||AS PRESIDENT OF THE UNITED STATES I REGRET THAT|unknown|||
41|BREAN|"PERSONAL INCAPACITY HAS RENDERED ME MOMENTARILY UNABLE
TO CONFRONT AND CORRECT...."|speech|BREAN|F|True
42||"ANGLE
BREAN LOOKING ON, AS AMES READS, AND SHAKES HIS HEAD SADLY.  BREAN TAKES THE
SHEETS.
ANGLE  INS.
READING OVER BREAN'S SHOULDERS:"|stage direction|||
43|BREAN|"1.)  Statutory Rape.
2.)  The President's long-documented mental problems
3.)  Brought about by reaction to Drugs to control
flu...?"|speech|BREAN|F|True
44||ANGLE AMES READING OVER BREAN'S SHOULDER.|stage direction|||
45|AMES|...did he|speech|AMES|M|True
46||have|stage direction|||
47||the flu...?|unknown|||
48|CAIN|It can be documented that he displayed the...|speech|CAIN|F|True
49||BREAN LAYS DOWN THE SHEET SOMBERLY, EVERYONE LOOKS AT HIM.|stage direction|||
50|BREAN|This ain't the illegal immigrant Nanny.|speech|BREAN|F|True
51|CAIN|"There was a group of Girlscouts here from Indiana last
month.  One of them expressed an interest in a
Frederick Remington bust.  The president took her into
the oval Office, for a period..."|speech|CAIN|F|True
52|AMES|"Three minutes.  It couldn't have been over three
minutes, the Secret Service..."|speech|AMES|M|True
53||BREAN GESTURES HIM TO BE QUIET.|stage direction|||
54|BREAN|Okay.  And she's alleging...?|speech|BREAN|F|True
55||"CAIN GESTURES BREAN TO KEEP READING THE SHEETS IN FRONT OF HIM.  HE DOES SO.
PAUSE.  TO HIMSELF."|stage direction|||
56||(CON'T)|location|||
57|BREAN|Jesus, Mary and Joseph.|speech|BREAN|F|True
58|AMES|We are virtually certain it isn't...|speech|AMES|M|True
59|BREAN|Who's got the story?|speech|BREAN|F|True
60||(PAUSE)|location|||
61|AMES|Don't you want to know if it's true?|speech|AMES|M|True
62|BREAN|What difference does it make if it's true?|speech|BREAN|F|True
63||(PAUSE)|location|||
64|BREAN|It's a|speech|BREAN|F|True
65||"story
, and, it
breaks"|stage direction|||
66||they're gonna have to|unknown|||
67||run|stage direction|||
68|BREAN|with it -- How long've we got til it breaks?|speech|BREAN|F|True
69||(PAUSE)|location|||
70|AMES|Front page.  Washington Post.  Tomorrow.|speech|AMES|M|True
71|BREAN|Well, yeah.  Now.  That's not good.|speech|BREAN|F|True
72||Okay|stage direction|||
73||(PAUSE)|location|||
74||"Okay
.  We'll set up the War Room
Here
AN AIDE BRINGS HIM A CUP OF COFFEE."|stage direction|||
75|BREAN|Thank you.  Now:  where is he?|speech|BREAN|F|True
76|LEVY|China.|speech|LEVY|F|True
77|BREAN|When's he coming back...?|speech|BREAN|F|True
78|LEVY|Touchdown, Andrews, fourteen hundred, today.|speech|LEVY|F|True
79||BREAN TAKES A NOTEBOOK OUT OF HIS POCKET, AND LOOKS AT IT.|stage direction|||
80||(AS HE READS FROM HIS NOTEBOOK)|location|||
81|BREAN|"Alright, now, here:  he stays on the ground in China
til Tomorrow."|speech|BREAN|F|True
82|CAIN|...why?|speech|CAIN|F|True
83|BREAN|...you the Press Office?|speech|BREAN|F|True
84|CAIN|...Yes.|speech|CAIN|F|True
85||(SHRUGS)|location|||
86|BREAN|Earn your money.  ...He's ill, the Plane is sick...|speech|BREAN|F|True
87||(MAKING NOTES)|location|||
88|CAIN|...Good...|speech|CAIN|F|True
89|AMES|When do we bring'em back?|speech|AMES|M|True
90|BREAN|You gotta give me a day.  I need a day.|speech|BREAN|F|True
91||(PAUSE)|location|||
92|BREAN|He's sick, get it out|speech|BREAN|F|True
93||"now
.  Get him on the phone'n tell"|stage direction|||
94|BREAN|"him how sick he is.  We got to get it out before the
story breaks, so we aren't quote, responding to it.
Issue is as a bulletin.  He's got some rare strain
of..."|speech|BREAN|F|True
95|AMES|It won't hold.|speech|AMES|M|True
96|BREAN|All I need is the one day.|speech|BREAN|F|True
97|AMES|It won't even hold the one day, Ronnie --|speech|AMES|M|True
98|BREAN|Yes -- It will... Now:  why is the President in China?|speech|BREAN|F|True
99|LEVY|Trade Re1ations.|speech|LEVY|F|True
100|BREAN|"You're goddamn right.  And it's got nothing to do with
the B-2 Bomber."|speech|BREAN|F|True
101||(PAUSE)|location|||
102|LEVY|There|speech|LEVY|F|True
103||is|stage direction|||
104||no B-2 Bomber,|unknown|||
105|BREAN|That's what I'm telling you.|speech|BREAN|F|True
106||(PAUSE.  HE GLANCES AT HIS WATCH.)|location|||
107|BREAN|"The two things:  the two things:  Rare strain of flu,
No Cause to Be Alarmed.  And the B-2 Bomber..."|speech|BREAN|F|True
108||(TO AIDES)|location|||
109|BREAN|"Clear me a space.  Get me a copy, go rob one, get it
off the computer, Wash Post, N.Y."|speech|BREAN|F|True
110||TIMES|stage direction|||
111|AIDE|You want some research, flu?  Side-effects of medi....|speech|AIDE|?|True
112|BREAN|"Naw, we can't play this one catch-up.  That's how long
since you stopped beating the wife.  We have to..."|speech|BREAN|F|True
113|AMES|We're going to have to explain away the...|speech|AMES|M|True
114|BREAN|"They caught him in the closet with a Girlscout.  Side-
effects of a pill ain't gone trump that.  You have to
keep'em guessing for"|speech|BREAN|F|True
115||(HE GLANCES AT THE CALENDAR)|location|||
116|BREAN|"Two weeks.  You  don't have to Cure Cancer, Pal, you
just have to give them something more interesting
than..."|speech|BREAN|F|True
117|CAIN|What's more interesting than boffing the girlscout?|speech|CAIN|F|True
118|BREAN|Well, that's what we're|speech|BREAN|F|True
119||doing|stage direction|||
120||here...|unknown|||
121||"BREAN IS SUNK IN THOUGHT.  AN AIDE STARTS TO SPEAK.  AMES SILENCES HIM, BREAN
BECKONS AMES OVER."|stage direction|||
122||(SOTTO)|location|||
123|BREAN|Gemme twenty thousand dollars....|speech|BREAN|F|True
124||AMES NODS, AND WAVES AN AIDE OVER AND WHISPERS TO HER.|stage direction|||
125||(CONT.)|location|||
126|BREAN|And gemme a car.|speech|BREAN|F|True
127|AMES|"Car and a driver, Mr. Brean, the Westgate, Now,
please..."|speech|AMES|M|True
128|BREAN|Okay, look, who's takin' the press conference today?|speech|BREAN|F|True
129|CAIN|Is there a press conference today?|speech|CAIN|F|True
