|character|text|type|character_clean|gender|principal_character
0||"500 DAYS OF SUMMER
Written by
Scott Neustadter & Michael H. Weber
First Draft"|unknown|||
1||"SIMPLE BLACK ON WHITE CREDITS ROLL TO BIG STAR'S ""I'M IN LOVE
WITH A GIRL."" When all is said and done, up comes a single
number in parenthesis, like so:
(478)"|stage direction|||
2||EXT. PARK - DAY|location|||
3||"For a few seconds we watch A MAN (20s) and a WOMAN (20s) on a
park bench. Their names are TOM and SUMMER. Neither one says
a word.
CLOSE ON her HAND, covering his. Notice the wedding ring. No
words are spoken. Tom looks at her the way every woman wants
to be looked at.
A DISTINGUISHED VOICE begins to speak to us."|stage direction|||
4|NARRATOR|This is a story of boy meets girl.|speech|NARRATOR|?|True
5||CUT TO:|unknown|||
6||"(1)
INT CONFERENCE ROOM - DAY
The boy is TOM HANSEN. He sits at a very long rectangular
conference table. The walls are lined with framed blow-up
sized greeting cards. Tom, dark hair and blue eyes, wears a t-
shirt under his sports coat and Adidas tennis shoes to
balance out the corporate dress code. He looks pretty bored."|stage direction|||
7|NARRATOR|"The boy, Tom Hansen of Margate, New
Jersey, grew up believing that he'd
never truly be happy until the day
he met his... ""soulmate."""|speech|NARRATOR|?|True
8||CUT TO:|unknown|||
9||"INT LIVING ROOM - 1989
PRE-TEEN TOM sits alone on his bed engrossed in a movie. His
walls are covered in posters of obscure bands. From the TV,
we hear: ""Elaine! Elaine!"""|stage direction|||
10||4.|unknown|||
11|NARRATOR|"This belief stemmed from early
exposure to sad British pop music
and a total misreading of the
movie, ""The Graduate."""|speech|NARRATOR|?|True
12||CUT TO:|unknown|||
13||"INT OFFICE CUBICLE - PRESENT DAY
The girl is SUMMER FINN. She files folders and answers phones
in a plain white office. She has cropped blonde hair almost
like a boy's but her face is feminine and pretty enough to
get away with it."|stage direction|||
14|NARRATOR|"The girl, Summer Finn of
Shinnecock, Michigan, did not share
this belief."|speech|NARRATOR|?|True
15||CUT TO:|unknown|||
16||"INT BATHROOM - 1994
Teenage Summer stares at herself in the mirror. Her hair
extends down to her lower back."|stage direction|||
17|NARRATOR|"Since the disintegration of her
parents' marriage, she'd only loved
two things. The first was her long
blonde hair."|speech|NARRATOR|?|True
18||She picks up scissors from the counter and begins to slice.|stage direction|||
19|NARRATOR|"The second was how easily she could
cut it off... And feel nothing."|speech|NARRATOR|?|True
20||CUT TO:|unknown|||
21||"SPLITSCREEN. INT BOARDROOM/ INT CUBICLE - SAME
On the right side of the screen, Tom continues to listen to
some boring presentation. On the left, Summer answers a call,
takes a message, and walks out of her cubicle down a long
narrow hallway."|stage direction|||
22||5.|unknown|||
23|NARRATOR|"Tom meets Summer on January 8th in
a San Francisco office building. In
an instant, he will know she's the
one he's been looking for."|speech|NARRATOR|?|True
24||"CU Summer opening the door to the boardroom, about to come
face to face with Tom for the first time."|stage direction|||
25|NARRATOR|This is a story of boy meets girl.|speech|NARRATOR|?|True
26||But before they do,|stage direction|||
27||CUT TO:|unknown|||
28||BLACK.|stage direction|||
29|NARRATOR|"You should know up front, this is
not a love story."|speech|NARRATOR|?|True
30||"(240)
EXT STREETS OF SAN FRAN - NIGHT
A 12 year old GIRL rides her bicycle down the block. She
arrives at an apartment complex, jumps off the bike and races
up the front stairs. She rings the doorbell.
INT TOM'S PLACE - LATER
PAUL and MCKENZIE open the door. These are Tom's best friends
since birth. Paul is a doctor and wears hospital scrubs.
McKenzie works in the cubicle next to Tom."|stage direction|||
31|PAUL|I didn't know who else to call.|speech|PAUL|F|True
32||The Girl removes her bike helmet.|stage direction|||
33|GIRL|"You did the right thing. Where is
he?"|speech|GIRL|F|True
34||"Tom is in the kitchen breaking things and basically going
insane. About to smash a plate on the floor, he's interrupted
BY:"|stage direction|||
35||"6.
GIRL"|unknown|||
36|GIRL|Thomas.|speech|GIRL|F|True
37||Tom freezes.|stage direction|||
38|TOM|Rachel? What are you doing here?|speech|TOM|M|True
39|GIRL (RACHEL)|I'm here to help you.|speech|GIRL|F|True
40|TOM|Help me how?|speech|TOM|M|True
41|RACHEL|First, put down the plate.|speech|RACHEL|F|True
42||Tom slowly obliges.|stage direction|||
43|RACHEL|Now come here and sit down.|speech|RACHEL|F|True
44||"Tom sits next to the young girl. Paul and Mckenzie sit on
either side of them."|stage direction|||
45|RACHEL|The key is not to panic.|speech|RACHEL|F|True
46|TOM|I think I'm gonna be sick.|speech|TOM|M|True
47|RACHEL|Drink this.|speech|RACHEL|F|True
48||She hands him a glass of water. Tom drinks it down.|stage direction|||
49|MCKENZIE|What is that?|speech|MCKENZIE|M|True
50||RACHEL|unknown|||
51|MCKENZIE|Vodka.|speech|MCKENZIE|M|True
52||(grimacing at the taste)|location|||
53|TOM|More.|speech|TOM|M|True
54||He gulps another down.|stage direction|||
55|TOM|"Does Mom know you're here? It's
gotta be past 10."|speech|TOM|M|True
56||7.|unknown|||
57|RACHEL|"Don't worry about it. Start from
the beginning. Tell us what
happened..."|speech|RACHEL|F|True
58||"Tom takes a deep breath.
EXT PARK - DAY
Tom and Summer eat sandwiches in the park."|stage direction|||
59|TOM (V.O.)|We spent the whole day together.|speech|TOM|M|True
60||"EXT OUTDOOR MARKET - DAY
Tom and Summer walk through the stalls."|stage direction|||
61|TOM (V.O.)|We went shopping.|speech|TOM|M|True
62||"EXT COFFEE HOUSE - DAY
Tom and Summer seated outside drinking coffee. He reads the
newspaper, she reads a novel."|stage direction|||
63|TOM (V.O.)|We had coffee.|speech|TOM|M|True
64||"EXT MOVIE THEATER - DAY
Tom and Summer walk out of a movie theatre."|stage direction|||
65|TOM (V.O.)|We saw a film.|speech|TOM|M|True
66||"INT RECORD STORE - LATER
Tom and Summer shop for music. Tom excitedly shows Summer a
Ringo Starr solo album."|stage direction|||
67|TOM (V.O.)|We bought music.|speech|TOM|M|True
68||8.|unknown|||
69||INT TOM'S PLACE|stage direction|||
70|TOM|I thought it was a great day.|speech|TOM|M|True
71|RACHEL|And then what happened?|speech|RACHEL|F|True
72||"INT DINER - NIGHT
Tom and Summer in a booth ordering dinner."|stage direction|||
73||(to WAITRESS)|location|||
74|TOM|"Um...you know what...let's go
crazy, I'll have BOTH."|speech|TOM|M|True
75||(to Summer)|location|||
76|TOM|"God, I love eating pancakes at
night. It's like the greatest thing
ever. How great is this?"|speech|TOM|M|True
77|SUMMER|"I think we should stop seeing each
other."|speech|SUMMER|F|True
78||INT TOM'S PLACE - AS BEFORE|stage direction|||
79|RACHEL|Just like that?|speech|RACHEL|F|True
80|TOM|Just like that.|speech|TOM|M|True
81|PAUL|Did she say why?|speech|PAUL|F|True
82||INT DINER - AS BEFORE|stage direction|||
83|SUMMER|"This thing. This whatever it is.
You and me. Do you think this is
normal?"|speech|SUMMER|F|True
84|TOM|"I don't know. Who cares about
normal?! I'm happy. Aren't you
happy?"|speech|TOM|M|True
85||9.|unknown|||
86|SUMMER|You're happy?|speech|SUMMER|F|True
87|TOM|You're not?|speech|TOM|M|True
88|SUMMER|All we do is argue!|speech|SUMMER|F|True
89|TOM|That is such a lie!|speech|TOM|M|True
90||INT TOM'S PLACE - AS BEFORE|stage direction|||
91|RACHEL|Maybe she was just in a bad mood.|speech|RACHEL|F|True
92|PAUL|A hormonal thing.|speech|PAUL|F|True
93||RACHEL|unknown|||
94|PAUL|P.M.S.?|speech|PAUL|F|True
95||(to Rachel)|location|||
96|TOM|What do you know about PMS?|speech|TOM|M|True
97|RACHEL|More than you.|speech|RACHEL|F|True
98||TOM|unknown|||
99|RACHEL|Oh my god.|speech|RACHEL|F|True
100|MCKENZIE|Please continue.|speech|MCKENZIE|M|True
101||INT DINER - AS BEFORE|stage direction|||
102|SUMMER|"This can't be a total surprise. I
mean, we've been like Sid and Nancy
for months."|speech|SUMMER|F|True
103|TOM|"Summer, Sid stabbed Nancy seven
times with a kitchen knife. We've
had some disagreements but I hardly
think I'm Sid Vicious."|speech|TOM|M|True
104|SUMMER|No... I'm Sid.|speech|SUMMER|F|True
105||"10.
TOM"|unknown|||
106||(BEAT)|location|||
107|SUMMER|So I'm Nancy?!|speech|SUMMER|F|True
108||"The Waitress comes out with the food. Tom and Summer stop
their discussion until the meal is served and the Waitress
leaves. Summer starts to eat."|stage direction|||
109|SUMMER|"Let's just eat and we'll talk about
it after. I'm starving."|speech|SUMMER|F|True
110||"Without another word she goes back to her pancakes. Tom
watches her eat like this is the worst travesty in the
history of mankind."|stage direction|||
111||(mouth full)|location|||
112|SUMMER|"Mmm, you're so right. These are
great!"|speech|SUMMER|F|True
113||Tom looks at his food in disgust. He may never eat again.|stage direction|||
114||(INNOCENT)|location|||
115|SUMMER|What?|speech|SUMMER|F|True
116||Tom stands up to go.|stage direction|||
117|SUMMER|"Tom, don't. Come back. You're still
my best fr---"|speech|SUMMER|F|True
118||"THE SCENE FREEZES AND WE ZOOM IN ON TOM'S STUNNED FACE.
INT TOM'S PLACE - AS BEFORE
Silence for a few beats."|stage direction|||
119||PAUL|unknown|||
120|SUMMER|Jesus.|speech|SUMMER|F|True
121|MCKENZIE|That's harsh.|speech|MCKENZIE|M|True
122|TOM|I don't know what I'm gonna do.|speech|TOM|M|True
123|RACHEL|You're gonna be fine.|speech|RACHEL|F|True
124||"11.
TOM"|unknown|||
125||(BEAT)|location|||
126|RACHEL|I'm gonna throw up.|speech|RACHEL|F|True
127||MCKENZIE|unknown|||
128|RACHEL|Or that.|speech|RACHEL|F|True
129||RACHEL|unknown|||
130|RACHEL|Here.|speech|RACHEL|F|True
131||Tom drinks more vodka.|stage direction|||
132|MCKENZIE|"Come on Hansen. You'll be ok.
You're the best guy I know. You'll
find someone."|speech|MCKENZIE|M|True
133|PAUL|"You know what they say...there's
plenty other fish in the sea."|speech|PAUL|F|True
134||TOM|unknown|||
135|PAUL|No.|speech|PAUL|F|True
136|PAUL|Sure they do. They say that.|speech|PAUL|F|True
137|TOM|"Well they're wrong. It's not true.
I've fished in that sea. I've
jumped in and swam in that sea! I'm
fucking Aquaman!"|speech|TOM|M|True
138||(to Rachel)|location|||
139|TOM|"Sorry. What I mean is... there are
no other fish. This was my fish."|speech|TOM|M|True
140||Paul and McKenzie share a very concerned look.|stage direction|||
141||CUT TO:|unknown|||
142||"(86)
EXT SIDEWALK - DAY
Tom walks alongside his friend PAUL. Out of nowhere, he says:"|stage direction|||
143|TOM|I'm in love with Summer.|speech|TOM|M|True
144||"12.
PAUL"|unknown|||
145||(BEAT)|location|||
146|TOM|For real?|speech|TOM|M|True
147||CUT TO:|unknown|||
148||CU - SUMMER'S SMILE|stage direction|||
149|TOM (V.O.)|I love her smile.|speech|TOM|M|True
150||CU - SUMMER'S HAIR|stage direction|||
151|TOM (V.O.)|I love her hair.|speech|TOM|M|True
152||CU - SUMMER'S KNEES|stage direction|||
153|TOM (V.O.)|I love her knees.|speech|TOM|M|True
154||CU - SUMMER'S EYES|stage direction|||
155|TOM (V.O.)|"I love how one eye is higher up on
her face than the other eye."|speech|TOM|M|True
156||CU - SUMMER'S NECK|stage direction|||
