|character|text|type|character_clean|gender|principal_character
0||"WONDER BOYS
BASED ON THE NOVEL BY MICHAEL CHABON
Screenplay/Steve Kloves"|unknown|||
1||"January 21, 1999 (Pink Revision)
January 15, 1999 (Blue Revision)
December 18,1998
All IS A BLUR. . .
...then WORDS appear, twisting and vaguely transparent,
reflected on the window GRADY TRIPP stands before as he
reads from a sheaf of NEATLY-TYPED PAGES."|stage direction|||
2|GRADY|"'The young girl sat perfectly still in the
confessional..."|speech|GRADY|M|True
3||1	INT. CLASSROOM - UNIVERSITY - AFTERNOON|unknown|||
4||"Grady--45-year-old novelist, professor, and insomniac--is
in the midst of reading a story to the dozen college
STUDENTS who make up his Advanced Writing Workshop."|stage direction|||
5|GRADY|"...listening to her father's boots scrape like
chalk on the ancient steps of the church, then
grow faint, then disappear altogether.'"|speech|GRADY|M|True
6||"As he finishes, GRADY ponders a PAIR of MAINTENANCE MEN,
perched on ladders in the quad below, stringing a LARGE
BANNER between two bare trees. The BANNER reads:
WELCOME TO WORDFEST
GRADY turns, peers at his students. They look as if
they've been on a field trip to the DMV."|stage direction|||
7||(a wave of the pages)|location|||
8|GRADY (cont'd)|So. .Anyone?|speech|GRADY|M|True
9||"A GIRL with jet-black hair turns to a PALE YOUNG MAN
sitting at a desk in the back of the classroom. He is JAMES
LEER, 19. Like GRADY a moment before, he is staring out the
window."|stage direction|||
10|CARRIE MCWHIRTY|"Let me get this straight. The girl with the
big lips is depressed because, each night, when
her father goes off to work at the bakery, her
mother sneaks some mysterious lover into the
house. Not only does this girl have to listen
to her mother working this guy in the next
room, she has to wash the sheets each morning
before Daddy gets home. After a few weeks of
this, she starts to go a little nutty/ so Daddy
takes her to confession--only, once she gets in
the box, she gets a whiff of the priest and
realizes he's the mother's secret lover. Is
that it?"|speech|CARRIE MCWHIRTY|F|True
11||"James Leer says nothing, huddling lower in the PATTY
OVERCOAT he wears."|stage direction|||
12|CARRIE MCWHIRTY|I mean, Jesus. What is it with you Catholics?|speech|CARRIE MCWHIRTY|F|True
13|GRADY|"All right. Let's try to keep it constructive,
shall we? Howard, what about you?"|speech|GRADY|M|True
14|HOWARD|I hated it.|speech|HOWARD|?|
15|GRADY|"That's not exactly what I meant by
constructive, Howard."|speech|GRADY|M|True
16|HOWARD|"I think James should try to be more
constructive. This is my second semester with
him. His stories are brutal, man. They make me
want to kill myself."|speech|HOWARD|?|
17||"GRADY glances at James, but his face remains impassive.
Then--with a visible sense of relief--GRADY notices the
raised hand of the achingly beautiful HANNAH GREEN."|stage direction|||
18|GRADY|Yes, Hannah?|speech|GRADY|M|True
19|HANNAH GREEN|"I think maybe we're missing the point. It
seems to me James' strength as a writer is that
he doesn't take us by the hand. He treats us
like adults. He respects us enough to forget
us. That takes . . . courage ."|speech|HANNAH GREEN|F|True
20||GRADY nods, smiles subtly. Appreciative.|stage direction|||
21|GRADY|"Well put, Hannah. And a good note to end on, I
think."|speech|GRADY|M|True
22||(as the students rise)|location|||
23|GRADY|"Don't forget about WordFest this weekend. And
remember: those of you driving V.I.P.s to
tonight's cocktail party need to have them at
the Chancellor's house no later than 5:30."|speech|GRADY|M|True
24||Hannah Green gathers her things, pauses by Grady.|stage direction|||
25|GRADY|Thanks for that. He all right?|speech|GRADY|M|True
26|HANNAH GREEN|I think so. ..What about you?|speech|HANNAH GREEN|F|True
27|GRADY|Me? Sure. Why?|speech|GRADY|M|True
28|HANNAH GREEN|Just checking.|speech|HANNAH GREEN|F|True
29||"GRADY watches her glide away in her CRACKED RED COWBOY
BOOTS, then starts to exit himself."|stage direction|||
30|JAMES LEER|Turn out the light, please.|speech|JAMES LEER|M|True
31||"GRADY pauses, studying the wan figure sitting at the back
of the classroom, then--reluctantly-hits the switch on the
wail, leaving James Leer alone in the DARK."|stage direction|||
32||2	INT. STAIRWELL/CORRIDOR - AFTERNOON (MOMENTS LATER)|unknown|||
33||"GRADY hurries down the steps, then spies SARA GASKSLL,
45, standing below. She is talking to a BOY with an armful
of SLICK PROGRAMS."|stage direction|||
34||(calm but firm)|location|||
35|SARA|"No, Elliot, I said five hundred programs for
today. This means we have no programs for the
weekend. This means that tomorrow morning, at
9AM, several hundred people will walk into Thaw
Hall and have absolutely no idea where they are
going."|speech|SARA|F|True
36||(shaking her head)|location|||
37|SARA|It's all right, Elliot. I'll take care of it.|speech|SARA|F|True
38||"GRADY watches Sara take the programs, turn, and spot him.
There is the slightest of hesitations, then...."|stage direction|||
39|SARA|Professor Tripp.|speech|SARA|F|True
40|GRADY|Chancellor.|speech|GRADY|M|True
41|SARA|I got the message you called.|speech|SARA|F|True
42|GRADY|I got the message you called too.|speech|GRADY|M|True
43||"This hangs in the air, awkward somehow, then both nod and
continue on, without so much as a backward glance."|stage direction|||
44||3	INT. GRADY'S CAR - MOVING|unknown|||
45||"The RADIO BLASTS as GRADY pops the glove box, removes a
JOINT as big as his pinky, and wheels his DARK MAROON '66
GALAXIE RAGTOP away from campus, cruising under another
BANNER:
WELCOME TO WORDFEST FEBRUARY 26-28"|stage direction|||
46||4	EXT. GALAXIE - MOVING.. - PITTSBURGH|unknown|||
47||"GRADY cruises past the three rivers and modest
skyscrapers of downtown, sipping at the weed."|stage direction|||
48||5	INT. PITTSBURGH AIRPORT|unknown|||
49||"GRADY rides the long, automated treadmill that runs half
the length of the terminal, until..."|stage direction|||
50||6	INT. ARRIVAL GATE - PITTSBURGH AIRPORT|unknown|||
51||"...TERRY CRABTREE--Grady's editor and friend-exits the
tunnel with a STUNNING YOUNG WOMAN in a skin-tight black
dress, bright red topcoat, and three-inch spike heels.
Grinning devilishly, Crabtree whispers something in the
woman's ear, then spots Grady."|stage direction|||
52|CRABTREE|Tripp!|speech|CRABTREE|M|True
53|GRADY|How are you, Crabtree?|speech|GRADY|M|True
54|CRABTREE|"Brimming. Say hello to my new friend, Miss
Antonia. . .uh. . . ."|speech|CRABTREE|M|True
55|WOMAN|Sloviak.|speech|WOMAN|F|
56|CRABTREE|"I took the liberty of inviting Antonia to
tonight's festivities. You don't mind, do you.
Trip? ?"|speech|CRABTREE|M|True
57||(a slight beat)|location|||
58|GRADY|The more the merrier.|speech|GRADY|M|True
59|MISS SLOVIAK|"Terry was telling me about you on the plane.
It was ail so interesting."|speech|MISS SLOVIAK|F|True
60|CRABTREE|"I was explaining to Antonia how a book comes
to be published. What you do as a writer, what
I do as an editor..."|speech|CRABTREE|M|True
61|GRADY|"I sweat blood for five years and he checks for
spelling."|speech|GRADY|M|True
62||(indicating Crabtree)|location|||
63|MISS SLOVIAK|That's exactly what he said.|speech|MISS SLOVIAK|F|True
64|CRABTREE|We know each other pretty well.|speech|CRABTREE|M|True
65||(to Grady)|location|||
66|CRABTREE|So where's Emily?|speech|CRABTREE|M|True
67|GRADY|Emily?|speech|GRADY|M|True
68|CRABTREE|Your wife.|speech|CRABTREE|M|True
69|GRADY|Oh. We're picking her up. Downtown.|speech|GRADY|M|True
70|CRABTREE|Perfect. Well then, shall we?|speech|CRABTREE|M|True
71||"GRADY nods, but lingers briefly--studying the
architecture of Miss Sloviak's ankles as she CLICKS off in
her spike heels, arm in arm with Crabtree."|stage direction|||
72||7	INT. BAGGAGE CAROUSEL - AIRPORT - MOMENTS LATER|unknown|||
73||"GRADY and Crabtree watch suitcases tumble as Miss Sloviak
sits across the way, inspecting her face in a compact."|stage direction|||
74|CRABTREE|"Do you know how many times I've boarded an
airplane praying someone like her would sit
down beside me? Particularly while I'm on my
way to Pittsburgh."|speech|CRABTREE|M|True
75|GRADY|"Lay off Pittsburgh. It's one of the great
cities."|speech|GRADY|M|True
76|CRABTREE|"If it can produce a Miss Sloviak you'll get no
argument from me."|speech|CRABTREE|M|True
77|GRADY|She's a transvestite.|speech|GRADY|M|True
78|CRABTREE|You're stoned.|speech|CRABTREE|M|True
79|GRADY|She's still a transvestite.|speech|GRADY|M|True
80|CRABTREE|Mm.|speech|CRABTREE|M|True
81|GRADY|Isn't she?|speech|GRADY|M|True
82||"Crabtree ignores Grady's question, smiling placidly as he
watches the carousel spin."|stage direction|||
83|CRABTREE|So how's the book?|speech|CRABTREE|M|True
84||"GRADY stiffens. He had been expecting this, but not so
soon. He tries to act casual."|stage direction|||
85|GRADY|"It's fine. It's done. Basically. I'm just sort
of. ..tinkering with it."|speech|GRADY|M|True
86|CRABTREE|"Great. I was hoping I could get a look at it
sometime this weekend. Think that might be
possible?"|speech|CRABTREE|M|True
87|GRADY|"I don't know. I'm sort of at a critical. . .
juncture ."|speech|GRADY|M|True
88|CRABTREE|I thought you were tinkering.|speech|CRABTREE|M|True
89|GRADY|I just mean. . .|speech|GRADY|M|True
90|CRABTREE|"Forget I asked. I don't want to pressure you,
Tripp. But..."|speech|CRABTREE|M|True
91||"(pointedly)
...I get pressure. Know what I mean?"|location|||
92||"GRADY ponders this, troubled by it. Suddenly, Crabtree's
face brightens again."|stage direction|||
93|CRABTREE|"Ah. ..well now. What do you suppose that would
be?"|speech|CRABTREE|M|True
94||"GRADY turns, watches an immense PONY HIDE CASE drop onto
the carousel."|stage direction|||
95|GRADY|That would be a tuba.|speech|GRADY|M|True
96||8	INT. GRADY'S CAR - MOVING - LATE AFTERNOON                8|unknown|||
97||"As the Galaxie emerges from a TUNNEL, GRADY watches the
great city of Pittsburgh reveal itself in the distance,
then glances in the rearview mirror."|stage direction|||
98|GRADY|"That perfume you're wearing, Antonia. It
wouldn't happen to be Cristaile, would it?"|speech|GRADY|M|True
99|MISS SLOVIAK|Why yes. How did you know?|speech|MISS SLOVIAK|F|True
100|GRADY|Lucky guess.|speech|GRADY|M|True
101|CRABTREE|"You didn't actually purchase this car, did
you. Trip??"|speech|CRABTREE|M|True
102|GRADY|It was Jerry Nathan's. He owed me money.|speech|GRADY|M|True
103|CRABTREE|"He owes God money. You know, he queered
himself for good with Esquire."|speech|CRABTREE|M|True
104||"GRADY takes a joint from the ashtray, snaps a Scripto
butane."|stage direction|||
105|GRADY|He said something about being between things.|speech|GRADY|M|True
106|CRABTREE|"Yeah, between a bookie and a pair of broken
legs."|speech|CRABTREE|M|True
107||9	EXT. OFFICE BUILDING - MOMENTS LATER|unknown|||
108||"A YOUNG WOMAN with a crumpled PITTSBURGH STEEIERS
UMBRELLA exits the building and-seeing GRADY parked in
front of a fire hydrant--stops, a puzzled expression on her
face. As she approaches, GRADY roils down the passenger
window."|stage direction|||
109|GRADY|Hi, Tanya.|speech|GRADY|M|True
110||(to the others)|location|||
111|GRADY|This is Tanya. My wife's secretary.|speech|GRADY|M|True
112||"CRABTREE and MISS SLOVIAK smile and nod. Tanya smiles and
nods back, her eyes passing uneasily over Grady's joint."|stage direction|||
113|TANYA|Grady.. ..Emily's not here.|speech|TANYA|F|
114||GRADY just smiles, nods.|stage direction|||
115|TANYA (cont'd)|Is there anything I can do for you?|speech|TANYA|F|
116||"GRADY watches a tiny stream of water trickle through
Tanya's sad umbrella."|stage direction|||
117|GRADY|You're leaking, Tanya.|speech|GRADY|M|True
118||Tanya nods--at a loss-then turns away into the rain.|stage direction|||
119|CRABTREE|Trip? ?|speech|CRABTREE|M|True
120|GRADY|She left me. Crabs.|speech|GRADY|M|True
121|CRABTREE|Left you...?  Who? Emily?|speech|CRABTREE|M|True
122|GRADY|This morning. I found a note in the kitchen.|speech|GRADY|M|True
123|CRABTREE|"But. ..why didn't you say something, Tripp? I
mean, what are we doing here?"|speech|CRABTREE|M|True
124||"GRADY gazes at the glittering scene beyond his
windshield, turns on the ignition."|stage direction|||
125|GRADY|I thought maybe I made it all up.|speech|GRADY|M|True
126||10	EXT. GASKELL HOUSE - EVENING|unknown|||
127||"Through the windows, a rabble of writers, faculty and
select students can be SEEN, mingling under a haze of
cigarette smoke. GRADY brings the Galaxie to a lurching
halt across the street, parks in front of another fire
hydrant. As the trio steps out. MISS SLOVIAK notices a
GREENHOUSE, shimmering quietly in the chill night air."|stage direction|||
128|MISS SLOVIAK|That's a nice greenhouse.|speech|MISS SLOVIAK|F|True
129|GRADY|It's Mrs. Gaskell's. Her hobby.|speech|GRADY|M|True
130|CRABTREE|"I thought you were Mrs. Gaskell's hobby,
Tripp."|speech|CRABTREE|M|True
131|GRADY|Piss off, Crabs. I lost a wife today.|speech|GRADY|M|True
132|CRABTREE|"Oh, I'm sure you'll find another. You always
do."|speech|CRABTREE|M|True
133||11	EXT. FRONT PORCH - GASKELL HOUSE|unknown|||
134||"As the front door swings open, Sara Gaskell appears,
riding a wave of jagged party CHATTER onto the porch."|stage direction|||
135|SARA|"Well, hello, everyone. Terry, good to see you
again."|speech|SARA|F|True
136|CRABTREE|Chancellor. Don't you look ravishing.|speech|CRABTREE|M|True
137|SARA|"Aren't you sweet to say so. I was beginning to
wonder if you were ever going to--oh!"|speech|SARA|F|True
138||"As Sara steps forward, her heel-catches and she pitches
forward ...into Grady's arms."|stage direction|||
139|GRADY|Easy there.|speech|GRADY|M|True
140|SARA|"I'm sorry. It's these goddamned shoes. I don't
know how anyone actually walks in these things."|speech|SARA|F|True
141|MISS SLOVIAK|Practice.|speech|MISS SLOVIAK|F|True
142||"Sara looks at Miss Sloviak, a faint glitter of scientific
curiosity in her eye."|stage direction|||
143|SARA|I don't believe we've met...|speech|SARA|F|True
144|MISS SLOVIAK|Antonia. Antonia Sloviak--|speech|MISS SLOVIAK|F|True
145||"Just then, a THICKLY-MUCSCLED DOG with very strange EYES
skitters around the corner, BARKING SAVAGELY in the general
direction of Grady."|stage direction|||
146|SARA|Poe!|speech|SARA|F|True
147||(mildly)|location|||
148|CRABTREE|This wouldn't be Walter's dog, would it?|speech|CRABTREE|M|True
149||"Poe continues to rage, his paws doing crazy eights on the
hardwood floor, until he's spun himself completely around
and is barking at the living room."|stage direction|||
150|MISS SLOVIAK|Who ' s he barking at now?|speech|MISS SLOVIAK|F|True
151|GRADY|He's still barking at me. He's blind.|speech|GRADY|M|True
152|SARA|Poe' Hush! Now stop this. Honestly.|speech|SARA|F|True
153||As Poe simmers to a deep growl, GRADY leans forward.|stage direction|||
154|GRADY|I need to talk to you.|speech|GRADY|M|True
155|SARA|That's funny. I need to talk to you, too.|speech|SARA|F|True
156||(strategy in her tone)|location|||
157|SARA|"Perhaps you could put some of these coats in
the upstairs guest room, Professor Tripp."|speech|SARA|F|True
158||(reading her)|location|||
159|GRADY|"I don't believe I know where the upstairs
guest room is."|speech|GRADY|M|True
160|SARA|Well then. I'd better show you. Terry--|speech|SARA|F|True
161|CRABTREE|We'll just make ourselves at home.|speech|CRABTREE|M|True
162||(kneeling by Poe)|location|||
163|CRABTREE|Won't we, Poe? Yes, yes....|speech|CRABTREE|M|True
164||12	INT. UPSTAIRS ROOM|unknown|||
165||"GRADY enters a room swimming in BASEBAIL MEMORABILIA.
AUTOGRAPHED BASEBALLS abound, as well as PHOTOGRAPHS of
famous big-leaguers. In one somewhat-dated PHOTO a TRIM MAN
IN HIS FORTIES (a younger Walter Gaskell) stands with
PITTSBURGH PIRATE BILL MAZEROSKI at an old-timers game. As
Sara eases the door shut, GRADY nods to a 1951 YANKEE'S
PENNANT hanging over the mantle."|stage direction|||
166|GRADY|New?|speech|GRADY|M|True
167||(nodding)|location|||
168|SARA|Walter just got it back from the framer today.|speech|SARA|F|True
169||"Sara takes Grady's hand, drawing him away from the
pennant and down onto the coat-covered bed."|stage direction|||
170|SARA|You go first.|speech|SARA|F|True
171|GRADY|All right. This morning--|speech|GRADY|M|True
172|SARA|I'm pregnant.|speech|SARA|F|True
173||"A flash of LAUGHTER flutters from the living  room below.
GRADY starts to speak."|stage direction|||
174|SARA|I'm sure.|speech|SARA|F|True
175|GRADY|Well. This is...surprising. Does Walter... ?|speech|GRADY|M|True
176|SARA|"I think Walter would find this a little more
than surprising."|speech|SARA|F|True
177||GRADY nods, getting her drift, then roils onto his back.|stage direction|||
178|GRADY|Emily left me this morning.|speech|GRADY|M|True
179|SARA|She's left before...|speech|SARA|F|True
180|GRADY|"She's left the room before. She always came
back."|speech|GRADY|M|True
181||Sara nods. Considers this.|stage direction|||
182|SARA|"So. I guess we just divorce our spouses, marry
each other, and have this baby, right? Simple."|speech|SARA|F|True
183|GRADY|Simple.|speech|GRADY|M|True
184||"GRADY and Sara stare at the ceiling. Sara sniffs the coat
lying beneath her. Miss Sloviak's coat."|stage direction|||
185|SARA|Is that Cristaile?|speech|SARA|F|True
186|GRADY|Hm.|speech|GRADY|M|True
187||(weary)|location|||
188|SARA|"My God, I wear the same scent as a
transvestite. She IS a transvestite, isn't:
she?"|speech|SARA|F|True
189|GRADY|"If she's not now, Terry will make sure she is
by the end of the evening."|speech|GRADY|M|True
190|SARA|Has he asked to see the book yet?|speech|SARA|F|True
191|GRADY|Yes.|speech|GRADY|M|True
192|SARA|And? Are you going to tell him?|speech|SARA|F|True
193|GRADY|"No. Maybe. I don't know. I don't know what I'm
going to do."|speech|GRADY|M|True
194||(distantly)|location|||
195|SARA|Neither do 1.|speech|SARA|F|True
196||GRADY starts to pull up, but his arm is underneath Sara.|stage direction|||
197|GRADY|Sara, my arm. I'm stuck, honey.|speech|GRADY|M|True
198|SARA|"I guess you're going to have to chew it off
then."|speech|SARA|F|True
199||13	INT. LIVING ROOM - GASKELL HOUSE|unknown|||
200||"Poe noses blindly through a forest of legs, pauses by
Miss Sloviak's high heels and scores a Rye Krisp. Crabtree,
returning with a pair of DRINKS, tiptoes around him, finds
MISS SLOVIAK chatting with a trim MAN in his 50's."|stage direction|||
201|CRABTREE|Walter! I see you've met my friend.|speech|CRABTREE|M|True
202|WALTER GASKELL|Yes . She' s charming.|speech|WALTER GASKELL|M|
203||(taking her drink)|location|||
204|MISS SLOVIAK|"Walter's been telling me the most fascinating
things about Marilyn Monroe and. ..who was it?"|speech|MISS SLOVIAK|F|True
205|WALTER GASKELL|"Joe DiMaggio. Simply put, Antonia, it' s my
contention that their marriage tapped into the
very id of American popular culture. Joe
DiMaggio represented, metaphorically speaking,
the Husband as Slugger.. And, though it may be
controversial, I personally believe every
woman, in some way, desires to be Marilyn
Monroe."|speech|WALTER GASKELL|M|
206|MISS SLOVIAK|Oh, I couldn't agree more.|speech|MISS SLOVIAK|F|True
207||"NEW ANGLE
GRADY works his way through the crowd, spies Walter, and
changes course. Directly ahead is an oddly commanding MAN
(""Q""). From the behavior of the people in his vicinity it's
clear he is someone of interest. Presently, he is putting
the make on Hannah Green."|stage direction|||
208|Q|"And while my latest has been on the New York
Times bestseller list for 40 weeks, I can't
help but lament that my first book, which
contains what I consider my finest writing, was
remaindered in less than five. So, I find
myself conflicted."|speech|Q|M|True
209|GRADY|"Ask him if he's conflicted about his house in
the Hamptons."|speech|GRADY|M|True
210||(brightening)|location|||
