|character|text|type|character_clean|gender|principal_character
0||"Scream 3 - early draft
EHREN KRUGER
2nd DRAFT - REVISED
MAY 2, 1999
FADE IN:
A big dramatic crescendo as we --"|stage direction|||
1||OPEN ON:|unknown|||
2||EXT.  HOLLYWOOD FREEWAY - SUNSET - AERIAL|location|||
3||"Friday night traffic as usual. Things appear to be backed up all the way to
the valley. A cacophony of car horns rise up on the soundtrack as we slowly
DISSOLVE INTO:"|stage direction|||
4||INT.  FORD EXPLORER - NIGHT|location|||
5||"A new 99' Explorer sits in the midst of the gridlock. Behind the wheel is hot
teen heartthrob and Hollywood everybody BEN DAMON. Ben is handsome, studly, in
his early 20s. However, aside from being just another pretty face in the city
of angels he's also a cocky, arrogant prick. Ben's in the middle of a heated
argument on his cell with his Agent, Cathy."|stage direction|||
6||BEN|location|||
7|(into cell)|"God dammit Cathy I have no time for this crap!
I'm supposed to be at the premiere of STAB 2 right
Now, arm and arm with my girlfriend cause she's got
a bit part in that over advertised piece of shit and
I'm just going to humor her. You mena to tell me that
in all your squandering the best you can do for me is
A bit role in STAB 3: RETURN TO WOODSBORO?! Come on!
It's just another cheap slasher flick! How dare you
offer me such a role! I've done Shakespeare! I've
worked with directors like DePalma and Scorcesse and
you offer me this crap?! It's insulting. I should
fire you and go to ICM."|speech|||
8||(off phone)|unknown|||
9|CATHY(O.S.)|"Ben, I will not sit around and listen to you bad
mouth me! Without me you would've never gotten as
famous as you are today. The least you can do is
show me a little god damn respect."|speech|CATHY|F|
10||(into phone)|unknown|||
11|BEN|"You want Respect, Cathy? Here's your respect.
FUCK YOU! You're fired."|speech|BEN|M|True
12||(Ben hangs up)|unknown|||
13|BEN|Unfucking believable.|speech|BEN|M|True
14||"Ben socks the steering wheel out of frustration. The horn blares
uncomfortably."|stage direction|||
15|BEN|"Stab 3: Return To Woodsboro.
Pah. What's next, Friday The 13TH PART 15:
JASON DOES BROADWAY?"|speech|BEN|M|True
16||Ben's phone rings. He answers it.|stage direction|||
17||(into phone)|unknown|||
18|BEN|What's up, B.D. with the B.D.|speech|BEN|M|True
19||(off phone)|unknown|||
20|WOMAN'S VOICE|Hardly as large as I'd like it to be.|speech|WOMAN'S VOICE|?|
21|BEN|Christine?|speech|BEN|M|True
22|CHRISTINE(O.S.)|"No, Jennifer Love Hewitt.
Of course it's me, silly.
And I feel like an ass standing
in this theater lobby all by myself.
Where are you babe, the movie starts
in twenty minutes."|speech|CHRISTINE|F|
