|character|text|type|character_clean|gender|principal_character
0||"SIGNS
by
M. Night Shyamalan"|unknown|||
1||FADE IN:|stage direction|||
2||INT.  WINDOW - MORNING|location|||
3||"We are looking out a second story window of a house.  The
backyard is large and green with a wooden jungle gym, worn
from use.  A single tree throws shade onto a barbecue and a
picnic table.
The backyard is lined by crops.  Corn.  Golden and brown.
Six feet high.
Everything is perfect.  Like a postcard.  And then we HEAR A
CHILD SCREAM.  IT'S FAR AWAY.  WE DON'T KNOW WHERE IT'S
COMING FROM."|stage direction|||
4||CUT TO:|unknown|||
5||INT.  BEDROOM - MORNING|location|||
6||"GRAHAM HESS wakes up from his sleep.  He thought he heard
something.  He listens.  HE HEARS THE HEATER.  THE
REFRIGERATOR DOWNSTAIRS HUMMING.  THE OCCASIONAL BIRDS
OUTSIDE CHIRPING.
Graham climbs out of bed.  He moves in his pajama pants and
white Barron's minor league baseball T-shirt towards the
bedroom door."|stage direction|||
7||CUT TO:|unknown|||
8||INT.  HALL LANDING - MORNING|location|||
9||"Graham stands in the hall landing where three bedroom doors
meet.  He moves to the door that has children's drawings
taped to it.  He puts his ear close.  Listens.  Beat.
He relaxes.  Graham leans down and picks up two balled up
sweat socks and a child's sweater from the hallway floor.  He
puts it in the hallway hamper before heading back into his
bedroom."|stage direction|||
10||CUT TO:|unknown|||
11||INT.  BATHROOM - MORNING|location|||
12||"A bathroom door is open.  WE HEAR THE SINK RUNNING.  WE HEAR
THE SOUNDS OF TEETH BEING BRUSHED.
Outside the bathroom on the bedroom wall is the sun faded
outline of where a large CATHOLIC CROSS used to hang.  It's
ghostly stained forever on the blank wall.
A CHILD SCREAMS FROM FAR AWAY.
The water from the sink stops.  Graham steps into the
doorway.  Toothbrush and foam in his mouth.  He becomes very
still."|stage direction|||
13||CUT TO:|unknown|||
14||INT.  CHILDREN'S BEDROOM - MORNING|location|||
15||"The bedroom door bursts open.  Graham steps into his
children's room.  There are children's books everywhere.
Overflowing off shelves.  Piled in corners.
Graham's eyes move to the small messy beds.  They're both
empty."|stage direction|||
16||CUT TO:|unknown|||
17||INT.  GARAGE BEDROOM - MORNING|location|||
18||"WE HEAR THE VOICES OF TWO CHILDREN NOW.  THEIR SCREAMS FLOAT
INTO A DARKENED BEDROOM OVER THE GARAGE.
MERRILL HESS throws the bed sheets off himself as he swings
onto his feet in one quick motion.  He is hyper-awake.
Merrill is in his late twenties.  He is well build.  His
muscles are tense as he stands in his red bikini briefs and
looks around bewildered."|stage direction|||
19||CUT TO:|unknown|||
20||EXT.  BACKYARD - MORNING|location|||
21||"Graham bangs open the back screen door and runs into the
backyard.  He spins as he looks around.
Merrill, now with a T-shirt and jeans, rumbles down the side
stairs adjacent to the garage building.
Merrill and Graham make eye contact as they approach each
other across the yard."|stage direction|||
22|MERRILL|Where are they?|speech|MERRILL|M|True
23||Graham looks around -- panic growing in his eyes.|stage direction|||
24||(yelling in the distance)|location|||
25|CHILDREN|Daaaad!|speech|CHILDREN|M|
26||"Graham and Merrill in unison turn in the direction of the
YELLING.  They look away from the house, across the yard and
into THE THICK WALL OF CROPS."|stage direction|||
27||CUT TO:|unknown|||
28||EXT.  CROPS - MORNING|location|||
29||"The tall stalks of corn smack Graham and Merrill's faces as
they run through the crops.
A LITTLE GIRL appears in the crops thirty feet ahead of them
like an apparition.  She is in her nightgown.  She is four.
They reach her fast.  She stands unaware of them in a daze.
Her hair is messed from sleep."|stage direction|||
30|GRAHAM|Bo where's Morgan?|speech|GRAHAM|M|True
31||BO stands peacefully lost in her thoughts.  Beat.|stage direction|||
32|GRAHAM|Bo?|speech|GRAHAM|M|True
33||Bo finally looks at her father.  Beat.  She smiles softly.|stage direction|||
34|BO|Are you in my dreams too?|speech|BO|M|True
35||Beat.|stage direction|||
36|GRAHAM|This isn't a --|speech|GRAHAM|M|True
37|BOY (O.S.)|Dad!|speech|BOY|M|
38||"Graham looks in the direction of THE BOY'S VOICE.  He's
close.  Graham picks up Bo and rushes through the crops.
He finds MORGAN standing with his hands in the pockets of his
pajama bottoms.  DOGS ARE BARKING NEARBY."|stage direction|||
39|GRAHAM|Morgan what's happening?|speech|GRAHAM|M|True
40||"Graham puts Bo on the ground and moves right in front of
Morgan.  The ten-year old boy looks deep in thought.
Graham takes hold of Morgan's chin and turns his face so he's
looking straight at him."|stage direction|||
41|GRAHAM|Are... you... hurt?|speech|GRAHAM|M|True
42||Beat.  Morgan's eyes reveal he's come to some answer.|stage direction|||
43|MORGAN|I think God did it.|speech|MORGAN|M|True
44||Beat.  THE DOGS KEEP BARKING.|stage direction|||
45|GRAHAM|Did what Morgan?|speech|GRAHAM|M|True
46||"Morgan takes hold of his father's unshaven chin and turns his
face.  Graham is forced to look to his right.  Beat.  Graham
sees something.
Graham Hess slowly rises to his feet.  He starts moving
forward towards something.
He walks through a thin layer of crops and emerges in a
clearing.  Two German Shepherds are running back and forth.
They are clearly agitated.
Graham looks around at the THOUSANDS OF CORN STALKS LYING
FLAT ON THE GROUND.  THEY LAY IN A GIGANTIC CIRCLE, A HUNDRED
FEET WIDE.
Graham Hess looks around in a daze as he walks out into the
center.  Merrill, Bo and Morgan follow him.
The dogs keep running and barking as WE PULL BACK AND REVEAL
THE FOUR MEMBERS OF THE HESS FAMILY STANDING IN THE MIDDLE OF
THIS PERFECT, GIGANTIC CIRCLE.
WE KEEP PULLING BACK TO EXPOSE THIS EERIE DESIGN -- FIVE
HUNDRED FEET WIDE -- SITTING IN THE MIDDLE OF AN ENDLESS,
UNTOUCHED CORN FIELD.
LEGEND:"|stage direction|||
47||"""BUCKS COUNTY PENNSYLVANIA...
THIRTY MILES OUTSIDE PHILADELPHIA""
CUT TO:"|unknown|||
48||EXT.  BACKYARD - LUNCHTIME|location|||
49||"Graham holds his hand over the barbecue to see if it's at the
right temperature.  The other hand holds a cordless phone to
his ear."|stage direction|||
50||(into phone)|location|||
51|GRAHAM|"... Lee actually the reason I'm
calling is about Lionel."|speech|GRAHAM|M|True
52||Graham stokes the coals with a LONG BARBECUE FORK.|stage direction|||
53||(into phone)|location|||
