|character|text|type|character_clean|gender
0||"unbreakable
october.eighth.ninety-nine
written by
m.night.shyamalan"|unknown||
1||INT. CLOTHING STORE - AFTERNOON|location||
2||"Women's casual wear department. J.C. Penny.
Legend ""1961""
An African-American man carrying two J.C. Penny shopping bags is ushered past the
department store managers and security guards on walkies that have gathered at
the entrance to the woman's dressing rooms."|stage direction||
3||CUT TO:|unknown||
4||INT. DRESSING ROOM - AFTERNOON|location||
5||"A bed has been formed by a chair and three benches.
A STRIKING AFRICAN-AMERICAN WOMAN in her twenties lays across it. Her face and
clothes are covered in sweat. Her skirt is stained.
She holds something wrapped in a soft sweatshirt on her chest. We can't see it,
but WE HEAR THE BABY CRYING.
She's just given birth.
There are three frazzled saleswomen in the dressing room with her. They watch her
with quiet smiles.
A fourth SALESWOMAN arrives ushering in the man with the shopping bags."|stage direction||
6|SALESWOMAN|"This is Mr. Mathison. He's
a doctor."|speech|SALESWOMAN|M
7||DR. MATHISON looks over the scene and then directly at the striking woman.|stage direction||
8|DR. MATHISON|You okay?|speech|DR. MATHISON|F
9||"The woman nods, ""Yes."" Sweat trickles down her face. THE BABY'S PIERCING CRIES
ECHO IN THE SMALL ROOM."|stage direction||
10|SALESWOMAN|An ambulance is on the way.|speech|SALESWOMAN|M
11||"Dr. Mathison puts down his shopping bags and moves to her. He kneels down and
gestures for the bundle of sweatshirts in her arms."|stage direction||
12|DR. MATHISON|Is there a name yet?|speech|DR. MATHISON|F
13||Beat. The woman smiles for the first time.|stage direction||
14|WOMAN|Elijah.|speech|WOMAN|F
15||"She hands him the wrapped child. We can't see the baby, but THE PIERCING CRIES
SEEM TO GET LOUDER."|stage direction||
16|WOMAN|"Is he supposed to be crying
like that?"|speech|WOMAN|F
17||"The doctor lowers the baby to his lap and unwraps him.
The woman can't see her baby anymore. She watches Dr. Mathison as he looks down
and examines her child. Beat. Dr. Mathison doesn't look up for the longest time."|stage direction||
18|WOMAN|Can I have him back?|speech|WOMAN|F
19||"THE BABY'S CRYING IS RELENTLESS. UNNERVING. Beat.
The doctor finally glances up. He looks shaken. He makes eye contact with the
woman for only a second. It's enough. A chill goes through her body.
He looks to the three saleswomen who were in the room."|stage direction||
20|DR. MATHISON|"What happened during the
delivery?"|speech|DR. MATHISON|F
21||His hard stare unsettles the women. The OLDER SALESWOMAN speaks up.|stage direction||
22|OLDER SALESWOMAN|"Nothing. It was very quick.
The baby just wanted to come
right out. There was no
problems."|speech|OLDER SALESWOMAN|?
23|DR. MATHISON|Did you drop him?|speech|DR. MATHISON|F
24||"Everyone becomes very still. The mother looks like she stopped breathing. THE
BABY'S SCREAMING ENGULFS THE ROOM."|stage direction||
25|DR. MATHISON|Did you drop this baby?|speech|DR. MATHISON|F
26||Beat.|stage direction||
27|OLDER SALESWOMAN|Jesus Christ, no.|speech|OLDER SALESWOMAN|?
28||"The BABY SCREAMS.
The doctor whispers something to himself, we can't hear. He looks up to the
saleswoman who brought him in."|stage direction||
29|DR. MATHISON|"Please inform the ambulance
we have a situation..."|speech|DR. MATHISON|F
30||Dr. Mathison turns back to the mother. Beat.|stage direction||
31|DR. MATHISON|"I've never seen this... It
appears your infant
sustained some fractures
while in your uterus."|speech|DR. MATHISON|F
32||(beat)|location||
33|DR. MATHISON|"His arms and legs are
broken."|speech|DR. MATHISON|F
34||FADE TO BLACK:|unknown||
35||EXT. TRAIN STATION NEW JERSEY - DAY|location||
36||"LEGEND ""PRESENT DAY""
A fountain of humanity bubbles up from the escalators to the train platform.
Businessmen take their last desperate drags of their cigarettes... Women
traveling with children herd their luggage and offspring into tight shapes as
they move... College students with backpacks look around dazed at the various
track numbers."|stage direction||
37|ANNOUNCER(o.s.)|"Last call track three,
Amtrak Clocker making it's
final stop at Philadelphia's
thirtieth street station.
First two passenger cars
only. First two cars only."|speech|ANNOUNCER|?
38||"A face inside the train watches the stream of passengers emerging from the
escalators. DAVID DUNNE, a man in his early forties, rest his temple against the
glass and quietly observes the movement outside.
The train starts to pull out."|stage direction||
39||CUT TO:|unknown||
40||INT. PASSENGER CAR - DAY|location||
41||"David sits with his coat on his lap. He's wearing a tie. He doesn't look very
comfortable in it.
He feels a stare. He looks up to find a girl, six or seven years old, peering at
him from over the seat in front of him. She just gazes at him blankly.
He gives her a small forced smile. She doesn't react. David returns his head to
the window.
His eyes begin to shut with the lulling movement of the train."|stage direction||
42|WOMAN(o.s.)|You alone?|speech|WOMAN|F
