|character|text|type|character_clean|gender
0||"ERIN BROCKOVICH
A True Story
by
Susannah Grant
February 1, 1998"|unknown||
1||EXT. SOUTHERN CALIFORNIA SUBURB, MAIN DRAG - DAY|location||
2||"Palms sway ... the sun washes everything in yellow ... cars
motor down either side of the landscaped median ... the calls
of mockingbirds mingle with the BLIP BLIP of car alarms.
ON THE SIDEWALK, a SKATEBOARD CA-LUNKS down the sidewalk,
past the foot traffic of Southern Californians: flip-flops,
Doc Marten's, Rollerblades, Nikes ... then, in the middle of
this pedestrian normalcy, a pair of IMPOSSIBLY HIGH SPIKE-
HEELED PUMPS struts out of a shop.  So high it hurts to look
at them.  As the shoes leave frame, we TILT UP and see
they're leaving a 99-cent store.
As the Pumps turn and head up the street, we see they are
connected to a pair of IMPOSSIBLY LONG, SHAPELY LEGS.
Eveready legs -- they just keep going and going.
They saunter past two BUSINESSMEN on a lunch break.  The men
pause and glance as men tend to when they see a beautiful
woman.  In fact, everyone this woman passes lets their eyes
rest on her a microsecond longer than usual.
- Two SKATEBOARDERS note the STRETCHY MICRO-MINI skimming the
tops of her thighs.
- A MAILMAN spots the BIG, DARK SUNGLASSES tucked into a
MOUNTAIN OF BIG, BLOND HAIR.
- A PRE-TEEN GIRL glimpses the PLUNGING NECKLINE of the
TIGHT, BRIGHT RED MIDRIFF-BARING BUSTIER.
It isn't until she rounds the corner at the end of the block
that we see her entire figure and appreciate why everyone is
so goggle-eyed.  Eye-catching is an understatement.  All
those folks who say Barbie's proportions are unrealistic have
obviously never met ERIN BROCKOVICH."|stage direction||
3||EXT. AROUND THE CORNER - DAY|location||
4||"A side street.  No pedestrians, just parked cars.  A PARKING
TICKET flaps under the wiper of an old Hyundai."|stage direction||
5|ERIN|Fuck.|speech|ERIN|F
6||"Even when she talks dirty, there's a heartland goodness to
her voice.  Like Kansas corn fields swaying in the breeze.
As she grabs the ticket from the windshield, her sunglasses
accidentally CLATTER to the ground."|stage direction||
7|ERIN|Shit.|speech|ERIN|F
8||When she picks them up, a fingernail snags on the pavement.|stage direction||
9|ERIN|God|speech|ERIN|F
