|character|text|type|character_clean|gender
0||"HOTEL RWANDA
Written by
Keir Pearson & Terry George"|unknown||
1||"FADE IN:
SCREEN TYPE:    THIS IS A TRUE STORY"|stage direction||
2||EXT. KIGALI AIRPORT. DAY|location||
3||A burning white sun high in a clear blue sky,|stage direction||
4||PAN DOWN TO:|unknown||
5||"A rundown (sixties) airport, peeling in the heat.
A mad traffic jam of cars, vans, motorbikes all stopped at a checkpoint
where a RWANDAN POLICEMAN blows his whistle, waves some and stops
others as bored Rwandan soldiers look on.
CLOSE ON: A white van pulls out of traffic, a balls-out case of line
jumping. HORNS, OBSCENITIES.
A HAND: Extends from the passenger side of the van, Rwandan francs
pressed neatly between thumb and palm.
The van stops next to the policeman."|stage direction||
6||POLICEMAN|unknown||
7||"Mr. Rusesabagina, good morning.
In the passenger seat PAUL RUSESABAGINA, late 30's, flashes a smile. He
is dressed in a sharp blue suit (always dressed in a neat suit and tie,
it is a matter of pride).
A quick shake of hands. Money passes from one to the other."|stage direction||
8||EXT. KIGALI AIRPORT TARMAC. DAY|location||
9||"The van parked by the runway tarmac. African music plays on the radio.
Paul drums his fingers, checks his watch.
ZOZO, porter/driver, early thirties, sits nervously.
An airport baggage handler approaches the van."|stage direction||
10||HANDLER|unknown||
11||Sir, the flight is delayed one more hour.|location||
12||PAUL|unknown||
13||Thank you.|location||
14||(to Zozo)|unknown||
15||He can get the beer.|location||
16||2.|unknown||
17||(suddenly worried)|unknown||
18|ZOZO|Rutaganda's place?|speech|ZOZO|M
19|PAUL|What's wrong?|speech|PAUL|M
20|ZOZO|"Beg your pardon sir, you are Hutu. You
are safe there."|speech|ZOZO|M
21|PAUL|You are with me, Zozo, don't worry.|speech|PAUL|M
22||Zozo throws the van into gear and speeds off.|stage direction||
23||EXT. KIGALI STREETS. DAY|location||
24||"The white van, marked ""THE HOTEL MILLE COLLINES,"" whips its way through
Kigali's packed streets and open-air markets.
ZXT. KIGALI STREETS. DAY
Zozo works THE HORN, weaves in and out of traffic."|stage direction||
25|ZOZO|What is it like to fly on a plane, sir?|speech|ZOZO|M
26|PAUL|"It depends where you sit Zozo. In coach
it is like the bus to Giterama."|speech|PAUL|M
27|ZOZO|That is why they call it coach?|speech|ZOZO|M
28|PAUL|"Maybe. But in business class there are
fine wines, linens, Belgian chocolates."|speech|PAUL|M
29||(impressed)|unknown||
30|ZOZO|You have taken business class?|speech|ZOZO|M
31||PAUL|unknown||
32|ZOZO|Many times.|speech|ZOZO|M
33||"Suddenly, Zozo slows.
Paul looks up, SEES: a gathering on the side of the road -- a large
crowd of men dressed in exotically, yet identically colored shirts.
They're members of the INTERAHAMWE - the Hutu Militia."|stage direction||
34||3.|unknown||
35||"(Interahamwe - the Hutu Militia will de distinguished by these wildly
colored shirts) They chant, drink beer, dance onto the road,
obstructing cars, threatening the occupants. Several of them perform a
rhythmic dance - the INTERAHAMWE war dance to thumping drumbeat music
from a boombox."|stage direction||
36||PAUL (CONT'D)|unknown||
37|ZOZO|Turn off.|speech|ZOZO|M
38||Zozo, scared, looks for a side road, studies the traffic behind.|stage direction||
39|ZOZO|There is nowhere to turn, sir.|speech|ZOZO|M
40||As the van approaches,|stage direction||
41||PAUL|unknown||
42|ZOZO|Slow down.|speech|ZOZO|M
43||The van pulls up beside the Militia.|stage direction||
44|PAUL (CONT'D)|"Boys, do you know the way to Mr.
Rutagunda's warehouse?"|speech|PAUL|M
45||Some Militia approach. They are suddenly friendly, helpful.|stage direction||
46|MILITIA MAN #1|It is one more mile on this road.|speech|MILITIA MAN #1|?
47||Paul reaches into his pocket, takes out some Rwandan dollars.|stage direction||
48|PAUL|"This is thirsty work, let me treat you to
some beers."|speech|PAUL|M
49||As the van pulls away Zozo looks to Paul, relieved.|stage direction||
50||INT. RUTAGANDA'S WAREHOUSE. DAY|location||
51||"At his desk in front of a fan. GEORGE RUTAGUNDA, late 30's, huge, gold
chains, Rolex watch, (like an African Mafia boss) but the same
Interahamwe shirt. He squeezes an orange rind into a cup of espresso.
Behind him, through his office window, the white van is being loaded
with cases of beer.
George holds out his massive shirt."|stage direction||
52|GEORGE|You will join us at the rally today?|speech|GEORGE|M
53||Paul sits opposite, sipping coffee.|stage direction||
54||4.|unknown||
55|PAUL|"I will try my best George but these days
I have no time for rallies or politics."|speech|PAUL|M
56|GEORGE|Politics is power, Paul. And money.|speech|GEORGE|M
57||Paul studies his watch.|stage direction||
58|PAUL|"Time is money, George. We need extra beer
today."|speech|PAUL|M
59|GEORGE|Business is good at the hotel?|speech|GEORGE|M
60||PAUL|unknown||
61|GEORGE|Very good.|speech|GEORGE|M
62|GEORGE|I am always glad to see you Paul.|speech|GEORGE|M
63||"George leads Paul out into the warehouse.
As a forklift lifts A WOODEN CRATE, George angers."|stage direction||
64|GEORGE (CONT'D)|Hell man, that is not beer, put it back!|speech|GEORGE|M
65|DRIVER|But, sir, the Carlsberg is behind...|speech|DRIVER|?
66|GEORGE|Forget the Carlsberg, give him Grolsch.|speech|GEORGE|M
67||(to Paul)|unknown||
68|GEORGE|I won't charge extra.|speech|GEORGE|M
69||PAUL|unknown||
70|GEORGE|Thank you.|speech|GEORGE|M
71||"The driver of the forklift, anxiously, spins the machine to return the
crate but it slides off and CRASHES onto the floor: MACHETES, hundreds
of them, spill out.
An awkward moment then George picks one of the crude blades."|stage direction||
72|GEORGE|"A bargain buy, from China. Ten cents
each, I'll get a dollar."|speech|GEORGE|M
73||PAUL|unknown||
74|GEORGE|At least.|speech|GEORGE|M
75||Off Zozo terrified.|stage direction||
76||5.|unknown||
77||EXT. KIGALI AIRPORT TARMAC. DAY|location||
78||"A Sabena airliner lands. Passengers disembark via a roll-up staircase.
Paul's van pulls up by the luggage belt.
A large polystyrene box comes down the conveyor belt. It has Brussels -
Kigali destination stickers all over it.
As Zozo picks it up, water sloshes from the lid."|stage direction||
79|PAUL|The ice has melted!|speech|PAUL|M
80||Zozo goes to open it.|stage direction||
81|PAUL (CONT'D)|Don't. Let's go.|speech|PAUL|M
82||Paul slips money to two customs officials.|stage direction||
83||EXT. KIGALI STREETS. DAY|location||
84||"The van speeds through traffic. More traffic jams, Zozo edges up on the
sidewalk. Then at an intersection they see.
THE INTERAHAMWE PARADE - a mass of young men and women, most in the
same colorful uniform. Line after line, waves all performing the
INTERAHAMWE war dance, in wild hypnotic sync, many wave sticks, spears,
wooden imitation guns. A large banner reads, ""Hutu Power.""
A flatbed truck, speakers blare drumbeat music. On it GEORGE RUTAGUNDA
dances the DANCE and waves a machete to the crowd.
Zozo sinks down behind the wheel."|stage direction||
85|PAUL|"Sit up, smile, Zozo, don't attract
attention to yourself."|speech|PAUL|M
86|ZOZO|"Boss, some of those men are my neighbors,
they know I'm Tutsi."|speech|ZOZO|M
87||"The parade passes. As they wait Paul takes out the wad of notes George
gave him, peels off a few dollars."|stage direction||
88|"P
PAUL"|Here, Zozo, for your trouble.|speech|PPAUL|?
89||Zozo takes it.|stage direction||
90||6.|unknown||
91||EXT. HOTEL ENTRANCE. DAY|location||
92||"The van turns off the street into The Milles Collines Hotel driveway
and HONKS twice as it pulls down a short drive lined with tall shrubs.
An ARMED GUARD rushes from his booth and lifts the gate. Perfectly
timed. The van doesn't even have to slow as it passes. A sign on the
guard house reads ""WELCOME TO THE HOTEL MILLE COLLINES""."|stage direction||
93||EXT. HOTEL FORECOURT. DAY|location||
94||"Lush tropical gardens, peacocks wander the well-manicured lawns,an
exotic African paradise. The van heads to a magnificent colonial
building."|stage direction||
95|PAUL (V.O.)|Pull up at the front door.|speech|PAUL|M
96||"A valet opens the front door of the hotel and looks shocked. It's
unheard of for a service van to stop out front."|stage direction||
97||(urgent, to the valet)|unknown||
98|PAUL (CONT'D)|Help Zozo.|speech|PAUL|M
99||INT. HOTEL LOBBY. DAY|location||
100||"Paul leads Zozo and the valet into a magnificent lobby, a tasteful
blend of Africa and Europe. Guests stare as water sloshes and spills
from the crate.
GREGOIRE, early thirties the receptionist behind the desk throws a look
of disapproval. Paul, imperial, snaps his finger toward him."|stage direction||
101||(re: spilled water)|unknown||
102|PAUL|Gregoire. Take care of this.|speech|PAUL|M
103||Gregoire engages a guest in chit-chat, ignores Paul.|stage direction||
104||PAUL (CONT'D)|unknown||
105|PAUL|Gregoire!   See to this right away.|speech|PAUL|M
