|character|text|type|character_clean|gender
0||"SLUMDOG MILLIONAIRE
Written by
Simon Beaufoy
November 4th, 2007
© SLUMDOG FILMS LIMITED
39 LONG ACRE
LONDON WC2E 9LG
1   INT. JAVED'S SAFE-HOUSE. BATHROOM. NIGHT.                 1
An expensive bathroom suite. Excess of marble and gold
taps. Into the bath, a hand is scattering rupee notes.
Hundreds and hundreds of notes, worth hundreds of
thousands of rupees. The sound of a fist thumping on
the bathroom door, furious shouting from the other
side.
JAVED O/S
Salim! Salim!
2   INT. STUDIO. BACKSTAGE. DAY.                              2
Darkness. Then, glimpses of faces. In the half-light,
shadowy figures move with purpose. An implacable voice
announces.
TALKBACK V/O
Ten to white-out, nine, eight,
seven...
PREM
Are you ready?
Silence. A hand shakes a shoulder a little too roughly.
PREM (CONT'D)
I said are you ready?
JAMAL
Yes.
3   INT. JAVED'S SAFE-HOUSE. BATHROOM. NIGHT.                 3
The thumping at the door continues. The sound of
mumbled Indian prayer. Dull gleam of a pistol. A hand
cracks the chamber open. Loads a single bullet into the
chamber, snaps the chamber shut.
TALKBACK V/O
...three, two, one, zero. Cue
Prem, cue applause...
Suddenly, the door splinters as it is smashed through.
A burst of gun-fire and white light as suddenly...
4   INT. STUDIO. NIGHT.                                       4
...we are back in the studio, the gun-fire morphing
into rapturous applause.
(CONTINUED)
2.
4   CONTINUED:                                                       4
TALKBACK V/O
Go, Prem.
A wall of light and noise as the two walk on stage.
Cheering, music, banks of searing studio lights. On
stage, Jamal, an eighteen year-old Indian boy-man
stares, petrified. He would surely turn and run but for
the iron grip on his shoulder of the smiling host, Prem
Kumar.
PREM
Welcome to Who Wants To Be A
Millionaire!
More applause.
PREM (CONT'D)
Please give a warm welcome to
our first contestant of the
night- a local from our very own
Mumbai!
Under cover of the wild applause, Prem ushers Jamal
towards the guest's chair, leaning in and hissing.
PREM (CONT'D)
Smile, dammit.
The lights seem to bore into him but Jamal manages a
tentative smile. Out of nowhere, a hand slaps him
ferociously across the face. Then again and again.
Blood trickles from his mouth.
5   INT. POLICE INTERVIEW ROOM. NIGHT.                               5
The studio lights have seamlessly transformed into the
harsh bulb of an interrogation light. Jamal is strung
from the ceiling by his arms.
CONSTABLE SRINIVAS
Your name, bhen chod.
Constable Srinivas's hand pulls back Jamal's head by
the hair, forcing him to stare directly into the
lights.
CONSTABLE SRINIVAS (CONT'D)
Your name!
JAMAL
Jamal Malik.
And seamlessly we are back....
3.
6   INT. STUDIO. NIGHT.                                         6
...on the set of Who Wants to be a Millionaire. Prem
leans back in his chair, a man at home in his
surroundings. Jamal sits opposite, frozen.
PREM
So, Jamal, tell us a bit about
yourself.
Close on Jamal's face. Without warning, it is shoved
under water.
7   INT. BUCKET. NIGHT.                                         7
We look up from the bottom of the bucket at the
screaming face of a drowning man. His head shakes
desperately, pointlessly. Then Jamal's face is dragged
up again, roaring for breath. Close on his eyes.
JAMAL V/O
I work in a call centre. In
Juhu.
8   INT. STUDIO. NIGHT.                                         8
PREM
A Phone-basher! And what type of
call centre would this be?
JAMAL
XL 5. Mobile phones.
PREM
Aha! So, you're the man who
rings me up every single day of
my life with Special Offers,
huh?
JAMAL
No, actually, I'm an assistant.
PREM
An Assistant Phone-basher?
A raised eye-brow at the audience. Amusement ruffles
through them.
PREM (CONT'D)
And what does an Assistant Phone-
basher do, exactly?
JAMAL
I- I get tea for people and-
(CONTINUED)
4.
8    CONTINUED:                                                8"|unknown||
1|PREM|"- a chi-wallah! Why didn't you
say?"|speech|PREM|M
2||Laughter in the audience.|stage direction||
3|PREM (CONT'D)|"So, ladies and gentlemen, Jamal
Malik from Mumbai, let's play
Who Wants To Be A
Millionaire...!"|speech|PREM|M
4||"9    OMITTED                                                   9
10   INT. POLICE INTERVIEW ROOM. DAY.                          10"|unknown||
5||"Jamal's body dangles motionless from the ceiling. His
head is bowed and he is moaning to himself. The ceiling
fan thumps round slowly. In the corner, Constable
Srinivas mops his brow and lights a cigarette. Hot
work. The door opens and the Inspector of Police walks
in. A rumpled man in his late forties who has seen
pretty much everything. He eyes Jamal, surprised."|stage direction||
6|INSPECTOR|Has he confessed, yet?|speech|INSPECTOR|M
7|CONSTABLE SRINIVAS|"Apart from his name, I can't get
a word out of the runt."|speech|CONSTABLE SRINIVAS|M
8|INSPECTOR|"You've been here all bloody
night, Srinivas. What have you
been doing?"|speech|INSPECTOR|M
9||Srinivas shrugs.|stage direction||
10|CONSTABLE SRINIVAS|Tough guy.|speech|CONSTABLE SRINIVAS|M
11|INSPECTOR|"A little electricity will loosen
his tongue."|speech|INSPECTOR|M
12||"Constable Srinivas brings a box and a tangle of wires
out of a cupboard and proceeds to put crocodile clips
on Jamal's fingers. The Inspector stares, deep in
thought. Sweat trickles down his face. He wipes it away
with a handkerchief, seems to be talking to himself."|stage direction||
13|INSPECTOR (CONT'D)|"Every night I get home, ""why
can't we have a/c like Bajan
Chacha?"|speech|INSPECTOR|M
14||"(CONTINUED)
5.
10   CONTINUED:                                                 10"|unknown||
15|INSPECTOR (CONT'D)|"Why don't you care about your
poor family, dying in this
heat."" Twenty-four years a
policeman and I can't afford
bloody a/c."|speech|INSPECTOR|M
16||Turns on Jamal.|stage direction||
17|INSPECTOR (CONT'D)|"But you. You've got ten million
rupees ek dum guaranteed, yaar?
And who knows how much further?
Fancy the twenty million, do
you?"|speech|INSPECTOR|M
18||Jamal just stares.|stage direction||
19|INSPECTOR (CONT'D)|I think you probably do.|speech|INSPECTOR|M
20||"The Inspector nods absently to Constable Srinivas who
turns a handle. Jamal's body pulsates and jerks. He
screams. His body goes limp again. The Inspector goes
over to Jamal."|stage direction||
21|INSPECTOR (CONT'D)|"So. Were you wired up? A mobile
or a pager, correct? Some little
hidden gadget? No? A coughing
accomplice in the audience?
Microchip under the skin, huh?"|speech|INSPECTOR|M
22||"Constable Srinivas hadn't thought of that. Grabs
Jamal's arms and starts squeezing them all over until
the Inspector has had enough."|stage direction||
23|INSPECTOR (CONT'D)|"Srinivas! Look, it's hot, my
wife is giving me hell, I've got
a desk full of murderers,
rapists, extortionists, assorted
bum-bandits...and you. Why don't
you save us both a lot of time?
Hmm?"|speech|INSPECTOR|M
24||"Jamal doesn't answer. The Inspector sighs and sits
down. Looks at his watch, nods at Constable Srinivas
again. Jamal's body jerks with electric current. When
the shudders and screams have subsided, the Inspector
goes over to Jamal's collapsed form. Clicks his fingers
in front of Jamal's face to check for a response."|stage direction||
25|INSPECTOR OF POLICE|"He's unconscious, chutiya. What
good is that? How many times
have I told you-?"|speech|INSPECTOR OF POLICE|M
26|CONSTABLE SRINIVAS|Sorry, Sir.|speech|CONSTABLE SRINIVAS|M
27||"(CONTINUED)
6.
10   CONTINUED: (2)                                             10"|unknown||
28||"An excited Young Police Constable sticks his head
around the door."|stage direction||
29||"YOUNG CONSTABLE
He's coming! Sir.
INSPECTOR
Aré wa, Srinivas, we'll have
Amnesty International in here
next, peeing their pants about
human rights. Get him down, tidy
him up, for God's sake."|unknown||
30||"Constable Srinivas goes over to Jamal and starts to
undo the crocodile clips."|stage direction||
31||"CONSTABLE SRINIVAS
Maybe he did know the answers.
INSPECTOR
Have you gone soft, Srinivas?
Professors, lawyers, doctors,
General Knowledge Wallahs never
get beyond sixteen thousand
rupees. And he's on ten million?
What the hell can a slum dog
possibly know?"|unknown||
32||Jamal lifts his head.|stage direction||
33||"JAMAL
The answers."|unknown||
34||"He lifts his head, spits blood out of his mouth and
says again, straight into the Inspector's face."|stage direction||
35||"JAMAL (CONT'D)
I know the answers."|unknown||
36||Titles. Slum Dog Millionaire.|stage direction||
37||11   EXT. CRICKET GROUND. DAY.                                  11|unknown||
38||"Bright sunlight filtered through the ever-present
Mumbai dust. A group of children are playing cricket on
a tarmac cricket ground. They are bare-foot, dressed in
little more than rags, wiry-skinny and fast on their
feet. Salim, a nine-year old, polishes the ball on his
almost non-existent shorts, comes in with surprising
speed and bowls. The batsman hooks it high in the air.
The bowler screams at a boy in the outfield."|stage direction||
39||"SALIM
Jamal! Catch it! Catch it!"|unknown||
40||"The seven-year old Jamal stares up at the ball, jinks
around trying to get into position."|stage direction||
41||"(CONTINUED)
7.
11   CONTINUED:                                                  11"|unknown||
42||"He pays no heed to the rest of the children who are
scattering fast to the edges of the tarmac. The ball
seems suspended in the blue sky. Shouts from the other
children seem very far away. He doesn't notice that
they are screaming for him to get out of the way. Jamal
adjusts his feet for the perfect catch. Then out of
nowhere, a light aircraft almost takes his head off as
it comes in to land on the tarmac runway. Jamal is
knocked to his feet by the down-draft of the plane. The
ball bounces away. Also flattened, Salim gets to his
feet."|stage direction||
43|SALIM (CONT'D)|"How could you drop that? It was
a sitter."|speech|SALIM|M
44||Then Salim's face turns to one of alarm.|stage direction||
45||12   EXT. AIRPORT PERIMETER. DAY.                                12|unknown||
46||"At the back of a pack of children, carrying a piece of
wood crudely fashioned into a sword, Jamal is running
for his life, pursued by an ancient but surprisingly
nimble Security Guard from the airport who is screaming
abuse and wielding a long stick. The kids dash across a
rubbish dump and disappear down dozens of tiny lanes
that run in between the shacks of the slum."|stage direction||
47|SECURITY GUARD|"Private-ka land! Private-ka
land! The planes won't kill you,
mader chod, I will!"|speech|SECURITY GUARD|M
48||"Jamal and Salim- also with a wooden sword- break off,
head down a separate lane. The Guard pursues them."|stage direction||
49||13   INT. JUHU SLUM. DAY.                                        13|unknown||
