|text|type
0|"ORPHAN
Written by
David Leslie Johnson
February 5, 2007"|unknown
1|INT. DELIVERY ROOM - NIGHT|location
2|INT. KATE AND JOHN'S BEDROOM - NIGHT|location
3|INT. KATE AND JOHN'S BATHROOM - NIGHT|location
4|INT. DOCTOR BROWNING'S OFFICE - DAY|location
5|INT. LIVING ROOM -.DAY|location
6|INT. NURSERY - DAY|location
7|EXT. COLEMAN RESIDENCE - DAY|location
8|EXT. FOREST - DAY|location
9|EXT. SCHOOL FOR THE DEAF - DAY|location
10|INT./EXT. KATE'S MINIM - DAY|location
11|INT. MUSIC ROOM - DAY|location
12|"of the house. She closes her eyes, frustrated. BANGI EANG1
BANG! She tries to ignore it, but can't."|stage direction
13|INT. MAX'S BEDROOM -- NIGHT|location
14|INT. MAX'S BEDROOM - HIGHT (TIMECUT)|location
15|INT. KATE AND JOHN'S BATHROOM - NIGHT|location
16|INT. XATB AND JOHN'S BEDROOM - NIGHT|location
17|KATE|location
18|INT.-LAWYER'S OFFICE -- DAY|location
19|You're sure you want an older child? - -|stage direction
20|JOHN|location
21|EXT. RURAL HIGHWAY - AERIAL SHOT -- DAY|location
22|INT. JOHN'S CAR - DAY|location
23|EXT. HOME FOR GIRLS - ESTABLISHING - DAY -|location
24|INT. HOME FOR GIRLS - PLAYROOM - DAY|location
25|"A flicker crosses Rate's eyes at the mention of het ""wonderful
husband."" Doubt? uncertainty? Abigail.do'esn't see it."|stage direction
26|ESTHER|stage direction
27|Y've just had lots of time to practice,|stage direction
28|INT. HOME FOR GIRLS - ENTRY - DAY|location
29|INT.JoHN'S CAR - NIGHT|location
30|EXT. HOME FOR GIRLS - ESTABLISHING - MORNING .|location
31|INT. HOME FOR GIRLS - DORMITORY.- MORNING|location
32|INT. HOME FOR GIRLS - WASHROOM - MORNING|location
33|INT. HOME FOR GIRLS -- VARIOUS - MORNING|location
34|INT. HOME FOR GIRLS - BASEMENT - MORNING|location
35|"A child's bare feet dangle in mi , , a .,im3. The ""Travel Turtle"" is on"|stage direction
36|INT. HOTEL ROOM -- MORNING -|location
37|EXT. HOTEL ROOM BALCONY - DAY|location
38|INT. HOME FOR GIRLS - SISTER ABIGAIL'S OFFICE - DAY -|location
39|KATE|location
40|EXT. HOME FOR GIRLS - DAY.|location
41|INT./EXT. JOHN'S CAR - DAY|location
42|EXT. PRIVATE ROAD - DAY|location
43|EXT. NEIGHBORBOOD' - DAY|location
44|EXT. COLEMAN RESIDENCE - DAY|location
45|(to Esther)|location
46|INT. COLEMAN RESIDENCE - VARIOUS - DAY|location
47|INT. ESTHER'S BEDROOM - DAY|location
48|INT. ESTHER'S BEDROOM - NIGHT|location
49|INT. UPSTAIRS HALLWAY - NIGHT|location
50|EXT. NEIGHBORHOOD - ESTABLISHING -- MORNING|location
51|INT. KITCHEN - MORNING '|location
52|INT. ESTHER'S BEDROOM - DAY|location
53|INT. SHOPPING MALL - DAY|location
54|INT. MAX'S 13EDROOM -- DAY|location
55|EXT. COLEMP RESIDENCE'- POOL -- DUSK|location
56|INT. KITCHEN - DUSK|location
57|EXT. COLEMAN RESIDENCE - POOL - NIGHT -|location
58|INT. ESTHER'S BEDROOM -- NIGHT|location
59|INT. KATE AND JOHN'S BEDROOM - DAY|location
60|INT. CHURCH -- DAY|location
61|INT. MAX' S BEDROOM - DAY|location
62|INT. FAMILY ROOM - DAY|location
63|INT. CLASSROOM - DAY|location
64|INT. CAFETERIA - DAY|location
65|INT./EXT. TREEHOUSE - DAY|location
66|"boys open their 'video ina"" ine s, c"|stage direction
67|INT. BATHROOM - NIGHT|location
68|INT. KATE AND JOHN'S BEDROOM -- NIGHT|location
69|INT. KITCHEN - MORNING'|location
70|INT. FOYER - MORNING|location
71|INT. LIVING ROOM - DAY|location
72|"ESTHER
So beautiful,..   ,"|stage direction
73|INT. ESTHER'S BEDROOM - DAY|location
74|INT. MUSIC ROOM - DAY|location
75|INT. ELEMENTARY SCHOOL - HALLWAY - DAY|location
76|EXT. COLEMAN RESIDENCE - DAY|location
77|INT. MAX'S BEDROOM - DAY|location
78|INT. SUNROOM - NIGHT|location
79|INT. KATE AND JOHN'S BEDROOM - NIGHT|location
80|INT.'ESTBER'S BEDROOM - DAY|location
81|INT. JOHN'S DEN - DAY|location
82|EXT. COLEMAN RESIDENCE - DAY|location
83|EXT. PARK -- DAY|location
84|EXT. PARK - DAY (TIMCUT)|location
85|INT. DINING ROOM - NIGHT|location
86|INT. MUSIC ROOM -- DAY.|location
87|INT. SUNROOM - DAY -|location
88|EXT.-COLEMAN RESIDENCE � GARDEN - NIGHT|location
89|INT. MAX'S BEDROOM - DAY|location
90|INT. DINING ROOM - NIGHT|location
91|INT. STA'IRAELL  -- DAY|location
92|INT. ESTHER'S BEDROOM - DAY|location
93|INT. KITCHEN - DAY|location
94|EXT. COLEMAN RESIDENCE - DAY|location
95|INT. MUSIC ROOM - DAY|location
96|EXT. NEIGHBORHOOD - DAY|location
97|INT. KITCHEN -- DAY|location
98|she?|location
99|INT. HOME FOR GIRLS - SISTER ABIGAIL' S OFFICE - NIGHT|location
100|EXT. CARNIVAL - NIGHT|location
101|INT. HAUNTED' MAZE - NIGHT -|location
102|EXT. CARNIVAL - NIGHT|location
103|- '� 'ti|stage direction
104|ICATS|location
105|EXT. COLEMAN RESIDENCE - MORNING|location
106|INT. JOHN'S DEN - NIGHT|location
107|EXT. HOUSE - DAY|location
108|INT./EXT. KATE'S MINIVAN - DAY|location
109|INT.-DENTIST'S OFFICE - EXAM ROOM -- DAY|location
110|INT. DENTIST'S-OFFICE - WAITING ROOM -- DAY|location
111|INT./EXT. KATE'S MINIVAN - DAY|location
112|INT. FOYER -- DAY|location
113|INT. KATE AND JOHN'S BEDROOM.- NIGHT|location
114|INT. MAX'S BEDROOM - NIGHT -|location
115|INT..JOHN'S DEN'- NIGHT|location
116|INT. LIVING ROOM -- DAY|location
