;classement;titre;annee;duree;categorie;realisateur;url;url_script
41;42.0;Deja Vu;(2006);126 min;"
Action, Sci-Fi, Thriller            ";Tony Scott;;
42;43.0;Unknown;(2006);85 min;"
Crime, Drama, Mystery            ";Simon Brand;http://www.imsdb.com/Movie Scripts/Unknown Script.html;http://www.imsdb.com/scripts/Unknown.html
43;44.0;Miami Vice;(2006);134 min;"
Action, Crime, Thriller            ";Michael Mann;http://www.imsdb.com/Movie Scripts/Miami Vice Script.html;http://www.imsdb.com/scripts/Miami-Vice.html
44;45.0;Madea's Family Reunion;(2006);107 min;"
Comedy, Drama, Romance            ";Tyler Perry;;
45;46.0;The Holiday;(2006);138 min;"
Comedy, Romance            ";Nancy Meyers;;
46;47.0;The Fast and the Furious: Tokyo Drift;(2006);104 min;"
Action, Crime, Romance            ";Justin Lin;;
47;48.0;Underworld: Evolution;(2006);106 min;"
Action, Adventure, Fantasy            ";Len Wiseman;;
48;49.0;The Shaggy Dog;(2006);98 min;"
Comedy, Family, Fantasy            ";Brian Robbins;;
49;50.0;Poseidon;(2006);98 min;"
Action, Adventure, Drama            ";Wolfgang Petersen;;
50;51.0;The Good Shepherd;(2006);167 min;"
Drama, History, Thriller            ";Robert De Niro;;
51;52.0;Little Miss Sunshine;(2006);101 min;"
Comedy, Drama            ";Jonathan Dayton;;
52;53.0;Curious George;(2006);86 min;"
Animation, Adventure, Comedy            ";Matthew O'Callaghan;;
53;54.0;Littleman;(2006);98 min;"
Comedy, Crime            ";Keenen Ivory Wayans;;
54;55.0;Invincible;(2006);105 min;"
Biography, Drama, Sport            ";Ericson Core;;
55;56.0;The Benchwarmers;(2006);80 min;"
Comedy, Sport            ";Dennis Dugan;;
56;57.0;Blood Diamond;(2006);143 min;"
Adventure, Drama, Thriller            ";Edward Zwick;;
57;58.0;The Queen;(2006);103 min;"
Biography, Drama            ";Stephen Frears;;
58;59.0;The Guardian;(I) (2006);139 min;"
Action, Adventure, Drama            ";Andrew Davis;;
59;60.0;The Omen;(2006);110 min;"
Horror            ";John Moore;;
60;61.0;Destination finale 3;(2006);93 min;"
Horror            ";James Wong;;
61;62.0;The Prestige;(2006);130 min;"
Drama, Mystery, Sci-Fi            ";Christopher Nolan;;
62;63.0;The Lake House;(2006);99 min;"
Drama, Fantasy, Romance            ";Alejandro Agresti;;
63;64.0;Apocalypto;(2006);139 min;"
Action, Adventure, Drama            ";Mel Gibson;;
64;65.0;Firewall;(2006);105 min;"
Crime, Thriller            ";Richard Loncraine;;
65;66.0;Date Movie;(2006);83 min;"
Comedy, Romance            ";Aaron Seltzer;;
66;67.0;When a Stranger Calls;(2006);87 min;"
Horror, Thriller            ";Simon West;http://www.imsdb.com/Movie Scripts/When a Stranger Calls Script.html;http://www.imsdb.com/scripts/When-a-Stranger-Calls.html
67;68.0;Silent Hill;(2006);125 min;"
Adventure, Horror, Mystery            ";Christophe Gans;;
68;69.0;Deep Sea;(2006);41 min;"
Documentary, Short            ";Howard Hall;;
69;70.0;We Are Marshall;(2006);131 min;"
Drama, Sport            ";McG;;
70;71.0;Glory Road;(2006);118 min;"
Biography, Drama, Sport            ";James Gartner;;
71;72.0;Lady in the Water;(2006);110 min;"
Drama, Fantasy, Mystery            ";M. Night Shyamalan;;
72;73.0;The Hills Have Eyes;(2006);107 min;"
Horror            ";Alexandre Aja;;
73;74.0;John Tucker Must Die;(2006);89 min;"
Comedy, Romance            ";Betty Thomas;;
74;75.0;Stranger Than Fiction;(2006);113 min;"
Comedy, Drama, Fantasy            ";Marc Forster;;
75;76.0;The Illusionist;(2006);110 min;"
Drama, Mystery, Romance            ";Neil Burger;;
76;77.0;The Texas Chainsaw Massacre: The Beginning;(2006);91 min;"
Horror            ";Jonathan Liebesman;;
77;78.0;The Grudge 2;(2006);102 min;"
Horror, Thriller            ";Takashi Shimizu;;
78;79.0;Gridiron Gang;(2006);125 min;"
Crime, Drama, Sport            ";Phil Joanou;;
79;80.0;Last Holiday;(2006);112 min;"
Comedy            ";Wayne Wang;;
80;81.0;Pan's Labyrinth;(2006);118 min;"
Drama, Fantasy, War            ";Guillermo del Toro;;
81;82.0;The Nativity Story;(2006);101 min;"
Drama, Family, Fantasy            ";Catherine Hardwicke;;
82;83.0;Man of the Year;(2006);115 min;"
Comedy, Drama, Romance            ";Barry Levinson;;
83;84.0;The Wild;(2006);82 min;"
Animation, Adventure, Comedy            ";Steve 'Spaz' Williams;;
84;85.0;16 Blocks;(2006);102 min;"
Action, Crime, Drama            ";Richard Donner;;
85;86.0;Accepted;(2006);93 min;"
Comedy            ";Steve Pink;;
86;87.0;The Sentinel;(2006);108 min;"
Action, Crime, Thriller            ";Clark Johnson;;
87;88.0;Smokin' Aces;(2006);108 min;"
Action, Crime, Drama            ";Joe Carnahan;http://www.imsdb.com/Movie Scripts/Smokin' Aces Script.html;http://www.imsdb.com/scripts/Smokin'-Aces.html
88;89.0;Children of Men;(2006);109 min;"
Drama, Sci-Fi, Thriller            ";Alfonso Cuarón;;
89;90.0;Deck the Halls;(2006);93 min;"
Comedy, Family            ";John Whitesell;;
90;91.0;Take the Lead;(2006);118 min;"
Drama, Music            ";Liz Friedlander;;
91;92.0;Babel;(I) (2006);143 min;"
Drama            ";Alejandro G. Iñárritu;http://www.imsdb.com/Movie Scripts/Babel Script.html;http://www.imsdb.com/scripts/Babel.html
92;93.0;Des serpents dans l'avion;(2006);105 min;"
Action, Adventure, Crime            ";David R. Ellis;;
93;94.0;Flags of Our Fathers;(2006);135 min;"
Drama, History, War            ";Clint Eastwood;;
94;95.0;United 93;(2006);111 min;"
Drama, History, Thriller            ";Paul Greengrass;;
95;96.0;Deliver Us from Evil;(2006);101 min;"
Documentary, Crime            ";Amy Berg;;
96;97.0;Employee of the Month;(2006);103 min;"
Comedy, Romance            ";Greg Coolidge;;
97;98.0;Garfield 2;(2006);86 min;"
Animation, Comedy, Family            ";Tim Hill;;
98;99.0;The Ant Bully;(2006);88 min;"
Animation, Adventure, Comedy            ";John A. Davis;;
99;100.0;Crank;(2006);88 min;"
Action, Crime, Thriller            ";Mark Neveldine;http://www.imsdb.com/Movie Scripts/Crank Script.html;http://www.imsdb.com/scripts/Crank.html
