|character|text|type|character_clean|gender|principal_character
0||"PHONE BOOTH
by
Larry Cohen"|unknown|||
1||"FADE IN:
NEW YORK CITY - AERIAL VIEW OF DOWNTOWN MANHATTAN - DAY
MULTIPLE STREET SCENES - DAY
The sidewalks crowded as usual.  A sea of humanity.  People
come and go -- always in a hurry.  Oblivious of one another.
A TRAFFIC JAM -- A STREET being torn up by construction
workers; A SANITATION TRUCK loading up refuse; VENDORS
PEDDLING nuts and salted pretzels; PANHANDLERS blocking a
passerby.  Intimidating.  Demanding.  Almost mocking.
We're surrounded by the teeming life of the city as we've
come to expect it -- complete with a cacophony of sound.
MULTIPLE CUTS -- Phone kiosks and phone booths on the East
Side and West Side -- uptown and down.
One frustrated caller has lost his money in the slot and he
takes it out on the equipment -- smashing the receiver
violently against the coin box until the instrument splinters
into a dozen pieces."|stage direction|||
2|NARRATOR|"There are 237,911 pay telephones in
the five burroughs of the city of
New York.  Many of them are still
in working order."|speech|NARRATOR|?|
3||"DOZENS OF QUICK CUTS --
NEW YORKERS on the phone in extreme close up.  We don't hear
the words.  Only the facial expressions inform us that these
are human beings under tremendous pressure.  Life in the city
is wearing them down.
MULTIPLE SHOTS - JUST MOUTHS
Lips jabbering into receivers.  Cross-cut against one
another."|stage direction|||
4|NARRATOR|"Despite increased usage of cellular
devices, an estimated four and a
half million New Yorkers and two
million visitors still utilize pay
telephones on a regular basis.  At
thirty-five cents a pop... for the
first three minutes."|speech|NARRATOR|?|
5||"ANGLE ON CORNER IN MID-MANHATTAN - DAY
There's a phone booth situated on the southeast side of the
street."|stage direction|||
6|NARRATOR|"You're looking at the telephone
booth at the corner of 45th Street
and 8th Avenue in the heart of the
Manhattan theatrical district.  It
has been scheduled to be removed
and replaced by a kiosk.  It's one
of the few remaining phone booths
left in the city."|speech|NARRATOR|?|
7||"CAMERA MOVES IN on the irate caller in the booth -- a very
well-dressed gray-haired lady -- totally conservative in
appearance."|stage direction|||
8||(into receiver)|location|||
9|WOMAN IN BOOTH|"You have lied to me for the last
time, you lowlife prick bastard!  I
don't ever want to hear the sound
of your fucking voice again."|speech|WOMAN IN BOOTH|?|
10||(listens)|location|||
11|WOMAN IN BOOTH|Yes, well fuck you, too!|speech|WOMAN IN BOOTH|?|
12||"She slams down the receiver and exits.  The booth remains
vacant for a brief interval."|stage direction|||
13|NARRATOR|"At least three hundred calls daily
originate from this booth.  The
coins are collected twice a day.
This booth has been burglarized
forty-one times in the last six
months."|speech|NARRATOR|?|
14||"Someone is approaching the booth, fishing in his pocket for
coins.  This is STUART SHEPARD, snappily dressed, his hair
styled and his nails manicured.  Here is a man who clearly
takes excellent care of himself.  He sports a Donna Karen
suit and silk Armani tie.
He's about to step into the booth when he's accosted by a
middle-aged man in a soiled apron who's run out of a nearby
restaurant and has finally caught up with him."|stage direction|||
15|MARIO|Stu, we got to talk.|speech|MARIO|M|True
16|STU|"Wish I could accommodate you,
Mario, but this is my busy time of
day."|speech|STU|M|True
17|MARIO|"How come you cross the street every
time you go past the restaurant?"|speech|MARIO|M|True
18|STU|"Why don't I stop in later for some
lunch?"|speech|STU|M|True
19|MARIO|"There's no more drinks or free
meals until the restaurant starts
showing up in the columns like you
said."|speech|MARIO|M|True
20|STU|"I'm doing my level best for you
people."|speech|STU|M|True
21|MARIO|"One lousy mention in the Post and
you expect to eat for six months!"|speech|MARIO|M|True
22|STU|"I got the food critic from the
Village Voice all lined up to give
you a review."|speech|STU|M|True
23|MARIO|"That's what you tell me last July.
And he never shows."|speech|MARIO|M|True
24|STU|"I was allowing you time to expand
the menu.  Wallpaper the bathrooms,
for God sakes.  You get only one
shot with these fucking critics and
I don't want you to blow a rare
opportunity."|speech|STU|M|True
25|MARIO|"You the one blowing it.  How long
you think you can fuck everybody?"|speech|MARIO|M|True
26|STU|"Hold on right there.  I've got a
very excellent reputation around
this town."|speech|STU|M|True
27|MARIO|"So how come you take two nice suits
of clothes from Harry and never get
his daughter on David Letterman?"|speech|MARIO|M|True
28|STU|"Hell, I'm not an agent.  I'm a
publicist."|speech|STU|M|True
29|MARIO|Mister, you're nothing!|speech|MARIO|M|True
30|STU|"Believe me, Valerie's on the
waiting list to audition.  Harry's
got no complaints.  He just let me
pick out this tie the other day."|speech|STU|M|True
31|MARIO|That Harry's a damn fool!|speech|MARIO|M|True
32|STU|"Mario, please let me make this up
to you.  How about I arrange for
the opening night party for this
new off-Broadway show I'm handling
-- to be held at your place with
local TV coverage on nine and
eleven?  I mean I had it promised
to another client -- who actually
pays me money.  But it isn't firmed
up yet.  And I could throw it your
way.  Maybe."|speech|STU|M|True
33|MARIO|What is involved?|speech|MARIO|M|True
34|STU|"You'd toss in the buffet for say
seventy or eighty.  The producers
would supply their own vino, of
course.  I'd deliver you a
truckload of celebrities.  And if
they like the food, they'll all
come back, naturally."|speech|STU|M|True
35|MARIO|What celebrities?|speech|MARIO|M|True
36|STU|"You want Liza Minelli?  An Oscar
winner.  Or Douglas Fairbanks, Jr.?"|speech|STU|M|True
37|MARIO|Is he still alive?|speech|MARIO|M|True
38|STU|"I saw him last night going into the
Four Seasons.  I'll bring you over
a whole VIP list when we come by
for dinner."|speech|STU|M|True
39|MARIO|"How come everybody wants to eat but
nobody wants to pay?"|speech|MARIO|M|True
40|STU|"You can't think small like that.
Hey, you still feature musicians
Fridays and Saturdays?"|speech|STU|M|True
41|MARIO|At least they work for their meals.|speech|MARIO|M|True
42|STU|"What about Harry's daughter as an
extra added attraction?  She'll
belt out five or six showtunes --
two sets a night -- and it won't
cost you a fucking nickel."|speech|STU|M|True
43|MARIO|How come?|speech|MARIO|M|True
