|character|text|type|character_clean|gender|principal_character
0||"FINAL DESTINATION 2
By J. Mackye Gruber and Eric Bress"|unknown|||
1||FADE IN:|stage direction|||
2||INT. DARK ROOM - NIGHT|location|||
3||"TITLES OVER:
A padded wall is papered with NEWSPAPER CLIPPINGS that date back to
the early 1900s:
""LOCAL FOWLER BROTHERS LOSE $35 TICKETS TO BOARD TITANIC"" appears
over ""FOWLER BROTHERS KILLED IN COAL MINE MISHAP."" Another series of
articles reads, ""JEWISH PROFESSOR DENIED ADMITTANCE TO HINDENBURG""
and ""PROFESSOR RABINOWITZ KILLED IN AVALANCHE."" Etc...
Continuing along the wall, the newspaper articles all focus on the
fates of the original SURVIVORS of the FLIGHT 180 CRASH.
We DISSOLVE between the various headlines depicting the gruesome
deaths of Tod, Terry, Ms. Lewton, Billy Hitchcock, Carter and Alex
Browning.
Also in the mix are various CRIME SCENE PHOTOS of the deaths.
Decapitated torsos, crushed, mangled bodies, the charred remains of
another and the face- down body of Alex Browning.
MAPS line the walls as well, pinpointing the locations of numerous
deaths, perhaps seeking a pattern. Charts that timeline bizarre
deaths, seating charts of downed aircraft, etc...
LATEX -GLOVED HANDS tear out the last article, apply fun- tack to its
corners and place it in the center of all the others:
A REMEMBRANCE FOR THE VICTIMS OF FLIGHT 180
Friday marks one year anniversary.
END TITLES.
FLASH TO BLACK as a HAND ENTERS FRAME, PULL BACK TO REVEAL:"|stage direction|||
4||EXT. KIMBERLY'S NEIGHBORHOOD - DAY|location|||
5||"KIMBERLY BURROUGHS, 19, puts a folded AAA map in her mouth. She opens
the back of a RED NISSAN SUV, and pla ces her duffel bag inside.
That done, she lets the map drop from her mouth, catches it in her
free hand and turns to hug her father, MR. BURROUGHS."|stage direction|||
6||"KIMBERLY
Thanks, Dad. I'll call you.
MR. BU RROUGHS"|unknown|||
7||"You have everything, Kimberly?
Credit card, cell phone, AAA card?"|location|||
8||KIMBERLY|unknown|||
9||"Relax, Dad. It's Daytona, not
Mongolia."|location|||
10||(playful)|unknown|||
11||"Fix -A-flat? Road flares?
Sunblock? Mace?"|location|||
12||SHAINA (O.S.)|unknown|||
13||Condoms, handcuffs, lube?|location|||
14||"Kimberly and Mr. Burroughs turn to see --
SHAINA, 19, tall leggy brunette. Tan, tight tube top revealing her
pierced navel, Kimberly's best friend. She walks up the driveway with
her bags."|stage direction|||
15||SHAINA|unknown|||
16||"Just kidding, Mr. B. Don't worry,
I'll keep an eye on her."|location|||
17||(sarcastic)|unknown|||
18||"Oh, that makes me feel a lot
better."|location|||
19||"Shaina throws her bags in, shuts the back and climbs in the SUV.
Kimberly hugs her dad, kissing him on the cheek."|stage direction|||
20||KIMBERLY|unknown|||
21||"I know this is the first time we've
been apart since. But everything's
gonna be okay."|location|||
22||MR. BURROUGHS|unknown|||
23||I know, honey. I just --|location|||
24||Kimberly hugs him tighter. Cutting him off.|stage direction|||
25||MR. BURROUGHS|unknown|||
26||"Your mother would have been so
proud of the way you've handled
yourself through all of this..."|location|||
27||"KIMBERLY
(softly)"|unknown|||
28||I know, Dad.|location|||
