|character|text|type|character_clean|gender
0||"ANALYZE THAT
Screenplay by"|unknown||
1||PETER STEINFELD and HAROLD RAMIS and PETER TOLAN|stage direction||
2||"Based on characters created by
KENNETH LONERGAN and PETER TOLAN
June 2002 Draft
FOR EDUCATIONAL
PURPOSES ONLY"|unknown||
3||FADE IN:|stage direction||
4||INT. DIMLY-LIT BAR - NIGHT|location||
5||"Two men, CAESAR and MARTY ""DUCKS,"" stand at  the   end of the
deserted bar, talking quietly, oblivious to  the   exotic dancer
grinding her pelvis on a pole in the middle  of   the small
stage. Body language and charisma tell us   that   Caesar is the
boss, ""Ducks"" his lieutenant."|stage direction||
6||"DUCKS
It's Peezee. Gotta be.    He hates your
fuckin' guts.
CAESAR
(brooding)
I don't know.
DUCKS
Who else knew about the money? And
how did Peezee know they popped Tony
Cisco when we didn't even hear about
it 'til last night?
CAESAR
(sighs heavily)
I don't know.
DUCKS
(pressing)
What is so hard to understand here?
You said yourself Peezee was a
mamaluke and you couldn't trust him.
Now suddenly you're soft on the guy?
CAESAR
I just don't think it was him.
DUCKS
Okay, I'll bite. If not Peezee, then
who?
CAESAR
(slowly rising to
his full height)
I think it was you, Ducks."|unknown||
7||"Caesar starts to walk away as the bartender, now holding a
sawed-off shotgun, moves closer to Ducks. The exotic dancer
splits in a hurry through a curtain at the back of the stage."|stage direction||
8||"DUCKS
(scared)
You gotta be kiddin'!"|unknown||
9||Caesar stops at the door where two of his soldiers have|stage direction||
10||2.|unknown||
11||appeared, holding AUTOMATIC WEAPONS.|stage direction||
12||"DUCKS
Caesar, you know me! What kind of
fuckin' idiot would I have to be to
try that shit with you?
CAESAR
A dead fuckin' idiot."|unknown||
13||"As he walks out the door, the soldiers OPEN FIRE on Marty
""Ducks."" Caesar doesn't look back.
PULL BACK TO:
TV SCREEN
The title credits come up on the made-for-cable series we've
been watching, ""Little Caesar."" CLAPPING AND CHEERING from
O.S.
WIDEN TO:"|stage direction||
14||INT. SING SING PRISON - NIGHT|location||
15||"Maximum-security prisoners are gathered around watching their
favorite show in the rec room. In the front row is PAUL VITTI,
former New York crime boss, and a couple of other wiseguys."|stage direction||
16||"VITTI
Garbage.   Change the channel.
WISEGUY
Okay, Paul."|unknown||
17||"The WISEGUY gets up and starts switching channels on the TV.
A couple of CONVICTS in the back start to protest."|stage direction||
18||"CONVICT
Hey!   What're you doin', asshole!"|unknown||
19||"Vitti turns and stares at them.      They fall silent
immediately."|stage direction||
