|text|type
0|"EAGLE EYE
Written by"|unknown
1|John Glenn & Travis Wright|location
2|March 28, 2007|unknown
3|EXT. DESERT DUNES - DAWN|location
4|EXT. DESERT ROAD - CONTINUOUS|location
5|EXT. RIDGE ABOVE ROAD - DAWN|location
6|INT. PENTAGON - JOINT OPERATIONS CENTER - NIGHT|location
7|"SECRETARY OF DEFENSE GEOFF CALLISTER (50's, African American;
eyes with soul and a wary intelligence). Beside him: COLONEL"|stage direction
8|EXT. RIDGE ABOVE ROAD - DAWN|location
9|INT. PENTAGON - JOINT OPERATIONS CENTER - CONTINUOUS|location
10|EXT. SKIES OVER DESERT - CONTINUOUS|location
11|INT. THE PENTAGON - JOINT OPERATIONS CENTER - DAY|location
12|THE SATELLITE VIEW shows the caravan approaching the commune.|stage direction
13|EXT. DESERT COMMUNE - DAY|location
14|TECHIE TECHIE 2|stage direction
15|EXT. DESERT - FUNERAL - DAWN|location
16|INT. BACK ROOM - NIGHT|location
17|"VOICE (O.S.)
Now. Who are you gonna be?
So Jerry makes his move, which we see is SLAMMING down a PLAYING
CARD representing a group of DWARVES. He sits across from"|stage direction
18|"game, CASH on the table.
JERRY KWAME
there. Dwarves?: Bullshit --
Bullshit? I just blocked
your ass and attacked with (checks card)
Ancient Mastery points. --.dwarves don't have that --"|stage direction
19|"INT. ""EL"" SUBWAY CAR - MORNING"|location
20|EXT. ATM MACHINE - MORNING|location
21|INT. JERRY'S APARTMENT BUILDING - LOBBY .-MORNING|location
22|INT. JERRY'S APARTMENT BUILDING - HALLWAY - MORNING|location
23|INT. KITCHEN - MRS. WIERZBOWSKI'S APARTMENT - MOMENTS LATER|location
24|MRS. WIERZBOWSKI (CONT'D)|stage direction
25|INT. JERRY'S APARTMENT BUILDING - HALLWAY - MOMENTS LATER|location
26|EXT. CHURCH - DAY|location
27|INT. CHURCH - CONTINUOUS|location
28|INT. APARTMENT - DAY|location
29|INT. RACHEL'S CAR - MORNING|location
30|EXT. CITY STREET - DAY|location
31|INT. TRAIN STATION - WISCONSIN - DAY|location
32|He gets very contrarian if he doesn't get|stage direction
33|"(hugging him)
I love you so much, baby.You're my
everything. Rock the house.
KYLE"|stage direction
34|RACHEL|stage direction
35|INT. SHAW HOME - AFTERNOON|location
36|INT. SHAW HOUSE - PAUL AND JERRY'S ROOM - DAY|location
37|"WILLIAM (CONT'D)
I want to give you some, uh...
JERRY"|stage direction
38|EXT. CHICAGO STREET - ATM MACHINE - DAY|location
39|AND WE PUNCH IN TIGHTER ON JERRY, WHO STARES, STUNNED. The|stage direction
40|"What the HELL? Glances back to the people behind him, they want
him to hurry. He hits ""Cancel."" But the machine, as if"|stage direction
41|"JERRY
-- whoa --
Jerry stabs cancel again. Now TEN MORE $100 bills-come out. He
glances at the people in line, nervous--
JERRY (CONT'D)
-- two seconds, sorry --"|stage direction
42|INT. JERRY'S APARTMENT BUILDING.- HALLWAY - NIGHT|location
43|Here's the rest of the rent -- next|stage direction
44|INT. JERRY'S APARTMENT - NIGHT|location
45|FALSE PASSPORTS; a POLICE SCANNER; BODY ARMOR; HAND GUNS; large|stage direction
46|Leave your residence. Get to the Mathis|stage direction
47|INT. DHS FIELD OFFICE - INTERROGATION ROOM - NIGHT|location
48|MORGAN JERRY|stage direction
49|INT. DHS OBSERVATION ROOM - HALLWAY CONTINUOUS|location
50|24|stage direction
51|INT. GAMMAGE & BURNHAM LAW OFFICES - WISCONSIN - NIGHT|location
52|INT. DHS FIELD OFFICE - NIGHT|location
53|"A FAX spits out a page with the Department of Justice logo, from
the ATTORNEY GENERAL'S OFFICE. Subject: ""SHAW, JERRY."""|stage direction
54|INT. DHS FIELD OFFICE - HOLDING CELL - MOMENTS LATER|location
55|INT. DHS FILED OFFICE - SECURE PHONE ROOM - NIGHT|location
56|INT. DHS FIELD OFFICE - HALLWAY - NIGHT|location
57|INT. DHS FIELD OFFICE -.HALLWAY - NIGHT|location
58|EXT. DHS FIELD OFFICE - FIRE ESCAPE - NIGHT|location
59|Jerry prepares himself, then JUMPS TO A DRAIN PIPE -- grabbing|stage direction
60|EXT. RAISED SUBWAY PLATFORM - NIGHT|location
61|INT. SUBWAY CAR - MOVING - NIGHT|location
62|EXT. MONTROSE STATION - NIGHT|location
63|INT. SUBWAY CAR - NIGHT|location
64|EXT. REAR SUBWAY CAR - NIGHT|location
65|INT. SUBWAY CAR - MOVING - NIGHT|location
66|(and he answers)|stage direction
67|EXT. TRAIN STATION - NIGHT|location
68|INT. BMW 760 SEDAN - NIGHT|location
69|"RACHEL. Terrified. Assuming Jerry is behind all of this.
Jerry, breathing hard, assuming she is The Voice:"|stage direction
70|safe -- Do you hear me?|stage direction
71|you until --|stage direction
72|"HE'S SAFE GODDAMMIT!!!!
She's HITTING HIM and he's gotta grip her arms to control her --"|stage direction
73|"know how to drive: use the
clutch before you shift, not
while you shift, not while you"|stage direction
74|the asshole?|stage direction
75|INT. SUV - CHICAGO CITY STREETS - NIGHT|location
76|"Morgan drives a government-issue sedan at 80 mph. over radio:
POLICE RADIO (V.0.)"|stage direction
77|headed south on Stanley --|stage direction
78|INT. BMW - CHICAGO CITY STREETS - NIGHT|location
79|us...|stage direction
80|JERRY (CONT'D)|stage direction
81|"And suddenly the crane DROPS THE GIRDERS -- Rachel SCREAMS --
JERRY (CONT'D)"|stage direction
82|JERRY (CONT'D) RACHEL|stage direction
83|no,turnup ahead, keep going --WILLYOU JUST SHUT UP AND|stage direction
84|INT. BMW - HARBOR - NIGHT|location
85|EXT. BARGE - DAWN|location
86|"KYLE'S VOICE
This is Kyle. Who is not allowed to. use
this phone with my friends... so leave a"|stage direction
87|"RACHEL
Honey? Honey? It's me -- Baby, you need
to call me. Soon as you get this, 1 please"|stage direction
88|JERRY (CONT'D)|stage direction
