|character|text|type|character_clean|gender
0||"PANIC ROOM
by
David Koepp
February 23, 2000"|unknown||
1||FADE IN:|stage direction||
2||EXT.  MANHATTAN - DAY|location||
3||The whole island, from the south.  For a second.  Literally.|stage direction||
4||EXT.  NEW YORK SKYLINE - DAY|location||
5||Closer, just the skyline.  For another second.|stage direction||
6||EXT.  UPPER WEST SIDE - DAY|location||
7||"Closer still, the Upper West Side.  For another second.  No
time to waste admiring the scenery."|stage direction||
8||EXT.  WEST 83RD STREET - DAY|location||
9||"Race across a field of PEDESTRIANS to pick up three women
hurrying down the sidewalk.  LYDIA LYNCH, a real estate
broker, vaults down the sidewalk, she's got a hell of a
stride.  MEG ALTMAN, thirtyish, struggles to keep up with
her, she's tall, wafer-thin, pale as a ghost.  SARAH, a nine
year old girl, flat out runs to keep up, dribbling a
basketball as she goes.  The kid's athletic, much tougher
than Meg, who she resembles.
Lydia reads from a sheet she carries in her bouncing hands."|stage direction||
10|LYDIA|"-- seventeen feet wide, fifty-five
feet deep, forty-two hundred square
feet, four floors with a rentable
basement apartment, so five
altogether, courtyard in back --"|speech|LYDIA|F
11|MEG|Could you slow down a little?|speech|MEG|F
12||(looking back over her|location||
13||shoulder)|unknown||
14|MEG|Or we could wait for the car...|speech|MEG|F
15|LYDIA|No cars.  Feet are faster.|speech|LYDIA|F
16|MEG|How many more do we have after this?|speech|MEG|F
17|LYDIA|"None, there's nothing else, you know
how tight the market is."|speech|LYDIA|F
18|MEG|"This is it?  I told you on the
phone, I have to be moved in in two
weeks.  Sarah, please don't bounce
that here."|speech|MEG|F
19|SARAH|Mom, it's the sidewalk.|speech|SARAH|F
20|LYDIA|"Oh, that miserable little prick is
already leaving."|speech|LYDIA|F
21||"They approach a row of brownstones, narrow four story
townhouses, nice looking buildings, a hundred years old or
more.  EVAN, a sour-looking man, has just locked the front
door of number 26 and is coming down the steps.  He sees them
coming."|stage direction||
22|EVAN|"One day you will learn to respect
other people's time, Lydia, one day
you --"|speech|EVAN|M
23|LYDIA|"Evan, I am so sorry, you were a
saint to wait for us!"|speech|LYDIA|F
24||CUT TO:|unknown||
25||INT.  TOWNHOUSE - FOYER - DAY|location||
26||"Evan throws open the front door, revealing the airy foyer of
the townhouse.  The place is completely empty.  He talks
fast, races through the tour.  The three of them come in,
Sarah still bouncing her basketball."|stage direction||
27|EVAN|"This is the middle of the house, the
entry floor, living room's over
there.  The kitchen floor's below us
and there's two bedroom floors
above."|speech|EVAN|M
28||"The front door closes behind them, with a THUD so
authoritative it seems to say no one's ever getting out.  Meg
tries to get her daughter's attention, to tell her to stop
bouncing the ball in the house."|stage direction||
29|EVAN|"It's an enormous amount of space for
the money and I'll be perfectly
honest, the family is in no hurry
whatsoever."|speech|EVAN|M
30||"Meg whispers Sarah's name, but Sarah still ignores her, goes
on bouncing the ball."|stage direction||
31|EVAN|"I don't have to tell you there is an
acute shortage of living space in
Manhattan right now and this is a
highly unique property."|speech|EVAN|M
32|LYDIA|No ball, kid.|speech|LYDIA|F
33||"Sarah immediately stops bouncing.  She wanders into the
living room, peers through the big French doors, which look
out over the courtyard area.  There's another row of
brownstones on the next block, and all the patios back up to
one another.  It looks tranquil out there, oasis in the city.
Sarah leans up against the door, sighs, her breath fogs the
window.  There is a profound melancholy about her.  Meg
watches her, tries to catch eyes with her in the reflection.
Can't.
Evan flings open the door of an old-fashioned cage-style
elevator."|stage direction||
