|character|text|type|character_clean|gender|principal_character
0||"I STILL KNOW WHAT YOU DID LAST SUMMER
Written by
Trey Callaway"|unknown|||
1||"FADE IN:
TITLE SEQUENCE:"|stage direction|||
2||1	INT. BOSTON - OLD NORTH CHURCH - DAY|unknown|||
3||"The setting sun backlights a series of abstract colored images. Holy
images of STAINED GLASS and lead.
FOOTSTEPS ECHO across the marble floor.
REVEAL - JULIE JAMES
A little older, a little wiser, yet still very pretty, no doubt. But
she's all alone in the house of the Lord.
And those doleful eyes of hers clearly telegraph a very heavy burden
still rests upon her soul.
She reluctantly walks past the rows of empty pews toward a curtained
CONFESSIONAL BOOTH."|stage direction|||
4||2	INT. CONFESSIONAL BOOTH - DAY|unknown|||
5||"Julie slides the drapes shut behind her as she enters, kneeling before
the CLOSED SCREEN. A beat -- and the SCREEN SLIDES OPEN.
A PRIEST
enters the adjacent booth -- barely visible through the WICKER MESH.
Julie looks down, crosses herself, and begins."|stage direction|||
6|JULIE|Bless me, Father, for I have sinned.|speech|JULIE|F|True
7||(a beat)|location|||
8|JULIE|"It's been a year since my last
confession..."|speech|JULIE|F|True
9||Julie swallows hard. This is difficult for her.|stage direction|||
10|JULIE (cont'd)|"I've never told anyone this. Not my
mom, not the poice, not even my
friends -- except for the ones who
were there and they...well they're
not around anymore. You see I...I..."|speech|JULIE|F|True
11|PRIEST|Yes?|speech|PRIEST|M|
12|JULIE|"I killed a man. Well, I thought I
had...then..."|speech|JULIE|F|True
13||"She balks at the memory of it. The priest bows his head in the shadows
of the other side."|stage direction|||
14||(emotional)|location|||
15|JULIE (cont'd)|"You've got to understand...It was
all an accident. A terrible accident.
It's been a whole year. I've tried to
get past this, but I just can't."|speech|JULIE|F|True
16|PRIEST|Go on...|speech|PRIEST|M|
17|JULIE|"I have these dreams...horrible
dreams. And this man is always there
with me."|speech|JULIE|F|True
18||(reassuring)|location|||
19|PRIEST|I know...|speech|PRIEST|M|
20|JULIE|"You see, he was a killer. He
murdered Helen and Barry, and he
would have killed me too, if I
hadn't...gotten away with it."|speech|JULIE|F|True
21||(regathering)|location|||
22|JULIE|"I don't know, I guess I just need to
deal with the fear, the guilt...to
finally say his name. Ben Willis. His
name was Ben Willis..."|speech|JULIE|F|True
23||The confession is cathartic for Julie. She looks relieved until,|stage direction|||
24|PRIEST|I know...|speech|PRIEST|M|
25||"Julie stops. Looks through the screen. A chill shoots through her
body."|stage direction|||
26|JULIE|You know? But how could you...|speech|JULIE|F|True
27||"Clouds of icy steam shoot through the partition. Julie moves closer to
the screen, trying to get a better look."|stage direction|||
28||(growls)|location|||
29|PRIEST|I KNOW WHAT YOU DID LAST SUMMER!!!|speech|PRIEST|M|
30||"A STEEL HOOK
smashes through the screen right in Julie's face! She SCREAMS!"|stage direction|||
31||"SMASH CUT TO:
3	INT. COLLEDGE LECTURE HALL - DAY"|unknown|||
32||"Still screaming -- Julie jumps back, seemingly knocked out of her
chair. She fights the unseen demon.
Sitting beside her, Julie's friend WILL BENSON reacts. He's a good-
looking kid in a shy, humble kind of way. And he tries to help her,
but she's too busy turning ten shades of red.
The PROFESSOR lowers his glasses, makes it even worse."|stage direction|||
33|PROFESSOR|"Nice to see you find Political
Science so stimulating --"|speech|PROFESSOR|?|
34||The lecture hall erupts with laughter.|stage direction|||
35|JULIE|I'm sorry --|speech|JULIE|F|True
36||Julie grabs her stuff and bolts.|stage direction|||
37||"CUT TO:
4	EXT. CAMPUS - DAY"|unknown|||
38||"Julie explodes out of the building. Hurries down a sidewalk. Will
finally catches up."|stage direction|||
39|WILL|Julie! Wait! You okay?|speech|WILL|M|True
40|JULIE|I'm fine.|speech|JULIE|F|True
41|WILL|You sure?|speech|WILL|M|True
42|JULIE|I'm fine.|speech|JULIE|F|True
43|WILL|You don't seem fine.|speech|WILL|M|True
44||Julie realizes this is true.|stage direction|||
45|JULIE|I had another dream, Will.|speech|JULIE|F|True
46||Will takes this seriously.|stage direction|||
47|WILL|The shower again?|speech|WILL|M|True
48|JULIE|"It was in a church...it was so real.
I mean, I could feel his breath on me."|speech|JULIE|F|True
49||(caring)|location|||
50|WILL|I'm sorry.|speech|WILL|M|True
51|JULIE|"I thought I was over the dreams for
good. I really did. I hadn't had one
for months."|speech|JULIE|F|True
52|WILL|"It just takes time, Julie. It's gonna
get better."|speech|WILL|M|True
