|character|text|type|character_clean|gender
0||"CARRIE
Written by
Lawrence D. Cohen & Stephen King"|unknown||
1||"FADE IN:
From an absolutely glistening WHITE ­ an image which first appears to be a
brilliantly shining glass globe, and then gradually becomes more of a piece of solid
matter, less of a mystery. It's the"|stage direction||
2||"EXT. WHITE BUNGALOW (OR HOUSE) ­ DAY
1. FILLING THE FRAME like a picture postcard. Modest, old-fashioned,"|location||
3||"spotless ­ a vision of small town normalcy and virtue.
This is the home of MARGARET WHITE and her daughter CARRIE. It seems
to have been scrubbed from roof to porch; it is white. Even the lawn seems to
have been washed and bleached. Antiseptic.
We hear a woman's voice:"|stage direction||
4||"MARGARET (o.s.)
Carrie! Carrie"|unknown||
5||"The voice is distant but insistent. It is heard, in perspective, through the following prologue,
which initially involves:"|stage direction||
6||2. STELLA HORAN ­ DAY|location||
7||"An all-American sunbathing beauty of eighteen, getting the tan of her life with only a skimpy
white bikini running interference between her skin and the sun.
The CAMERA SLOWLY PANS OVER the expanse of her body ­ luxuriant, taking it in
inch for inch as she dreamily rubs in suntan lotion and licks her lips. The MUSIC is coming
from a transistor radio by her side; she's on a beach blanket in the Horan back yard."|stage direction||
8||3. DOWNWARDS ANGLE ­ STELLA|location||
9||"As she senses someone standing over her, someone staring at her body through the half-
grown hedge which separates the Horan back yard from the White house next door."|stage direction||
10||"VOICE (O.S.)
What are those?
2"|unknown||
11||4. STELLA'S POV ­ CARRIE WHITE|location||
12||"A terribly appealing little girl, a child of indeterminable age. Pink cheeks, a halo of blonde-
white hair which will darken in time. What sets her apart from other children, however, are a
pair of bright button brown eyes; and it's these eyes that we notice as she peers at Stella
through the hedge.
STELLA
Hiya, Carrie. Gee you gave me a fright.
(turning down the radio)
How long have you been there?
CARRIE
(not smiling; pointing with her finger)
What are those?
Stella looks where Carrie is pointing; the top of her bikini has slipped, just barely revealing
her breasts ­ white against the golden tan. Stella adjusts her suit ­ not out of any particular
modesty of her own but as a reflex at being stared at so strangely.
STELLA
Those are my breasts, honey.
CARRIE
(a beat; then solemnly)
I wish I had some.
STELLA
You will. `Course you'll have to wait a
couple of years, but ­
CARRIE
(a fact)
No I won't.
STELLA
Why, sure you will.
CARRIE
(emphatic)
No, I won't.
(glancing behind her)
Momma says no... Momma says good girls don't.
3
STELLA
(at something of a loss)
Well, I'm a good girl. And besides, doesn't your mother have breasts?"|unknown||
13||5    CARRIE|location||
14||"Glances anxiously at the mention of her mother at the White house next door.
She swallows her words so that all Stella and we hear is:
CARRIE
...dirtypillows.
STELLA
What?
CARRIE
Momma calls them dirtypillows. Says she's got them
`cuz she was bad when she made me."|unknown||
15||6   STELLA|location||
16||"Incredulous. But she senses that Carrie is both perfectly serious and quite worried, and she
too glances warily over at the White house just beyond the half-grown hedge.
She kneels next to Carrie and tries to laugh it off.
STELLA
Now, honey, that's just silly. Listen ­ you must be real
hot in that long dress. What do you say we go inside and
get us some lemonade, would you like that?"|unknown||
17||7   CARRIE|location||
18||"Clearly torn ­ tempted but in the clutch of some weird terror ­ as if she expected the
earth to open and swallow her up. She shakes her head.
STELLA
C'mon.
(offering her hand)
It'll be our secret.
Carrie ­ now really scared ­ shakes her head and disappears farther into the hedge.
4
CARRIE
I can't!
STELLA
Sure you can. I make it nice and sweet, and ­
And just at that moment, a figure appears in the second-story window in the White house.
Although Stella and we really can't distinctly see through the sun's glare, it's unmistakably
MARGARET WHITE. The moment this big woman sees her daughter with Stella, she lets
out a bloodcurdling scream:
MARGARET
CAARRIEETTAAA!!!
8 CARRIE, STELLA"|unknown||
19||Both frozen by this terrible sound|stage direction||
20||"9 STELLA'S POV ­ CLOSER ON CARRIE
As she sucks in her breath, quivering with fright, looking as if she might faints. She looks
quickly to Stella, then back at the White house, then back to Stella. For the merest flash, she
seems to smile ­ or is she about to cry?
And then, she's gone ­ running around the hedge and then up the porch stairs and into the
White house as fast her legs can carry her."|unknown||
21||10. STELLA|location||
22||"Stands there, riveted. Not knowing what's happened, what to do. It's utterly silent for a
moment.
And then, an incredible CACOPHONY of strange sounds starts coming from the White
house ­ an unearthly babble as Margaret White screams, rants, and screeches; as Carrie sobs
that she's sorry, that she forgot.
STELLA
Mother!
(louder)
Mother!
5"|unknown||
23||11. THE HORAN HOUSE|location||
24||"As MRS. HORAN ­ in an old housedress with the hem falling down in the back ­ rushes out
to answer to her daughter's call.
MRS. HORAN
What in the name of God? What's the matter?
STELLA
(frantic)
I don't know... Carrie was just talking to me,
and Mrs. White started screaming and..."|unknown||
25||12. THE WHITE HOUSE|location||
