|character|text|type|character_clean|gender
0||"East Great Falls High
by
Adam Herz
WHITE REVISION: 7/7/98"|unknown||
1||"NOTE: THE HARD COPY OF THIS SCRIPT CONTAINED SCENE NUMBERS
AND SOME ""SCENE OMITTED"" SLUGS. THEY HAVE BEEN REMOVED FOR
THIS SOFT COPY."|stage direction||
2||INT. JIM'S BEDROOM - NIGHT|location||
3||"PAN across details in a bedroom...we see discarded
shirts...pants...socks...and hear"|stage direction||
4|PORNO-CHANNEL CHICK (V.O.)|Oooh, yeah.  Oh, baby, you're so good.|speech|PORNO-CHANNEL CHICK|?
5|JIM (O.S.)|Yeah, I'm the best, baby.|speech|JIM|M
6||"Now we see a TV...but the picture isn't clear.  Or, more
appropriately, the picture is scrambled -- it phases in
and out.  Bars scroll across it.  And we get occasional
glimpses of what looks like --"|stage direction||
7|JIM (O.S.)(CONT'D)|...oh -- that was a tit, tits...|speech|JIM|M
8||"As most high-school guys know (but few will admit), it is
possible to watch the pay channels while they're
scrambled.  You just need a decent imagination to fill in
the rest of the picture.  We PULL BACK to see JIM -- 17,
short, horny."|stage direction||
9|PORNO-CHANNEL CHICK (V.O.)|Give it to me!  Yes!|speech|PORNO-CHANNEL CHICK|?
10|JIM|Oh yeah, baby, I'll give it to you.|speech|JIM|M
11||"Jim is, uh, physically involved with the scrambled babe.
We TILT DOWN to see a small multimedia presentation next
to Jim on his bed.  ""Cosmopolitan"" is open to a sexy
model...a yearbook is open to the ""girl's swim team""
section...and a dictionary next to Jim, open to the
""Vagina"" listing, accompanied by a big vagina diagram."|stage direction||
12|PORNO-CHANNEL CHICK (V.O.)|Don't you love my sexy body?!|speech|PORNO-CHANNEL CHICK|?
13|JIM|I do, baby, I do.|speech|JIM|M
14||"He frantically looks around...and grabs a tube sock off
the floor."|stage direction||
15|PORNO-CHANNEL CHICK (V.O.)|You're so big!|speech|PORNO-CHANNEL CHICK|?
16|JIM|Yeah, that's right.|speech|JIM|M
17||(deep macho voice)|location||
18|PORNO-CHANNEL STUD (V.O.)|Ohhh, tell me you're a nasty girl!|speech|PORNO-CHANNEL STUD|?
19||Jim is thrown off.|stage direction||
20|PORNO-CHANNEL STUD (V.O.)(CONT'D)|Yeahhh, you been bad, real bad!|speech|PORNO-CHANNEL STUD|?
