|text|type
0|"Revised Screenplay
17th January, 1983.
ALEXANDER SALKIND
presents
SUPERGIRL
by
David Odell
Copyright 1983
CANTHARUS PRODUCTIONS N.V.
All Rights Reserved"|stage direction
1|EXT. SPACE|location
2|THE CAMERA PULLS BACK. . .|stage direction
3|INT. ARGO CITY|location
4|"AND REVEALS THE inside of a domed city honeycombed with fantastic arches. The city is inhabited by young beautiful people in luxurious but simple costumes.
THE CAMERA ROAMS through the City, observing some people seated at a kind of cafe sipping drinks and relaxing; other people are in some kind of exercise class doing beautiful graceful movement; and finally a class of five year old children listen intently to a teacher who is demonstrating a molecular model."|stage direction
5|TEACHER|unknown
6|"And now, who can give me the electron
wave functions for Kryptonian covalent
bonding?"|location
7|"The five year olds eagerly raise their hands. The teacher points to one.
CHILD"|stage direction
8|The cube root of the wavelength over the|location
9|"natural log of the integral of the speed of
light squared.
The teacher smiles.
TEACHER"|stage direction
10|Well, maybe that was a bit too easy...|location
11|"THE CAMERA ROAMS ON through the city, following the sound of a strange, ethereally beautiful singing. The CAMERA discovers the source of the sound: an ARTIST sculpting a beautiful crystalline object with a MATTERWAND. The wand makes the singing noise as it creates matter out of energy. The Artist, whose name is ZALTAR, sometimes whistles along in counterpoint. .
A small girl is watching him with fascination. Her name is Kara, and she is seven.
Behind her, the dome, which encloses the City, marks the edge of the limbo outside.
KARA
What are you making:"|stage direction
12|"It's going to be a tree, I think.
KARA
What's a tree?"|stage direction
13|It's something they have on Earth. You know,|stage direction
14|Where is Earth?|stage direction
15|"Didn't you study six-dimensional geometry in
school?"|stage direction
16|"Yes, I know the equations---I just can't see it in
my head.
Zaltar laughs."|stage direction
17|ZALTAR|unknown
18|Even I have trouble with that sometimes. Earth is in|location
19|outer space. And we're in inner space.|stage direction
20|I don't understand.|stage direction
21|"Wait till you're older. Here -- watch this.
Zaltar takes a small OMEGAHEDRON out of his pocket and holds it in his hand."|stage direction
22|ZALTAR.|unknown
23|This is one of the four Power Sources of the City.|location
24|"I borrowed it from the Guardians. Look what I
can do with it.
Zaltar touches his MATTER.WAND to the OMEGAHEDRON and the wand instantly becomes charged with flickering light. He touches his wand to the tree sculpture---and the
sculpture comes alive with dancing lights and shadows. Kara claps her hands with delight
at the spectacle. Zaltar steps back and admires his handiwork. He carefully puts down the
OMEGAHEDRON at his feet, takes a small flask from his belt, and drinks."|stage direction
25|ZALTAR|location
26|You see, a tree is a living thing.|unknown
27|KARA|location
28|Can you create life?|unknown
29|ZALTAR|stage direction
30|No, no, just the illusion of life. A kind of|location
31|"half-life, maybe. A pale shadow of the real
thing. But it is lovely, the way the light plays
over the surface. . .
A woman's voice can be heard calling in the distance.
WOMAN'S VOICE
Kara. Kara.
Kara calls out in reply."|stage direction
32|KARA|unknown
33|"I'm here, mother.
Kara's mother ALURA appears through the lacey architecture of the city.
ALURA"|stage direction
34|Kara, you shouldn't be so near the Edge|location
35|without a grown-up.|stage direction
36|I'm sorry, Mother.|stage direction
37|"I was keeping an eye on her.
Alura puts her arm around her daughter affectionately, showing she's not really angry. Together they watch Zaltar's latest sculpture, flickering with the play of inner light and shadow.
ALURA"|stage direction
38|Thank you, Zaltar, but she has to obey the rules.|location
39|"Zaltar takes another swig from his flask. and lowers his voice confidentially.
ZALTAR"|stage direction
40|You and your husband have been kind to me,|location
41|"Alura. I have something to tell you: I'm going
away. Soon."|stage direction
42|"But where?
Zaltar bends down to Kara and hands her his matterwand.
ZALTAR"|stage direction
43|Put your fingers there, Kara. And press hard.|location
44|"She does, and the wand makes a horrible squawk. Kara laughs with delight.
ZALTAR"|stage direction
45|Good. Now, go make something pretty.|location
46|"Kara scampers away, hardly able to believe her good fortune, and starts to make all kinds of
surprising sounds with the wand on the plaza nearby. Zaltar speaks to Alura in a low, confidential voice.
ZALTAR
I've discovered a new way into the Phantom
Zone."|stage direction
47|But the phantom Zone is for criminals.|stage direction
48|"It's big. And empty. I'm tired of limiting myself
to  Argo City. I want to do something new. I'm
starting to repeat myself here with this airy,
glittery stuff....
Zaltar waves a hand deprecatingly at the city around him.
ALURA"|stage direction
49|But Zaltar---you founded the city! It's yours. We|location
50|"were all just refugees from Krypton when you gathered
us together and brought us here, to the inner dimension.
You can't abandon us now. You have a responsibility to us!
In the background, Kara has been modeling a spiky insect-like CREATURE. Now she suddenly finds the OMEGAHEDRON on the ground beside her. She doesn't stop to wonder how it got there from beside Zaltar's feet. She simply picks up the OMEGAHEDRON and touches it to the spiky creature. The creature suddenly flicks its wings and COMES TO LIFE, unnoticed by the adults. Kara drops the wand and laughs out loud with delight as the magical creature takes off from the ground and starts flying in circles around her head, glittering as if it were made of diamonds.
ZALTAR
I'm an artist, Alura. My work comes first. Other
people come second."|stage direction
51|"How can you create beauty...with a selfish heart?
The spiky insect-creature flies closer and closer around the little girl's head, buzzing angrily. Her look of delight turns to fear. She tries to shoo the creature away. It flies off toward the thin membrane that encloses the city.
The spiky creature flies into the membrane and tears a ragged hole in it. With a giant WHOOSH all the air in the city starts to rush out the hole. Kara is swept along toward the hole by the wind. She cries out and stretches pleading hands toward her mother. THE OMEGAHEDRON is swept toward the hole as well. Kara grabs onto the ragged edge of the membrane.
ZALTAR
Kara---the Power Source!
Kara reaches for it, but it is too far from her, and the OMEGAHEDRON is sucked out into infinity by the wind. Zaltar picks up the matterwand from where Kara dropped it and touches her with the wand. She is instantly held fast. Zaltar pulls her back inside. He gives her to her mother Alura. Then Zaltar touches his wand to the membrane and seals the hole with masterful chords like a brass choir.
The wind dies down and all is silent, except for the quiet sobbing of Kara in her mother's arms. Zaltar kneels down beside her and strokes her golden hair  tenderly.
KARA"|stage direction
52|I'm sorry... I didn't know.|location
53|ZALTAR|unknown
54|It was my fault. You aren't old enough to use|location
55|the wand. I shouldn't have given it to you.|stage direction
56|But the Power Source, Zaltar.|stage direction
57|"It couldn't be helped. The city will have to make do
with three."|stage direction
58|But what will happen?|stage direction
59|"The Guardians will be angry. They may even
send me to the Phantom Zone. You see, I didn't
really have permission to borrow it. I must go
explain to them...
Zaltar hurries off nervously. THE CAMERA HOLDS ON KARA'S FACE as she senses this may be her last sight of Zaltar.
DISSOLVE TO:"|stage direction
60|EXT. A SPRINGTIME MEADOW - U.S.A. - DAY. UNDER TITLES|location
61|"A beautiful blonde in jeans and a frilly blouse is walking across a field of wildflowers. Butterflies flitter and dart from flower to flower. The blonde's name is SELENA. She is our ideal image of the girl next door, who grew up into a dynamite lady.
Her current boyfriend follows along behind her, lugging a big wicker hamper from their pickup truck parked at the edge of the road. Selena finds a grassy spot under an old oak. and spreads out a red and white checked gingham cloth..
SELENA
Over here George. It's the perfect spot. Nice view.
George sets down the wicker basket and Selena starts to unpack a scrumptious picnic of home cooked food. She unpacks fried chicken, hard-boiled eggs, potato salad, cold beer and a big rich creamy-frosted devils food cake."|stage direction
62|GEORGE|unknown
63|You sure are a good cook, Selena. Man, that looks|location
64|too pretty to eat.|stage direction
65|"Better eat it quick. It won't look too pretty when it's
all covered with ants.
She hands him a chicken drumstick and a hard-boiled egg."|stage direction
66|GEORGE|unknown
67|Selena, I've been thinking. It's time I settled|location
68|"down---and I don't know a nicer lady to settle
down with than you.
SELENA"|stage direction
69|Why George, are you proposing?|location
70|GEORGE|unknown
71|"Marry me, Selena. The hardware store doesn't bring
in much now, but...
SELENA"|stage direction
72|George---I thought you'd never ask.|location
73|"A shrill whistling sound from above makes them look up. With a loud plop and a spatter of icing the OMEGAHEDRON falls into the middle of the chocolate cake.
GEORGE"|stage direction
74|What the heck is that?|location
75|"They look up in the boughs of the tree overhead, and then down at the chocolate cake splashed all over the checked cloth.
SELENA
A squirrel Frisbee?
Selena reaches out and picks up the OMEGAHEDRON. It comes away from the cake without a trace of the chocolate icing sticking to its surface, as if made of some substance, which repels other kinds of matter.
Selena holds the shining Omegahedron in her hand and examines it, turning it around and around as if hypnotized. Her face takes on a new expression. Almost as if the simple, wholesome innocence of her nature had been blasted away by some profound new knowledge of the universe.
SELENA"|stage direction
76|That's funny. I'd swear I know just what this is,|location
77|"but I've never seen it before.
She stands up and walks across the checkered cloth, in a beeline for the pickup truck.
GEORGE"|stage direction
78|Hey, where you going?|location
79|"SELENA
(calling over her shoulder)"|unknown
80|I've got things to do.|stage direction
81|What about my proposal?|stage direction
82|(dismissively)|unknown
83|"Call me next week. Maybe we can have lunch.
She gets in the pickup and. drives away.
GEORGE
Hey! My truck!
DISSOLVE TO:"|stage direction
84|"She is ten years older now, a young lady. Almost ready to assume the long flowing gown of an adult, but still in the tunic worn by those under eighteen.
ALURA"|stage direction
85|(voice over)|unknown
86|But Kara, you are too young to go.|location
87|"ANOTHER ANGLE. ARGO CITY. DIMMED
They are in the assembly amphitheater of the city, where the kindergarten nuclear physics class was seen. Kara is in the centre of the ring, with adults seated in scattered rows around her. Her parents Zor-El and Alura are standing in front of her.
KARA"|stage direction
88|I am almost an adult. This is what I want.|location
89|ZOR-EL|stage direction
90|But Kara, no one has ever gone from here to|location
91|Earth. The journey is dangerous.|stage direction
92|It was my fault we lost the Power Source.|stage direction
93|Years ago. And it was Zaltar who stole it.|stage direction
94|I allowed it to escape the City.|stage direction
95|"Ever since we told you how your cousin Superman
was sent there as an infant, all you have wanted to do
was visit this place."|stage direction
96|"Yes, I do want to go. But someone must go. Our
scanning shows the Power Source has finally
reached the Earth. It could destroy everything unless
someone brings it back."|stage direction
97|Superman will return it.|stage direction
98|"Why haven't you been able to contact him? He should
have returned from the neutron galaxy ages ago. He
may be dead.
ZOR-EL
But what can you, a mere girl-"|stage direction
99|"I'll have super powers there. Like him. We can't wait.
Our lights are fading. Look around you. When I was a
child the City was bright and shining. Look at it now.
Zor-El and Alura sigh. There is no denying that the brilliance of Argo City has been much dimmed since Kara was a little girl."|stage direction
100|ALURA|unknown
101|What do your teachers think?|location
102|Zor-El looks around the circle. A beautiful woman speaks.|stage direction
103|TEACHER|unknown
104|It would be sad to lose one of our finest young ones|location
105|"to the dimension barrier-- but the City cannot last much
longer without the Power Source. It is her future she's
fighting for, Zor-El."|stage direction
106|"Very well, let it be done.
Alura embraces Kara emotionally, fighting back the tears. Kara too is struggling to control her own emotions.
KARA"|stage direction
107|Don't worry, Mother, I'll be all right. I've studied|location
108|"the transmissions from Earth. I know their customs.
Kara walks out of the amphitheater with her parents.
ALURA"|stage direction
109|But they are such strange, unstable people.|location
110|KARA|unknown
111|Then I will learn to act strange like them.|location
112|Kara holds up a small handbag. Inside we glimpse red and blue material.|stage direction
113|KARA|unknown
114|I have made clothing and copies of their money, I|location
