|character|text|type|character_clean|gender|principal_character
0||OBSESSED|unknown|||
1||"David Loughery
October 15, 2007"|unknown|||
2||FADE IN:|stage direction|||
3||EXT. HOUSE IN THE HOLLYWOOD HILLS - EARLY MORNING|location|||
4||"A two-story California Craftsman with a SOLD sign in the
front yard. Yukon SUV pulls into the drive and stops.
The driver's door opens and DEREK CHARLES steps out, a
handsome and likable African-American in his early 30's; a
guy who's fought hard to make himself a success in business
and life. Derek wears a business suit and the first thing he
does is cross the lawn to the SOLD sign.
With a new homeowner's look of satisfaction, Derek grips the
SOLD sign and pulls it out of the ground."|stage direction|||
5||WOMAN'S VOICE|unknown|||
6|Written by|Derek?|speech|Written by|?|
7||"D erek looks over to where his pretty wife BETH is standing
beside the SUV, holding their cute 2 year old son KYLE in her
arms. Beth shakes her head with amusement."|stage direction|||
8||"BETH
What are you going to do with that?
CUT TO:"|unknown|||
9||INT. LIVING ROOM - MINUTES LATER|location|||
10||"The SOLD sign, now in pieces, burns brightly in the
fireplace. The rest of the room is empty except for KYLE who
is nearby, asleep in his stroller. Derek and Beth's VOICES
drift down from upstairs."|stage direction|||
11||"BETH'S VOICE
This is coming down.
DEREK'S VOICE
Why?
BETH'S VOICE
Do you want people to think we put it up?"|unknown|||
12||"(soft chuckle)
I don't know. I kind of like it."|unknown|||
13||"Please tell me you're joking.
2."|unknown|||
14||INT. MASTER BEDROOM - SECOND FLOOR|location|||
15||"Derek and Beth stare up at their own reflections in a huge
ceiling mirror. The rest of the room is vacant."|stage direction|||
16||DEREK|unknown|||
17||"All I'm saying, before we take it down...
maybe we should try it out."|location|||
18||(PLAYFUL)|unknown|||
19||You know. Christen the new house.|location|||
20||BETH|unknown|||
21||And what do you suggest we use for a bed?|location|||
22||DEREK|unknown|||
23||"What do we need a bed for when we've got
a fine shag carpet?"|location|||
24||"BETH
(LAUGHS)"|unknown|||
25||"Because I'm gonna have fine shag carpet
tattoos all over my --"|location|||
26||"Derek puts his arms around her waist and pulls her close.
Beth resists -- but only slightly."|stage direction|||
27||BETH (cont'd)|unknown|||
28||Don't you have to go to work?|location|||
29||"DEREK
(nuzzling her neck)"|unknown|||
30||Told `em I'd be late.|location|||
31||BETH|unknown|||
32||What about...|location|||
33||DEREK|unknown|||
34||"Kyle? That boy wouldn't wake up if a
nuclear bomb went off."|location|||
35||BETH|unknown|||
36||Maybe not, but the movers...|location|||
37||DEREK|unknown|||
38||Won't be here for another hour.|location|||
39||"Beth smiles, giving in. They look up at themselves in the
mirror like naughty teenagers."|stage direction|||
40||BETH|unknown|||
41||Derek, you are so bad.|location|||
42||(CONTINUED)|unknown|||
43||M|stage direction|||
44||3.|unknown|||
45||CONTINUED:|stage direction|||
46|DEREK|Isn't THAT why you married me?|speech|DEREK|M|True
47||As they begin to kiss passionately...|stage direction|||
48||CUT TO:|unknown|||
49||"CEILING MIRROR - MINUTES LATER
Distorted images of Derek and Beth in the mirror's
reflection, naked bodies intertwined, making love on the
carpet.
I"|stage direction|||
50||NT. LIVING ROOM|unknown|||
51||"Kyle continues to snooze in his stroller. Outside the
window, a moving van arrives and BLOWS its horn."|stage direction|||
52||INT. BEDROOM|location|||
53||"Beth, drowsing in Derek's arms.    They stir at the sound of
the horn."|stage direction|||
54||DEREK|unknown|||
55||"Want me to stay?     Crack the whip on these
guys?"|location|||
56||BETH|unknown|||
57||"No. Go to work and earn that promotion.
Somebody's got to pay for all this."|location|||
58||"They share a quick kiss and then Beth swings over to find her
clothes.
As Beth dresses, Derek stares up at himself.    He smiles with
satisfaction. Life is good."|stage direction|||
59||CUT TO:|unknown|||
60||INT. LIVING ROOM - LATER|location|||
61||OVERS bring in furniture, placing a big glass table in the|unknown|||
62||"dining room area below the stairs.
Nearby, Beth opens a box and removes family pictures. She
arranges them with loving care on the mantle above the fire
place."|stage direction|||
63||(CONTINUED)|unknown|||
64||"A
T"|stage direction|||
65||"C
4."|unknown|||
66||"CONTINUED:
FRAMED PHOTOS of Derek and Beth in their early dating days,
at their wedding, celebrating holidays, Beth pregnant, the
birth of Kyle; photos illustrating the history of this happy
family."|stage direction|||
67||UT TO:|unknown|||
68||INT. YUKON - DAY|location|||
69||"Picture of Beth and Kyle smiling at him from the dash, Derek
drives the freeway toward the skyscrapers of downtown. He
listens to the stock and financial report. Then, switches
over to CD and Gnarls Barkley's ""Gone Daddy Gone"" blares out.
The two sides of Derek Charles.                        C"|stage direction|||
70||UT TO:|unknown|||
71||EXT. DOWNTOWN LA - DAY|location|||
72||"ANGLING DOWN from a towering glass and steel office building
as Derek's Yukon enters the parking garage."|stage direction|||
73||CUT TO:|unknown|||
74||INT. ELEVATOR|location|||
75||"Derek and several others ride up from the parking garage.
Derek scans the Business page of a folded newspaper."|stage direction|||
76||he elevator stops on the ground floor, the door slides open|unknown|||
77||and MORE PEOPLE get on. The doors shut and the car ascends.|stage direction|||
78||t other floors, people get on and off until it's just Derek|unknown|||
79||"and one other passenger: LISA SHERIDAN, balancing an arm
load of thick files. She's in her mid-20's, white,
beautiful, glasses and hair pulled back projecting an
efficient, smart and sophisticated look; simple blouse and
skirt, high heels, great legs.
Lisa glances over at Derek, intrigued."|stage direction|||
80||ISA|unknown|||
81||Gage/Bendix?|location|||
82||Derek looks up from his paper with a distracted smile.|stage direction|||
83||Excuse me?|location|||
84||LISA|unknown|||
85||"I couldn't help but notice we're both
going to Seven."|location|||
86||"(CONTINUED)
5."|unknown|||
87||CONTINUED:|stage direction|||
88||DEREK|unknown|||
89|DEREK|Right.   Gage/Bendix.   I work there.|speech|DEREK|M|True
90|LISA|I thought you might.|speech|LISA|F|True
91|DEREK|Do you have an appointment with us?|speech|DEREK|M|True
92||LISA|unknown|||
93|DEREK|Why?   Do I look like a client?|speech|DEREK|M|True
94|DEREK|Actually, you do.|speech|DEREK|M|True
95||(pleasant laugh)|unknown|||
96|LISA|W|speech|LISA|F|True
97||ell, I hate to shatter the illusion but|unknown|||
98|LISA|I'm just a lowly temp.|speech|LISA|F|True
99||"DEREK
(genuinely surprised)"|unknown|||
100||You're a temp?|location|||
101||LISA|unknown|||
102||Just here for the day.|location|||
103||DEREK|unknown|||
104||Well, you could have fooled me.|location|||
105||Lisa shifts on her feet.|stage direction|||
106||LISA|unknown|||
107||"I'm beginning to think these heels were a
big mistake."|location|||
108||Derek glances down at her shapely legs.|stage direction|||
109||LISA (cont'd)|unknown|||
110||"I should have worn my track shoes.
They've got me running all over town
picking up these disclosure --"|location|||
111||"That's when the pile in her arms slides south.       The files
fall to the floor and spread out in a mess.
Lisa LAUGHS and drops to her knees."|stage direction|||
112||LISA (cont'd)|unknown|||
113||God, I'm such a klutz.|location|||
114||Derek bends down to help.     Their hands touch briefly.|stage direction|||
115||"(CONTINUED)
P
L"|unknown|||
116||T|stage direction|||
117||6.|unknown|||
118||CONTINUED: (2)|stage direction|||
119||DEREK|unknown|||
120||No problem. Happen to anybody.|location|||
121||They straighten up, look at each other.|stage direction|||
122||he door slides open, revealing the sleek and vast offices of|unknown|||
123||GAGE BENDIX, ALTERNATIVE ASSET MANAGEMENT.|stage direction|||
124||ISA|unknown|||
125||Thanks.   I owe you one.|location|||
126||"CAMERA FOLLOWS Derek through a warren of cubicles where STAFF
WORKERS attend phones and computers. He becomes aware that
Lisa is right behind him."|stage direction|||
127||"DEREK
(with humor)"|unknown|||
128||Are you following me?|location|||
129||LISA|unknown|||
130||"No. I'm taking these files to Mister
Charles' office. They said it was this
way."|location|||
131||DEREK|unknown|||
132||Derek Charles?|location|||
133||LISA|unknown|||
134||I guess you probably know him.|location|||
135||DEREK|unknown|||
136||Oh, yeah, I know him.|location|||
137||(lowers his voice)|unknown|||
138||"Kind of an asshole, takes himself waaaay
too seriously. But don't tell him I said
that.     L"|location|||
139||ISA|unknown|||
140||I could get you into trouble?|location|||
141||DEREK|unknown|||
142||Deep trouble.|location|||
143||"Approaching a desk where Derek's assistant, a mild-looking
man in his late 30's named PATRICK looks up and smiles.
Across from Patrick is another desk and another assistant, a
middle-aged woman named MARGE."|stage direction|||
144||ATRICK|unknown|||
145||Morning, Derek. How's the new house?|location|||
146||"(CONTINUED)
7."|unknown|||
147||CONTINUED: (3)|stage direction|||
148||DEREK|unknown|||
149||"Total chaos. Lucky for me, I sneaked out
as soon as the movers showed up."|location|||
150||PATRICK|unknown|||
151||Beth must have loved that.|location|||
152||DEREK|unknown|||
153||"If she calls mad -- and she will -- tell
her I'm in a meeting."|location|||
154||PATRICK|unknown|||
155||"Remember who used to sit at this desk?
She'll know I am lying."|location|||
156||"DEREK
(with a smile)"|unknown|||
157||Good point.|location|||
158||"Patrick CHUCKLES as Derek enters his office and vanishes
inside. Patrick notices Lisa standing there with her arm
load of files."|stage direction|||
159||"PATRICK
(to Lisa)"|unknown|||
160||Can I help you?|location|||
161||Lisa stares at Derek's office.|stage direction|||
162||LISA|unknown|||
163||That's Derek Charles?|location|||
164||PATRICK|unknown|||
165||Yes.|location|||
166||"Lisa breaks into a smile; obviously charmed.
Patrick takes amused notice of Lisa's interest in Derek."|stage direction|||
167||"PATRICK (cont'd)
(TEASING)"|unknown|||
168||Watch it, girl. He's married.|location|||
169||LISA|unknown|||
170||The good ones are always married.|location|||
171||"PATRICK
(dramatic sigh)"|unknown|||
172||Or straight.|location|||
173||"CUT TO:
G
G
8."|unknown|||
174||INT. MEETING ROOM - LATER|location|||
175||"Derek sits at a long table with his silver-haired boss, JOE
GAGE and his best friend and co-worker BEN KINGMAN. One wall
of the room is glass, giving a view of the outer office
activity.            G"|stage direction|||
176||"AGE
(to Derek)"|unknown|||
177||"Did you talk to our German friend, Herr
Ganz?"|location|||
178||DEREK|unknown|||
179||"Matter of fact, I just got off the line
to Berlin."|location|||
180||GAGE|unknown|||
181||And?|location|||
182||DEREK|unknown|||
183||"Ganz doesn't like the way the Stock
Market's been gyrating and he thinks the
hedge fund wave is about to crest."|location|||
184||AGE|unknown|||
185||You think he's right?|location|||
186||DEREK|unknown|||
187||"Hell, no. I think he's a hundred percent
wrong. We haven't even gotten close to
that point yet. Hedge fund demand is
coming from individual investors which is
why it's gaining mainstream acceptance.
You know Ganz. He gets paranoid when
anything goes mainstream. He started
making Auf Wiedersehen noises but I
managed to talk him into a private equity
portfolio instead... to the tune of 155
mil."|location|||
188||"AGE
(PLEASED)"|unknown|||
189||"I knew there was a reason I promoted you.
No offense, Ben."|location|||
190||BEN|unknown|||
191||"None taken, Joe. I'm just honored to be
allowed to exist in Derek's world."|location|||
192||"Derek looks over at Ben who winks at him. They're friends
and good-natured ribbing is part of their relationship."|stage direction|||
193||(CONTINUED)|unknown|||
194||9.|unknown|||
195||CONTINUED:|stage direction|||
196|GAGE|"Good. I want you to throw Derek all your
support on this one."|speech|GAGE|F|
197||T|stage direction|||
198||hat's when Lisa walks by on the other side of the glass.|unknown|||
199||Gage perks up.|stage direction|||
200|GAGE (cont'd)|Whose legs are those?|speech|GAGE|F|
201|BEN|Never seen `em before.|speech|BEN|M|True
202|DEREK|I think she's one of the temps.|speech|DEREK|M|True
203|BEN|You mean temptress...|speech|BEN|M|True
204|GAGE|"Remind me to call that agency and have
them send over a couple more just like
her. Doesn't hurt to have a little eye
candy around the office, does it, boys?"|speech|GAGE|F|
205||"Ben agrees. Derek merely nods.        He's not comfortable with
this tone of sexism."|stage direction|||
206||CUT TO:|unknown|||
207||INT. OFFICE - EVENING|location|||
208||"End of the day. Workers are leaving. Derek passes an open
office door. Ben sticks his head out."|stage direction|||
209|BEN|"I scored an extra Lakers ticket for
tomorrow night. Think you can get free?"|speech|BEN|M|True
210|DEREK|I'm moving into a new house.|speech|DEREK|M|True
211||EN|unknown|||
212|DEREK|So?|speech|DEREK|M|True
213|DEREK|Do I look like a man who wants a divorce?|speech|DEREK|M|True
214||EN|unknown|||
215|DEREK|"I could call and say it's a work
emergency."|speech|DEREK|M|True
216||(CONTINUED)|unknown|||
217||D|stage direction|||
218||10.|unknown|||
219||CONTINUED:|stage direction|||
220|DEREK|"Thanks, but I think I'll stay married
instead."|speech|DEREK|M|True
221||(LAUGHS)|unknown|||
222|BEN|Coward.|speech|BEN|M|True
223||"Ben ducks back into his office.      Derek walks past a cubicle
on their way to the elevator."|stage direction|||
224|LISA|Good night, Mister Charles.|speech|LISA|F|True
225||"Derek stops, turns and sees Lisa sitting at a computer
station. She smiles. L"|stage direction|||
226||ISA (cont'd)|unknown|||
227|LISA|You punk'd me.|speech|LISA|F|True
228||(LAUGHS)|unknown|||
229|DEREK|Sorry but you set me up.|speech|DEREK|M|True
230||(with humor)|unknown|||
231|LISA|"Don't worry. I'll get my revenge.    And
by the way, you might like to know
everybody who works here strongly
disagrees with you."|speech|LISA|F|True
232|DEREK|About what?|speech|DEREK|M|True
233|LISA|"About Derek Charles being an asshole.
They all say he's the nicest guy in the
firm."|speech|LISA|F|True
234|DEREK|"Well, that just proves he's got `em all
fooled."|speech|DEREK|M|True
