|character|text|type|character_clean|gender|principal_character
0||"BURLESQUE
Written by
Steven Antin
2/20/09"|unknown|||
1|unknown|"TITLE SEQUENCE OVER MUSIC
A series of tight CLOSE-UP shots of dancers moving in high
energy fast paced sexy choreography. Very provocative. Legs.
Arms. Butts. Boas. Sequins. Costumes. High heels. A
kaleidoscope of images and colors.
END TITLES ON A BLACK SCREEN
FADE IN sounds of PEOPLE TALKING -- GLASSES CLINKING -- all
the BACKGROUND SOUNDS of a BUSY, HIP NIGHTCLUB. SUDDENLY.. .a
loud DRUM ROLL.
CAMERA is low, moving through BACKSTAGE, passing CURTAINS and
the WINGS, flying out onto a shiny black STAGE awash in
light. PUSH IN on FOOTLIGHTS which are now blinding us,
blasting into camera as they form the word..."|speech|unknown|?|
2|BURLESQUE|"DRUM ROLL ends with a CYMBAL CRASH. The SCREEN goes BLACK.
Then we hear an opening MUSIC ""INTRO"", a bawdy QUARTET.
EXTREME CLOSE UP: RED LUSCIOUS LIPS... speaking directly into
CAMERA in a smoky, sultry voice."|speech|BURLESQUE|F|
3|TESS|"Once upon a time ...a long, looong
time ago... there was a good little
girl...and they called her...
REVEAL ...TESS. A stunner with impossibly long lashes,
theatrical make-up and a sequined, skin-tight band-aid of a
dress. She works the tight stage of the club, toying with
the AUDIENCE."|speech|TESS|F|True
4|TESS (CONT'D)|"Burlesque.
MUSIC BLARES from a HOT YOUNG BUMPER BAND -- sax, drums, bass
-- wearing bowler hats, suspenders and lots of ink. The
crowd HOOTS. Lame streamers EXPLODE from the stage."|speech|TESS|F|True
5|TESS (CONT'D)|"Some say she up and died-of
neglect. Abandonment."|speech|TESS|F|True
6|(WHISPER)|".old age.
The club's red booths are about half-full with a hip crowd.
Walls cluttered with photos. Celebrities tucked in shadows.
2."|speech|||
7|TESS (CONT'D)|"But I say...no matter how hard you
try, you can't keep a good girl
down. And I've got a bevy of 'em."|speech|TESS|F|True
8||INT. BACKSTAGE DRESSING ROOM - CONTINUOUS|location|||
9|TESS (CONT'D)|"A DOZEN gorgeous, leggy GIRLS fight for the mirror. Miles of
skin. Heavy make-up. Lashes. Boobs. Butts. Fishnets.
Boas. And SEQUINS. Oceans of them. It's definitely
decadent. Completely cabaret.
TESS (O.S.)
Come to think of it, none of them
are all that good, which isn't all
that bad...
SEAN (31), a cute gay guy with an armful of accessories
pushes his way through the girls and in a blur, tightens a
corset, tosses a boa, adjusts a garter just so.
TESS (O.S.) (CONT'D)
Eight shows a week. Sixteen
gorgeous girls. Thirty-two towers
of luscious legs...
BACK ON TESS --
Behind her, our GIRLS slink onto the stage one by one."|speech|TESS|F|True
10|TESS (CONT'D)|"Say hello to Scarlett. Jesse.
Anna. Coco-puff. And Georgie-Girl.
The girls gather at the edge of the stage, lit by footlights,
moving in place to the beat of the INTRO MUSIC. Hips sway.
Fingers snap. Tess weaves playfully between them."|speech|TESS|F|True
11|TESS (CONT'D)|All of them the creme-de la creme.|speech|TESS|F|True
12|(CYMBAL CRASH)|"De la creme.
The girls strike nasty, (but funny) provocative poses, etc..."|speech|||
13|TESS (CONT'D)|"Each one a bastion of bodacious...
(Coco bends over, peers
between her legs)
Elegance.
TWO GIRLS upside down on chairs NAIL aerial splits.
3."|speech|TESS|F|True
14|TESS (CONT'D)|"Not to mention their other...
(smacks Coco on the ass)
Ass-ets.
Coco raises a brow, moves her butt to a LOUD BUMP-AND-GRIND."|speech|TESS|F|True
