|character|text|type|character_clean|gender|principal_character
0||ZERO DARK THIRTY|location|||
1||"Written by
Mark Boal"|stage direction|||
2||October 3rd, 2011|unknown|||
3|unknown|"FROM BLACK, VOICES EMERGE--
We hear the actual recorded emergency calls made by World
Trade Center office workers to police and fire departments
after the planes struck on 9/11, just before the buildings
collapsed.
TITLE OVER: SEPTEMBER 11, 2001
We listen to fragments from a number of these calls...starting
with pleas for help, building to a panic, ending with the
caller's grim acceptance that help will not arrive, that the
situation is hopeless, that they are about to die."|speech|unknown|?|
4|CUT TO:|TITLE OVER: TWO YEARS LATER|speech|CUT TO:|?|True
5||INT. BLACK SITE - INTERROGATION ROOM|location|||
6|DANIEL|"I own you, Ammar. You belong to me.
Look at me.
This is DANIEL STANTON, the CIA's man in Islamabad - a big
American, late 30's, with a long, anarchical beard snaking
down to his tattooed neck. He looks like a paramilitary
hipster, a punk rocker with a Glock."|speech|DANIEL|F|True
7|DANIEL (CONT'D)|"(explaining the rules)
If you don't look at me when I talk
to you, I hurt you. If you step off
this mat, I hurt you. If you lie to
me, I'm gonna hurt you. Now, Look
at me.
His prisoner, AMMAR, stands on a decaying gym mat, surrounded
by four GUARDS whose faces are covered in ski masks.
Ammar looks down. Instantly: the guards rush Ammar, punching
and kicking."|speech|DANIEL|F|True
8|DANIEL (CONT'D)|"Look at me, Ammar.
Notably, one of the GUARDS wearing a ski mask does not take
part in the beating.
2."|speech|DANIEL|F|True
9||EXT. BLACK SITE - LATER|location|||
10|DANIEL (CONT'D)|"Daniel and the masked figures emerge from the interrogation
room into the light of day. They remove their masks and we
see that one is a beautiful young woman in her mid-twenties.
She has a pale, milky innocence and bright blue eyes, thin
and somewhat frail looking, yet possessing a steely core
that we will come to realize is off-the-charts. This is
MAYA, a CIA targeter and subject-matter expert on her first
overseas assignment."|speech|DANIEL|F|True
11|DANIEL|"(to the guard)
Are we gonna board up these windows
or what?"|speech|DANIEL|F|True
12|(TO MAYA)|"Just off the plane from Washington,
you're rocking your best suit for
your first interrogation, and then
you get this guy. It's not always
this intense."|speech|||
13|MAYA|"I'm fine.
She's not."|speech|MAYA|F|True
14|DANIEL|"Just so you know, it's going to take
awhile. He has to learn how helpless
he is. Let's get a coffee."|speech|DANIEL|F|True
15|MAYA|"No, we should go back in.
Something about the strange intensity of her expression makes
Daniel reconsider and he turns back to the interrogation
room."|speech|MAYA|F|True
16|DANIEL|"You know, there's no shame if you
wanna watch from the monitor.
She shakes her head."|speech|DANIEL|F|True
17|DANIEL (CONT'D)|"Alright.
At the door, Daniel hands the ski mask back to Maya."|speech|DANIEL|F|True
18|DANIEL (CONT'D)|"You might want to put this on.
3."|speech|DANIEL|F|True
19|MAYA|"You're not wearing one. Is he ever
getting out?"|speech|MAYA|F|True
20|DANIEL|Never.|speech|DANIEL|F|True
21||INT. INTERROGATION ROOM - LATER|location|||
22|CUT TO:|"SUPERIMPOSE: CIA BLACK SITE - UNDISCLOSED LOCATION
Ammar, bruised from the beating, is restrained with ropes.
Maya stands a few feet behind Daniel, attentive, wary of
what is to come. This is her first interrogation and she is
on the verge of vomiting from the stench in the room. She
looks around at the sound-proofed walls, the puddles of water
on the floor."|speech|CUT TO:|?|True
23|DANIEL|"Right now, this is about you coming
to terms with your situation. It's
you and me, bro. I want you to
understand that I know you, that
I've been studying you for a very
long time. I could have had you
killed Karachi. But I let you live
so you and I could talk."|speech|DANIEL|F|True
24|"AMMAR
(RESISTANT)"|"You beat me when my hands are tied.
I won't talk to you."|speech|AMMAR|F|True
25|DANIEL|"Life isn't always fair, my friend.
Did you really think that when we
got you, I'd be a nice fucking guy?"|speech|DANIEL|F|True
26|AMMAR|"You're a mid-level guy. You're a
garbage man in a corporation. Why
should I respect you?"|speech|AMMAR|F|True
27|DANIEL|"And you're a money man. A paperboy!
Daniel paces around Ammar, anger rising."|speech|DANIEL|F|True
28|DANIEL (CONT'D)|A disgrace to humanity!|speech|DANIEL|F|True
29|(MORE)|4.|speech|||
30|DANIEL (CONT'D)|"You and your uncle murdered three
thousand innocent people. I have
your name on a five-thousand dollar
transfer via Western Union to a 9/11
hijacker.
He leans into Ammar's ear. Uncomfortably close."|speech|DANIEL|F|True
31|DANIEL (CONT'D)|"And you got popped with 150 kilograms
of high explosives in your house!
AND THEN YOU DARE QUESTION ME?!
And then Daniel smiles, laughs. Mercurial."|speech|DANIEL|F|True
32|DANIEL (CONT'D)|"I'm just fucking with you.
Beat. He laughs again."|speech|DANIEL|F|True
33|DANIEL (CONT'D)|"I don't want to talk about 9/11.
What I want to focus on is the Saudi
group.
Daniel shows him a photo."|speech|DANIEL|F|True
34|DANIEL (CONT'D)|"That there is Hazem al-Kashmiri.
And I know this dude is up to some
serious shit, and what I want from
you is his Saudi email."|speech|DANIEL|F|True
35|(PAUSE)|Feel free to jump in.|speech|||
36|(PAUSE)|"Ammar, bro, I know that you know
this dude, just give me his
email...and I will give you a blanket.
I will give you a blanket and some
solid food.
No response from Ammar. Daniel starts putting on his gloves."|speech|||
37|DANIEL (CONT'D)|I know that you know him.|speech|DANIEL|F|True
38|AMMAR|"I told you before, I won't talk to
you."|speech|AMMAR|F|True
39|DANIEL|Have it your way.|speech|DANIEL|F|True
40|(MORE)|5.|speech|||
41|DANIEL (CONT'D)|"(to the masks)
Let's go.
It all happens in a flash: in one swift motion, Daniel pushes
Ammar to the floor, the guards pin his limbs, and Daniel
smothers Ammar's face with a towel.
Ammar thrashes. Daniel considers his next move."|speech|DANIEL|F|True
42|"DANIEL (CONT'D)
(TO MAYA)"|"Grab the bucket.
Maya follows Daniel's gesture to the corner of the room,
where there's an ICE CHEST filled with WATER and a PLASTIC
PITCHER."|speech|DANIEL|F|True
43|DANIEL (CONT'D)|"Put some water in it.
She dips the pitcher in the water, hands shaking."|speech|DANIEL|F|True
44|DANIEL (CONT'D)|"C'mon, let's go.
The stress and strain on her face is enormous as she brings
the bucket back to Daniel.
Daniel starts pouring the water on Ammar's face, which is
now covered by a towel. Ammar thrashes with rising panic."|speech|DANIEL|F|True
45|DANIEL (CONT'D)|"Hazem was a friend of Ramzi Yousef,
you guys met in Tunisia back in the
70s."|speech|DANIEL|F|True
46|AMMAR|"(gasping for breath)
I don't know, you asshole.
Maya shakes her head ""no."""|speech|AMMAR|F|True
47|MAYA|That's not credible.|speech|MAYA|F|True
48|"AMMAR
(SCREAMING)"|Why are you doing this to me?|speech|AMMAR|F|True
49|DANIEL|"You're a terrorist, that's why I'm
doing it to you.
6."|speech|DANIEL|F|True
