|character|text|type|character_clean|gender|principal_character
0||"AUGUST: OSAGE COUNTY
Written by
Tracy Letts"|unknown|||
1||1   AN ENDLESS SKY AT TWILIGHT                                  1|location|||
2||"Foreboding. Heat lightning in the distance. Miles of
unforgiving, summer-scorched prairie.
BEVERLY (OS)
...""Life is very long..."""|unknown|||
3||2   MILES OF STRAIGHT ROAD                                      2|location|||
4||"Two lanes, not a car in sight. Cracked asphalt undulates over
gentle, browned hills, disappears into an infinite horizon.
BEVERLY (OS)
TS Eliot. Not the first person to say
it, certainly not the first person to
think it."|unknown|||
5||3   A LAKE IN THE GATHERING DUSK                                3|location|||
6||"Flat, still. An empty aluminum rowboat lolls listlessly,
tied haphazardly to an old wooden dock.
BEVERLY (OS)
But he's given credit for it because
he bothered to write it down."|unknown|||
7||4   AN OLD FARM HOUSE SITTING ATOP A LOW HILL                   4|location|||
8||"At the end of a long gravel road.   Surrounded by towering
black walnuts and lace-bark elms.   A farm once, no one's put
a plow to earth here in decades.
BEVERLY (OS)
So if you say it, you have to say his
name after it. ""Life is very long:"" TS
Eliot. Absolutely goddamn right.
Wrap around porches, forgotten gardens. Imposing in the
gathering gloom. A single downstairs window glows.
BEVERLY (OS) (CONT'D)
Give the devil his due. Very few
poets could've made it through Eliot's
trial and come out, brilliantined and
double-breasted and Anglican."|unknown|||
9||4   CONTINUED:                                                    4|location|||
10||And now, a face fills the screen --|unknown|||
11||5   INT. BEVERLY'S DIMLY LIT STUDY - TWILIGHT                     5|location|||
12||"BEVERLY WESTON. A craggy, wise and deeply sad Okie.    We take
a long moment, just to study that face.
BEVERLY
Not hard to imagine, faced with
Eliot's first wife, lovely Viv, how
Crane or Berryman might have reacted,
just foot-raced to the nearest bridge;
Olympian Suicidalists.
Stares out the window at the darkening, ominous horizon.
BEVERLY (CONT'D)
Not Eliot: after sufficient years of
ecclesiastical guilt, plop her in the
nearest asylum and get on with it.
He sits   at a cluttered desk, his face damp with sweat. Nurses
a glass   of whiskey, his staggered delivery due more to his
careful   selection of words than drunkenness. He's talking to
someone   we do not yet see.
BEVERLY (CONT'D)
God-a-mighty. You have to admire the
purity of the survivor's instinct.
From somewhere upstairs, a THUD. He looks to the ceiling.
BEVERLY (CONT'D)
Violet. My wife. She takes pills,
sometimes a great many. They affect...
among other things, her equilibrium.
Fortunately, they eliminate her need
for equilibrium..."|unknown|||
13||6   INT. VIOLET'S BEDROOM - TWILIGHT                              6|location|||
14||"Full of shadows. She sits up slowly from rumpled sheets.
We're on her profile, CLOSE, silhouetted against the faint
light from the open bathroom door. She hesitates on the edge
of the bed, getting her bearings. Finds a pack of Winstons,
lights one. Listens to the voices filtering up from below.
""August"" 9/21/12 FINAL WHITE Draft    3."|unknown|||
15||7   INT. THE STUDY - TWILIGHT                                       7|location|||
16||"Beverly shifts, waiting for the sound of more movement from
the rooms overhead. When there is none --
BEVERLY
My wife takes pills and I drink.
That's the bargain we've struck.
INTERCUT WITH:"|unknown|||
17||8   INT. VIOLET'S BEDROOM/UPSTAIRS HALLWAY - TWILIGHT               8|location|||
18||"She gathers herself to stand. Moves to the door. We FOLLOW
HER CLOSELY. Her hair unkempt, her steps unsteady, into --
BEVERLY
The reasons why we partake are
anymore inconsequential.
The hallway, walls lined with photos of long-dead pioneer
ancestors and faded school photographs of three daughters.
BEVERLY (CONT'D)
The facts are: my wife takes pills and
I drink. That's the bargain we've
struck, just one paragraph of our
marriage contract... cruel covenant.
And these facts have over time made
burdensome the maintenance of
traditional American routine.
She makes her way to the stairs starts down.
BEVERLY (CONT'D)
Rather than once more vow abstinence
with my fingers crossed in the queasy
hope of righting our ship, I've chosen
to turn my life over to a Higher Power
and join the ranks of the Hiring
Class.
The light from the study slices across the living room.
BEVERLY (CONT'D)
It's not a decision with which I'm
entirely comfortable. I know how to
launder my dirty undies. Done it all
my life, but I'm finding it's getting
in the way of my drinking.
She can see a portion of Beverly's desk, a woman's legs.
""August"" 9/21/12 FINAL WHITE Draft   4."|unknown|||
19||8   CONTINUED:                                                     8|location|||
20||"BEVERLY (CONT'D)
Sorry about the heat in here. My wife
is cold-blooded and not just in the
metaphorical sense. She does not
believe in air-conditioning... as if
it is a thing to be disbelieved. I
knew your father, you know. Bought
many a watermelon from Mr Youngblood's
fruit stand. He did pass, didn't he??
JOHNNA
Yes, sir.
BEVERLY
May I ask how?
JOHNNA
He had a heart attack. Fell into a
flatbed truck full of wine grapes.
BEVERLY
Wine grapes. In Oklahoma.   I'm sorry.
VIOLET
Bev...?!
BEVERLY
Yes?
VIOLET
Did you pullish? Did you...Oh, goddamn                *
it... did. You. Are the police here?
BEVERLY
No...
She stands in the shadows of the living room, confused.
VIOLET
Am I looking through window? A window?
BEVERLY
Can you come here?
She steps into the study, emerging from the darkness into
light to reveal: VIOLET WESTON. Dissipated, dishevelled,
late sixties. She wears pajamas and a much slept-in robe.
VIOLET
Oh.    Hello.
She's staring at a woman sitting in front of Beverly's desk:
JOHNNA. Thirty, Native American, simply dressed.
""August"" 9/21/12 FINAL WHITE Draft   5."|unknown|||
21||8   CONTINUED:                                                      8|location|||
22||"BEVERLY
Johnna, the young woman I told you
about.
VIOLET
You tell me she's a woman. Wo-man.
Whoa-man.
BEVERLY
That I'm hiring --
VIOLET
Oh, you hire women's now the thing.
I thought you meant the other woman.
BEVERLY
To cook and clean, take you to the
clinic and to the --
VIOLET
(over-articulating)
In the int'rest of ...civil action,
your par-tic-u-lars way of speak-
king, I thought you meant you had
thought a whoa-man to be HIRED!
BEVERLY
I don't understand you.
VIOLET
(winsome, to Johnna)
Hello.
JOHNNA
Hello."|unknown|||
23||"I'm sorry.
(curtsies)
Like this.
JOHNNA
Yes, ma'am.
VIOLET
You're very pretty.
JOHNNA
Thank you.
VIOLET
Are you an Indian?
""August"" 9/21/12 FINAL WHITE Draft    6."|unknown|||
24||8   CONTINUED:                                                       8|location|||
25||"JOHNNA
Yes, ma'am.
VIOLET                                     *
What kind?                                              *
JOHNNA                                     *
Cheyenne.                                               *
VIOLET
Do you think I'm pretty?
JOHNNA
Yes, ma'am."|unknown|||
26||"(curtsies again)
Like...this?
(curtsies again)
Like this?
She stumbles, catches herself.
BEVERLY
Careful...
VIOLET
You're the house now. I'm sorry,
I took some medicine for my mussss...
muscular.
BEVERLY
Why don't you go back to bed,
sweetheart?"|unknown|||
27||"Why don't you go fuck a fucking
sow's ass?
BEVERLY
All right.
VIOLET
I'm sorry. I'll be sickly sweet. I'm
soooooooo sweet. In-el-abrially sweet.
She smiles at Johnna, goes.         Beverly watches her disappear
back up the stairs, then --"|unknown|||
28||8   CONTINUED:                                                    8|location|||
29||"BEVERLY
We keep unusual hours here. Try not
to differentiate between night and
day. You won't be able to keep a
healthy routine.
JOHNNA
I need the work.
BEVERLY
I myself require very little
attention, thrive without it, sort
of a human cactus. My wife has been
diagnosed with a touch of cancer, so
she'll need to be driven to Tulsa for
her final chemotherapy treatments.
You're welcome to use that American-
made behemoth parked out in the drive.
Welcome to make use of anything,
everything, all this garbage we've
acquired, our life's work. Do you
have any questions?
JOHNNA
What kind of cancer?
BEVERLY
My God, I nearly neglected the punch
line: mouth cancer.
JOHNNA
What pills does she take?
BEVERLY
Valium. Vicodin. Darvon, Darvocet.
Percodan, Percocet. Xanax for fun.
OxyContin in a pinch. And of course
Diluadid. I can't forget Diluadid.
Beverly wobbles to his feet, explores his bookshelf.
BEVERLY (CONT'D)
""By night within that ancient house,
Immense, black, damned, anonymous.""
(and)
My last refuge, my books: simple
pleasures, like finding wild onions by
the side of a road, or requited love.
He takes a book from the bookshelf, gives it to her.
""August"" 9/21/12 FINAL WHITE Draft   8."|unknown|||
30||8    CONTINUED:                                                      8|location|||
31||BEVERLY (CONT'D)|unknown|||
