|character|text|type|character_clean|gender|principal_character
0||"PLEASANTVILLE
A Fairytale by Gary Ross
October 7, 1996
""He was part of my dream of course
but then I was part of his dream too.""
- Lewis Carroll ""Through the looking glass"""|unknown|||
1||FADE IN:|stage direction|||
2||INT. HIGH SCHOOL AUDITORIUM. DAY.|location|||
3||"A college counselor stands at the Podium lecturing the high
school seniors about their future."|stage direction|||
4|COLLEGE COUNSELOR|"... For those of you going on to college
next year, the chance of finding a good
job will actually decrease by the time
you graduate. Entry level jobs will drop
from thirty-one to twenty-six percent,
and the median income for those jobs
will go down as well ..."|speech|COLLEGE COUNSELOR|?|
5||There is some rustling in the audience.|stage direction|||
6|COLLEGE COUNSELOR (CONT)|"Obviously, my friends, it's a
competitive world and good grades are
your only ticket through. By the year
Two Thousand  ..."|speech|COLLEGE COUNSELOR|?|
7||INT. HIGH SCHOOL. HEALTH CLASS.|location|||
8||A different teacher lectures a different class of students.|stage direction|||
9|HEALTH TEACHER|"... The chance of contracting HIV from a
promiscuous lifestyle will climb to one
in one hundred and fifty. The odds of
dying in an auto accident are only one
in twenty-five hundred."|speech|HEALTH TEACHER|?|
10||(beat)|location|||
11|HEALTH TEACHER|Now this marks a drastic increase ...|speech|HEALTH TEACHER|?|
12||INT. HIGH SCHOOL. SCIENCE CLASS.|location|||
13||Same angle. Different teacher.|stage direction|||
14|SCIENCE TEACHER|"... From just four years ago when ozone
depletion was at ten percent of its
current level. By the time you are
twenty years old, average global
temperature will have risen two and a
half degrees. Even a shift of one
degree can cause such catastrophic
consequences as typhoons, floods,
widespread drought and famine."|speech|SCIENCE TEACHER|?|
15||"REVERSE ANGLE. STUDENTS.
They stare back in stunned silence. One of them, DAVID
WAGNER, sits in the front row with a pencil in his mouth.
Nobody moves ..."|stage direction|||
16||(chipper classroom tone)|location|||
17|SCIENCE TEACHER|Okay. Who can tell me what famine is?|speech|SCIENCE TEACHER|?|
18||CUT TO:|unknown|||
19||"1958.
Birds are chirping. The sun is shining. All the hedges are
neatly pruned and the lawns are perfectly manicured. A sweet
stillness hangs over the SUBURBAN STREET, which is bathed in
beautiful BLACK AND WHITE."|stage direction|||
20|MAN'S VOICE (OS)|Honey, I'm home.|speech|MAN'S VOICE|?|
21||"SUBURBAN HOME.
GEORGE PARKER enters the front door and hangs his hat on the
coatrack. He sets his briefcase down and moves into the foyer
with a huge smile on his face. It's a frozen smile that
doesn't seem to be affected by too much in particular--like a
tour guide at Disneyland."|stage direction|||
22|WOMAN'S VOICE (OS)|Hello darling.|speech|WOMAN'S VOICE|?|
23||"WIDER.
MRS. GEORGE PARKER (BETTY) enters, untying the back of her
apron. She is a vision of '50s beauty with a thin figure and
concrete hair. Betty crosses to her husband and hands him a
fresh martini. She kisses him on the cheek."|stage direction|||
24|BETTY|How was your day?|speech|BETTY|F|True
25|GEORGE|"Oh, swell. You know, Mr. Connel said
that if things keep going the way they
are, I might be seeing that promotion
sooner than I thought."|speech|GEORGE|M|True
26|BETTY|Oh darling that's wonderful!|speech|BETTY|F|True
27||(an adoring gaze)|location|||
28|BETTY|I always knew you could do it.|speech|BETTY|F|True
29||"WAGNER LIVING ROOM. NIGHT.
1996 -- (LIVING COLOR)
DAVID WAGNER sits on his couch watching this entire action on
a sleek new Sony T.V. He stares riveted at the set with a big
smile on his face. David wears black shoes, black pants,
black t-shirt and a black baseball cap, not a nerd exactly
... He reaches next to him into a huge bag of Doritos, never
taking his eyes off the show."|stage direction|||
30||(on T.V.)|location|||
31|GEORGE (OS)|Hey, Pumpkin! What's that smell?|speech|GEORGE|M|True
32||(sniffing)|location|||
33|GEORGE (OS)|Is that your meat loaf?|speech|GEORGE|M|True
34||(by rote)|location|||
35|DAVID|"""It might be ..."""|speech|DAVID|M|True
36||(shy smile)|location|||
37|BETTY (OS)|It might be.|speech|BETTY|F|True
38||He leans over and kisses her--again on the cheek.|stage direction|||
39|GEORGE (OS)|"Oh Pumpkin! You sure know the way to
this man's heart."|speech|GEORGE|M|True
40||"There is a loud and inappropriate LAUGH TRACK. David smiles
wider and is just about to reach for more corn chips, when
his real MOTHER'S VOICE rings out from the other room."|stage direction|||
41|DAVID'S MOM (OS)|"... Bullshit Barry, that wasn't the
deal"|speech|DAVID'S MOM|F|True
42||INT. KITCHEN.|location|||
43||"David's mom paces the room with the phone in her hand.
Between the plastic surgery and the make-up it's hard to fix
her age."|stage direction|||
44|DAVID'S MOM|"No--you have custody the first weekend
of every month and this is the first
weekend ..."|speech|DAVID'S MOM|F|True
45||(pause)|location|||
46|DAVID'S MOM|"I don't care if yesterday was the
thirtieth, this is still the first
weekend."|speech|DAVID'S MOM|F|True
47||INT. LIVING ROOM.|location|||
48||"Her words drift in from the kitchen while David stares at the
show."|stage direction|||
49|DAVID'S MOM (OS)|"No I can't bail you out, I'm supposed to
go to La Costa ..."|speech|DAVID'S MOM|F|True
50||(beat)|location|||
