|text|type
0|FUNNY PEOPLE|location
1|"Written by
Judd Apatow
April 29, 2008"|unknown
2|INT. BEL AIR HOME - NIGHT|location
3|INT. NIGHTCLUB - NIGHT|location
4|INT. BEDROOM - NIGHT|location
5|INT. BEL AIR HOME - NIGHT|location
6|INT. BEL AIR HOME - BEDROOM - DAY|location
7|EXT. GEORGE'S HOME - MORNING|location
8|INT. BATHROOM - LATER|location
9|EXT. CITY STREET - DAY|location
10|EXT. MEDICAL TOWER - DAY|location
11|INT. DOCTOR'S OFFICE - DAY|location
12|EXT. MEDICAL TOWER - MOMENTS LATER|location
13|INT. RALPH'S SUPERMARKET - DAY|location
14|INT. DELI COUNTER - LATER|location
15|INT. BEL AIR HOME - DUSK|location
16|INT. IRA'S BEDROOM - DAY|location
17|INT. LIVING ROOM - MOMENTS LATER|location
18|"do stand-up the rest of the year.
(MORE)"|stage direction
19|INT. COMEDY AND MAGIC CLUB - NIGHT|location
20|EXT. PARKING LOT|location
21|INT. IRA'S APARTMENT - NEXT DAY|location
22|FULL SCREEN COMPUTER: We see a comedy short made by Leo.|stage direction
23|INT. IRA'S ROOM - NIGHT|location
24|INT. IRA'S BEDROOM|location
25|INT. IRA'S APARTMENT|location
26|INT./EXT. LIMO - MOMENTS LATER|location
27|As they're having a conversation, Ira seems really freaked|stage direction
28|INT. BALLROOM - LATER|location
29|INT. STAGE - LATER|location
30|INT. PLANE - LATER|location
31|INT. BAR - NIGHT|location
32|INT. LIVING ROOM|location
33|INT. GEORGE'S BEDROOM - NIGHT|location
34|INT. LIVING ROOM -- NIGHT|location
35|INT. LIVING ROOM - LATER|location
36|INT. BEDROOM - LATER|location
37|INT. GEORGE'S HOUSE - MORNING|location
38|INT. LIVING ROOM - LATER|location
39|INT. GEORGE'S LIVING ROOM - DAY|location
40|INT. IRA'S APARTMENT|location
41|INT. THE IMPROV - NIGHT|location
42|INT. GEORGE'S JAM ROOM|location
43|INT. THE IMPROV - DINING ROOM|location
44|EXT. IMPROV -- NIGHT|location
45|INT. GEORGE'S LIVING ROOM|location
46|INT. COMEDY CLUB|location
47|INT. GEORGE'S BEDROOM - NIGHT|location
48|INT. GEORGE'S HOUSE - AFTERNOON|location
49|INT. RALPH'S SUPERMARKET|location
50|IRA (CONT'D)|stage direction
51|EXT. APARTMENT COMPLEX - DAY|location
