|character|text|type
0||QUEEN OF THE DAMNED|stage direction
1||"Written by
Scott Abbott and Michael Petroni"|unknown
2||Based on the novel by|location
3||"Anne Rice
FADE IN:
1   EXT. LAFAYETTE CEMETERY (NEW ORLEANS) - NIGHT               1
An empty breeze blows across a deserted cemetery. We
hear the sound of FOOTSTEPS APPROACHING, then nineteenth-
century boots ENTER FRAME. We FOLLOW them strolling past
the headstones and mausoleums. The sound of a HORSE and
CARRIAGE ECHOES in the distance.
VOICE (V.O.)
There comes a time for every vampire
when the idea of eternity becomes
momentarily unbearable...
As we REACH an old stone tomb, the boots leap up and OUT
OF FRAME. PAN UP to reveal:
A FIGURE stands steadily atop the roof of the tomb,
silhouetted against the moon like a large, black bird.
VOICE (V.O.)
The wounds suffered from love and
failed friendships don't heal like
a human's, but seem to only gape
larger. The longing to be mortal
returns, a longing for finiteness.
A beat as the indistinct figure gazes out at the night...
CUT TO:
2   OMITTED                                                     2
3                                                               3
4   EXT. TOMB - CONTINUOUS ACTION                               4
The figure enters an alabaster tomb and closes the door.
VOICE (V.O.)
In 1883 I suffered such a spell
and decided to cease feeding on
blood. Just lie in the earth and
let time return to its natural
state...
As the WIND PICKS UP, the LEAVES of a fledgling vine
growing up the side of the tomb begin to RATTLE FASTER
and FASTER, until curiously, time seems to speed up.
Night passes to day and back to night. Shadows from the
sun and moon drift across the tomb. As days and months
fly by, the vine winds and grows in circuitous patterns
all around the tomb.
(CONTINUED)
2.
4   CONTINUED:                                                    4
VOICE (V.O.)
I had hoped the sounds of the
passing eras would fade out, and a
kind of death might happen. A
kind of forgetting where I would
be healed from my wounds.
The CLIP-CLOP of HORSES and the SQUEAK of PERAMBULATORS
DISSOLVE INTO the THUMP and SCRAPE of INDUSTRIAL ENGINES.
VOICE (V.O.)
But as I lay there, the sounds
didn't fade but grew with the
world.
The BUZZ of PROP ENGINES MELT INTO the sound of a JET
STREAMING overhead. CARS, MACHINES, RADIO BROADCASTS
MERGE INTO a medley of MUSIC from this century -- JACK
BENNY, MUDDY WATERS, ELVIS, HENDRIX, SEX PISTOLS.
VOICE (V.O.)
And gradually the world didn't
sound like the place I had left,
but something different...
better...
As we DRAW CLOSER TO the now vine-covered tomb, SOUNDS of
the '70s, '80s, '90s PERSIST...
VOICE (V.O.)
A new fearless attitude had
possessed the world, brave and
Godless. I began to wonder if it
was not time to resurrect. But
the thing that eventually brought
me back -- the decisive thing
really -- came like a bolt out of
the blue.
GUITARS STRIKE, DRUMS CRACK and the MUSIC SLAMS OUT, raw
and dark.
5   SERIES OF GLIMPSES                                            5
Slender hands with long, painted nails, Gothic rings, and
a half-pound of silver bracelets play their instruments.
Long hair, body piercings, Celtic tattoos, and brightly- colored
nylons show a lot of pale, smooth flesh. In the
confusion of glimpses, it's hard to tell who's a boy or
girl, but they're all young and beautiful. Breaking in
on the CACOPHONY of MUSIC COMES ONE GUITAR CLOSER and
LOUDER than the rest.
(CONTINUED)
3.
5    CONTINUED:                                                  5"|unknown
4||"A SCRAPING ROAR, like a bandsaw being twisted into the
most gorgeous, powerful chords, almost religious in its
emotion."|location
5||"VOICE (V.O.)
A music so sublime, so deeply
vampiric, I had no doubt it could
be heard in Hades. I had no
choice... it summoned me."|unknown
6||"An ULTRA-FAST TECHNO BEAT BEGINS and the FULL-SOUND of a
BAND RUSHES in, creating a sense of vertigo with its
energy."|location
7||6    INT. TOMB                                                   6|unknown
8||"The BAND'S sounds ECHO about the stone chamber, thrumming
a deep, life-giving pulse. Suddenly, the LID of a
SARCOPHAGUS SCRAPES and slides to one side."|location
9||7    EXT. LAFAYETTE CEMETERY (NEW ORLEANS) - NIGHT               7|unknown
10||"The Figure re-emerges from the tomb, his cape now in
tatters -- posture bent. He creeps across the cemetery
in unnatural, staccato movements as if hindered by the
physics of distance and time. All the while the SONG
plays, drawing the figure toward it."|location
11||8    EXT. FRENCH QUARTER - NIGHT                                 8|unknown
12||"The Figure moves through the shadows avoiding the spill
of yellow light from the street lamps. Stopping in a
darkened alleyway, he gasps for air, exhausted by his movements."|location
13||He listens again to the mesmeric TUNE of the|stage direction
14||"band in the distance, when -- From down the alley, a
voice..."|location
15||"VOICE #2 (O.S.)
(in French; subtitled)
Need a fix?
9    CLOSE ON FIGURE'S EYES                                      9"|unknown
16||staring hungrily at...|location
17||10   BACK TO SCENE                                               10|unknown
18||A MAN proffering a little parcel wrapped in foil.|location
19||"(CONTINUED)
4.
10   CONTINUED:                                                    10"|unknown
20||"Pulling deeper into the shadows, the caped Figure beckons
the dealer over. The man approaches when -- With a wild
animal cry, the Figure lunges like a phantom -- A flash of teeth
-- The Dealer is on the ground -- the Figure set
upon him. OVER this scene the BAND'S SONG RUSHES IN LOUD again,
reaching an incredible CRESCENDO as the violent
frenzy continues -- the monster gnawing at the Dealer's
neck."|location
21||11   CLOSE ON FIGURE'S HAND                                        11|unknown
22||"Its vein refilling with the flow of warm blood -- skin
regaining a youthful tautness."|location
23||12   WIDER                                                         12|unknown
24||"Rising from his victim we see for the first time the
revitalized face of this creature, a mane of blond hair
frames the beautiful features of the VAMPIRE LESTAT --
his bulbous lips glistening red."|location
