|character|text|type
0||"KING KONG
Written by
Fran Walsh, Philippa Boyens and Peter Jackson
Based on a Story by
Merian C. Cooper and Edgar Wallace
1."|unknown
1||EXT. CENTRAL PARK - DAY|location
2||"CLOSE ON: A scrawny MONKEY scratches.
ANGLES ON: Defeated, listless ANIMALS, in the bleak environs of a
dilapidated ZOO.
WIDER: It is CENTRAL PARK ZOO in depression era NEW YORK. The PARK
itself is like a GARBAGE DUMP, dotted with squalid SHANTY TOWNS.
Against these BLEAK IMAGES, the SOUND of a BRIGHT, BRASSY SONG
fades up: Al Jolson, singing ""I'm Sitting on Top of the World"".
The sky line of MANHATTAN rises in the background, a grim steaming
jungle on this cold FALL day."|stage direction
3||I|unknown
4||EXT. NY STREETS - DAY|location
5||"LONG continues over:
IMAGES: The CROWDED STREETS of NEW YORK ... beneath the bustle is
a sense of despair.
LONG SOUP LINES snake along the STREETS.
The HUNGRY search through RUBBISH BINS for FOOD. SKYSCRAPERS rise
steadily upwards as more people are evicted from their homes.
HOMELESS sleep amid steaming VENTS and GARBAGE STREWN GUTTERS."|stage direction
6||Intercut:|unknown
7||INT. VAUDEVILLE THEATRE - NIGHT|location
8||"SONG continues over:
I
SANNY, an old-time VAUDEVILLIAN, hurriedly fixes a large DROOPY
MOUSTACHE on to a YOUNG WOMAN'S TOP LIP ... this is ANN DARROW.
IMAGES: Weird and wonderful snatches of VAUDEVILLE ACTS follow ...
singers, jugglers, boxing ladies.
E"|stage direction
9||Intercut with:|unknown
10||EXT. NY STREETS - DAY|location
11||"The COLOR and MUSIC contrast with the SOUP LINES and SLUMPED
SHOULDERS of the REAL WORLD."|stage direction
12||INT. VAUDEVILLE THEATRE - NIGHT|location
13||"ANGLE ON: ANN on STAGE ... dressed as an ELEGANT GENT, she
launches into `I'm Just Wild About Harry' with HARRY, a larger-
than-life PERFORMER dressed in a FRILLY DRESS, BRASSY RED WIG and
FALSIES."|stage direction
14||2.|unknown
15||"MANNY's CHARACTER joins in ... SNEEZING LOUDLY and causing ANN to
take a SUDDEN PRAT FALL."|stage direction
16||nd so the ROUTINE BUILDS ... ANN and HARRY singing and dancing|location
17||"... MANNY SNEEZING ... ANN falling.
The AUDIENCE look on with bored expressions on their faces. All
except ONE MAN at the BACK, who is LAUGHING HYSTERICALLY.
CLOSE ON: ANN throwing everything into her ACT ... SWEAT rolls
down her face ... she tries not to get distracted by the LAUGHING,
WHEEZING MAN.
WIDER: A SMATTERING of APPLAUSE from the TINY AUDIENCE. 40 PEOPLE
in a THEATRE designed for 500."|stage direction
18||Crash cut:|unknown
19||INT. DRESSING ROOM - NIGHT|location
20||"CLOSE ON: MANNY in the NOISY, CROWDED DRESSING ROOM, which is full
of VAUDEVILLE PERFORMERS in various stages of undress.
MANNY fires off a loud comical SNEEZE. He looks around at the
others."|stage direction
21||ANNY|unknown
22|unknown|"That's a funny one! Isn't that
funnier?"|speech
