|text|type
0|"THE LITTLE MERMAID
The complete script
Compiled by Corey Johanningmeier
Portions copyright (c)1989 by Walt Disney Co.
(An ocean. Birds are flying and porpoises are swimming happily."|unknown
1|Sailors: I'll tell you a tale of the bottomless blue|stage direction
2|Eric: Isn't this great?  The salty sea air, the wind blowing in your face . . .|stage direction
3|"Grimsby: (Leaning over side.) Oh yes . . . delightful . . . .
Sailor 1: A fine strong wind and a following sea.  King Triton must be in a"|stage direction
4|"Eric: King Triton?
Sailor 2: Why, ruler of the merpeople, lad.  Thought every good sailor knew"|stage direction
5|"Grimsby: Merpeople!  Eric, pay no attention to this nautical nonsense.
Sailor 2: But it ain't nonsense, it's the truth!  I'm tellin' you, down in the"|stage direction
6|Sailors: Heave. ho. Heave, ho. In mysterious fathoms below. (Fish sighs and|stage direction
7|(Titles. Various fish swimming. Merpeople converge on a great undersea|unknown
8|"palace, filling concert hall inside. Fanfare ensues.)
Seahorse: Ahem . . . His royal highness, King Triton! (Triton enters"|stage direction
9|"Triton: I'm really looking forward to this performance, Sebastian.
Sebastian: Oh, Your Majesty, this will be the finest concert I have ever con-"|stage direction
10|"Triton: Yes, and especially my little Ariel.
Sebastian: Yes, yes, she has the most beautiful voice. . . .  [sotto] If only"|stage direction
11|Triton's daughters: Ah, we are the daughters of Triton.|stage direction
12|Triton: (Very angry.) Ariel!!|stage direction
13|(Cut to Ariel looking at sunken ship.)|unknown
14|"Flounder: (From distance.) Ariel, wait for me . . .
Ariel: Flounder, hurry up!
Flounder: (Catching up.) You know I can't swim that fast.
Ariel: There it is.  Isn't it fantastic?
Flounder: Yeah . . . sure . . . it - it's great.  Now let's get outta here.
Ariel: You're not getting cold fins now, are you?
Flounder: Who, me?  No way.  It's just, it, err . . . it looks - damp in there."|stage direction
15|Ariel: All right.  I'm going inside.  You can just stay here and - watch for|stage direction
16|Flounder: O.K.  Yeah - you go.  I'll stay and - what?  Sharks!  Ariel!|stage direction
17|"Ariel: (Laughs.) Oh, Flounder.
Flounder: (Wispering.)Ariel, do you really think there might be sharks around"|stage direction
18|"Ariel: Flounder, don't be such a guppy.
Flounder: I'm not a guppy. (Gets pulled through porthole.)This is great - I"|stage direction
19|"Ariel: Oh, are you okay?
Flounder: Yeah sure, no problem, I'm okay . . .
Ariel: Shhh . . . (Seeing a fork.) Oh my gosh! Oh my gosh! Have you ever"|stage direction
20|"Flounder: Wow, cool!  But, err, what is it?
Ariel: I don't know.  But I bet Scuttle will."|stage direction
21|"Flounder: What was that? Did you hear something?
Ariel: (Distracted by pipe.) Hmm, I wonder what this one is?
Flounder: Ariel . .
Ariel: Flounder, will you relax. Nothing is going to happen.
Flounder: (Seeing Shark looming behind him.) AAHHHH!! Run!! Run!! We're"|stage direction
22|"Ariel: (Laughing.) Flounder, you really are a guppy.
Flounder: I am not."|stage direction
23|(On surface. Scuttle on his island humming and looking through his|unknown
24|"telescope.)
Ariel: Scuttle!
Scuttle: (Looking through the telescope the wrong way, shouting.) Whoa!"|stage direction
25|"Mermaid off the port bow! Ariel, how you doin' kid? (Lowers telescope to
reveal Ariel at wing's length.) Whoa, what a swim!"|location
26|"Ariel: Scuttle - look what we found.
Flounder: Yeah - we were in this sunken ship - it was really creepy.
Scuttle: Human stuff, huh?  Hey, lemme see. (Picks up fork.) Look at this."|stage direction
27|"Ariel: What?  What is it?
Scuttle: It's a dinglehopper! Humans use these little babies . . . to"|stage direction
28|"Ariel: A dinglehopper!
Flounder: What about that one?
Scuttle: (Holding pipe) Ah - this I haven't seen in years.  This is wonderful!"|stage direction
29|"Ariel and Flounder: Oohhh.
Scuttle: Now, the snarfblat dates back to prehistorical times, when humans used"|stage direction
30|"Ariel: Music?  Oh, the concert! Oh my gosh, my father's gonna kill me!
Flounder: The concert was today?
Scuttle: (Still contemplating pipe.) Maybe you could make a little planter"|stage direction
31|"Ariel: Uh, I'm sorry, I've gotta go. Thank you Scuttle. (Waves.)
Scuttle: Anytime sweetie, anytime."|stage direction
32|(Cut to Flotsam and Jetsam, then Ursula in background watching magic|unknown
33|"projection of Ariel swimming.)
Ursula: Yeeeeeees, hurry home, princess.  We wouldn't want to miss old daddy's"|stage direction
34|(Fade to the palace throne room where Ariel is being admonished.)|unknown
35|"Triton: I just don't know what we're going to do with you, young lady.
Ariel: Daddy, I'm sorry, I just forgot, I -
Triton: As a result of your careless behaviour -
Sebastian: Careless and reckless behaviour!
Triton: - the entire celebration was, er -
Sebastian: Well, it was ruined!  That's all.  Completely destroyed! This"|stage direction
36|Flounder: But it wasn't her fault! Ah - well - first, ahh, this shark chased us|stage direction
37|Triton: Seagull?  What?  Oh - you went up to the surface again, didn't you?|stage direction
38|"Ariel: Nothing - happened. . . .
Triton: Oh, Ariel, How many times must we go through this?  You could've been"|stage direction
39|"Ariel: Daddy, they're not barbarians!
Triton: They're dangerous.  Do you think I want to see my youngest daughter"|stage direction
40|"Ariel: I'm sixteen years old - I'm not a child anymore -
Triton: Don't you take that tone of voice with me young lady.  As long as you"|stage direction
41|"Ariel: But if you would just listen -
Triton: Not another word - and I am never, NEVER to hear of you going to the"|stage direction
42|Sebastian: Hm! Teenagers. . . .  They think they know everything.  You give|stage direction
43|"Triton: Do you, er, think I - I was too hard on her?
Sebastian: Definitely not.  Why, if Ariel was my daughter, I'd show her who was"|stage direction
44|"Triton: You're absolutely right, Sebastian.
Sebastian: Of course.
Triton: Ariel needs constant supervision.
Sebastian: Constant.
Triton: Someone to watch over her - to keep her out of trouble.
Sebastian: All the time -
Triton: And YOU are just the crab to do it."|stage direction
45|(Cut to Sebastion walking down corridor.)|unknown
46|Sebastian: How do I get myself into these situations?  I should be writing|stage direction
47|"Flounder: Ariel, are you okay?
Ariel: If only I could make him understand.  I just don't see things the way he"|stage direction
48|"Look at this stuff
Isn't it neat?
Wouldn't you think my collection's complete?
Wouldn't you think I'm the girl
The girl who has ev'rything?
Look at this trove
Treasures untold
How many wonders can one cavern hold?
Lookin' around here you'd think
Sure, she's got everything
I've got gadgets and gizmos aplenty
I've got whozits and whatzits galore
(You want thingamabobs?
I got twenty)
But who cares?
No big deal
I want more
I wanna be where the people are
I wanna see
Wanna see 'em dancin'
Walkin' around on those
(Whad'ya call 'em?) oh - feet
Flippin' your fins you don't get too far
Legs are required for jumpin', dancin'
Strollin' along down a
(What's that word again?) street
Up where they walk
Up where they run
Up where they stay all day in the sun
Wanderin' free
Wish I could be
Part of that world
What would I give
If I could live
Outta these waters?
What would I pay
To spend a day
Warm on the sand?
Betcha on land
They understand
Bet they don't reprimand their daughters
Bright young women
Sick o' swimmin'
Ready to stand
And ready to know what the people know
Ask 'em my questions
And get some answers
What's a fire and why does it
(What's the word?) burn?
When's it my turn?
Wouldn't I love
Love to explore that shore above?
Out of the sea
Wish I could be
Part of that world"|location
49|"Ariel: Sebastion!?
Sebastian: Ariel - what, are you mad?  How could you - what is all this?
Ariel: It, err, it's just my - collection. . . .
Sebastian: Oh.  I see.  Your collection.  Hmmm.  IF YOUR FATHER KNEW ABOUT THIS"|stage direction
50|"Flounder: You're not gonna tell him, are you?
Ariel: Oh, please, Sebastian, he would never understand.
Sebastian: Ariel.  You're under a lot of pressure down here.  Come with me,"|stage direction
51|"Ariel: What do you suppose?. . .
Sebastion: Ariel? Ariel!"|stage direction
52|(On surface. Fireworks in the sky around ship. Ariel looks on,|unknown
53|"amazed. Sebastion and Flounder arrive.)
Sebastion: Ariel, what - what are you- jumpin' jellyfish! Ariel, Ariel!"|stage direction
54|Eric: (Whistles.) Max, here boy. Hey, come on, mutt, whatcha doing, huh|stage direction
