|character|text|type|character_clean|gender
0||"SUPER 8
Written by
J.J. Abrams
FINAL SHOOTING SCRIPT
December 16, 2010"|unknown||
1||"OVER BLACK WE HEAR THE DULL SOUNDS OF INDUSTRY; A MUFFLED
MASS OF MACHINES, GEARS, STEAM. FADE IN ON:
A SIGN. Twelve feet across. Painted decades earlier, grim-
covered black, white and red. It reads in large 40's era,
hand-painted type, ""SAFETY IS OUR PRIMARY CONCERN!"" Then:
""DAYS SINCE LAST ACCIDENT"" and below that, NUMBERS, painted
on hanging metal cards. Four possible digits can hang here,
but there are currently three: ""784.""
SLOWLY PUSH IN on this sign as a MAN APPEARS, rising on a
forklift, in a greasy, monochromatic work jumpsuit. Removes
the ""4"" from its hooks. Then removes the ""8."" Then the ""7.""
Finally, he hangs up a number. ""1.""
The man LOWERS out of frame as we creep even closer to the
hanging single digit, wondering about the accident... and how
bad it was and the FACTORY SOUNDS GROW DEAFENING -- AND AS IT
BUILDS TO A CRESCENDO, WE CUT TO SILENT BLACKNESS."|stage direction||
2||EXT. JOE'S HOUSE - PORCH - DAY|location||
3||"Shiny black loafers. Black pants, three inches too long. We
BOOM UP, stopping at a boy's hand reaching into the black
suit jacket pocket. Pulls out a WOMAN'S GOLD NECKLACE with a
LOCKET. He holds the locket. Rubs it gently with his thumb.
CONTINUE TO BOOM UP. We now SEE THE BOY'S FACE.
This is JOE LAMB, 14. On the precarious edge of adulthood. He
looks out at the horizon with stricken eyes.
He moves forward and we PAN, so we're BEHIND HIM NOW. In the
frosty distance, past countless leafless trees and modest
homes, is a STEEL MILL. Smokestacks and structures. The
lifeblood of this late 70's town."|stage direction||
4||INT. LAMB LIVING ROOM - DAY|location||
5||"Close on CHARLES' MOTHER AND FATHER, funeral attire. She
looks out of the window sadly; heartsick and concerned.
Behind her, he picks at his plate of food."|stage direction||
6|CHARLES' MOTHER|I'm so worried for that boy.|speech|CHARLES' MOTHER|M
7|CHARLES' FATHER|"Joe's gonna be okay.
2."|speech|CHARLES' FATHER|?
8|CHARLES' MOTHER|...she was everything to him.|speech|CHARLES' MOTHER|M
9|CHARLES' FATHER|"Jack's gonna step up. He's a good
man."|speech|CHARLES' FATHER|?
10|CHARLES' MOTHER|"But he was never really a
father...I don't think he
ever...understood Joe."|speech|CHARLES' MOTHER|M
11|CHARLES' FATHER|(maybe a little concerned|speech|CHARLES' FATHER|?
12|HIMSELF)|Joe's gonna be okay.|speech||
13||"But his wife isn't so sure.
Then, BOYS' HUSHED VOICES:"|stage direction||
14||INT. LAMB DINING ROOM - DAY|location||
15||"CHARLES (we'll see him in a moment) LEANS FORWARD, reaching
for food on a buffet table. Charles' leaning has revealed
CARY, a blonde kid in a dark blue sport jacket and tie, and
PRESTON, pale and smart, in a DARK SWEATER:"|stage direction||
16|CARY|"What do you think was in the
coffin?"|speech|CARY|M
17|MARTIN|Jesus, shut up.|speech|MARTIN|M
18|CARY|I mean cause of how she died.|speech|CARY|M
19|CARY (CONT'D)|... you weren't wondering that?|speech|CARY|M
20|PRESTON|No, I'm eating macaroni salad.|speech|PRESTON|M
21||"We now see CHARLES, big and in an ill-fitting BLACK SUIT, and
MARTIN, good looking, in a shirt and tie, at the buffet:"|stage direction||
22|CHARLES|"I was thinking that, about the
coffin."|speech|CHARLES|M
23|MARTIN|"I don't know how you guys can eat.
3."|speech|MARTIN|M
24|CHARLES|"Try a Goddamn turkey roll and
you'll discover how. They're
delicious."|speech|CHARLES|M
25||"CUT WIDE TO REVEAL that we are in a modest Ohio house in the
year 1979. At a wake. Forty-odd friends and neighbors, darkly
dressed. Quiet discussions. Some crying."|stage direction||
26|CARY|"Either nothing was in there, or
like whatever they scraped up--"|speech|CARY|M
27|MARTIN|Jesus -- guys--|speech|MARTIN|M
28||"I heard it crushed her
completely. At least keep your voices"|stage direction||
29||"A steel beam-- those things
weigh a ton. Literally. If it had been open casket, I"|stage direction||
30|"DOWN--
PRESTON CHARLES"|"would not be eating right
now. Despite the turkey
rolls.
JACK (O.S.)
Hey-- Lucy."|speech|DOWN--PRESTON CHARLES|?
31||"They look up -- in the other room, a dog (mutt, Lucy) has
jumped on a guest, for food. JACKSON LAMB, Joe's father, 42,
black suit, moves to the dog, walks her out of shot."|stage direction||
32|CHARLES|"Bet Joe's not gonna wanna do my
movie anymore."|speech|CHARLES|M
33|CARY|Why?|speech|CARY|M
34|CHARLES|"Why do you think why? The story.
It's about the living dead."|speech|CHARLES|M
35|PRESTON|His mother's not a zombie.|speech|PRESTON|M
36|CHARLES|But she's dead, shithead.|speech|CHARLES|M
37|CARY|"Those turkey rolls are pretty good.
4."|speech|CARY|M
38|CHARLES|Told you.|speech|CHARLES|M
39||EXT. JOE'S HOUSE - DAY - MOMENTS LATER|location||
40||"A WIDE SHOT. A grey, snow-covered, early February day here in
LILLIAN, OHIO. Many cars are parked outside the house,
notably a SHERIFF'S DEPARTMENT SQUAD CAR in the driveway.
Joe, a vision of black on white in his too-big black suit,
now sits on a small swing set he hasn't used in years.
He solemnly looks down at the LOCKET he still holds. No doubt
trying to reconcile the fact that it no longer hangs around
his mother's neck. Then a SOUND. Joe looks up. A CAR has
arrived -- a distinct 1968 BUICK GSX -- a YELLOW MUSCLE CAR
with a BLACK RACING STRIPE down its center. Joe watches as
the car sits there for a moment. Then a MAN gets out. Someone
Joe has seen before, but doesn't know personally. A man in
his early 40's, in jeans and a work shirt. He's not exactly
sloppy, but if you look closely, you could tell he's been
drinking. This is LOUIS DAINARD.
Joe watches Louis carefully as he moves to the house, to the
porch and inside the house. Joe's eyes glued on the house for
a while. Then he looks back to the locket. He OPENS IT, and
stares at the picture inside (which we do not see). And as he
stares, TEARS come to his eyes.
A moment broken by the SOUND OF RAISED VOICES -- Joe turns
toward the house. After a beat, the SOUND of something
BREAKING -- something glass. Then the house BACK DOOR bursts
open -- Joe cranes his neck -- and what he sees he'll never
forget: his father, Jack, leading an in-pain and HAND-CUFFED
Louis Dainard from the house and into the rear of the squad
car. When he slams the back door, he sees Joe. Sort of
freezes as their eyes lock. But Jack's more uncomfortable"|stage direction||
41||THAN COMFORTING:|location||
42|JACK|I'll be home soon.|speech|JACK|M
43||"And Jack gets into the car and drives away. Joe watches them
drive off. And after a beat, he looks down at the locket
again. Mom's just gone. Finally he CLOSES IT -- and we hear
an oddly LOUD SNAP and our SCREEN GOES BLACK.
Over darkness: APPLAUSE -- then a LONE VOICE: ""I want you...
to want me!"" DRUMS kick in, CHEAP TRICK BLASTS. CUT TO:"|stage direction||
44|JACK|5.|speech|JACK|M
45||EXT. MIDDLE SCHOOL - DAY|location||
