|character|text|type
0||I AM NUMBER 4|unknown
1||Written by|stage direction
2||Alfred Gough & Miles Millar|unknown
3||1/08/10|location
4|unknown|"The events in this film are real.
Names and places have been changed to protect the Lorien Six,
who remain in hiding.
Take this as your first warning. Other civilizations do exist.
Some of them seek to destroy you."|speech
5|FADE IN:|"A BILLION STARS
pinprick the velvet-black sky that stretches over a vast
sleeping jungle. A fingernail moon silvers the whispering
canopy while gentle tendrils of steam rise.
TITLE ON SCREEN: REPUBLIC OF CONGO, AFRICA."|speech
6||EXT. JUNGLE - NIGHT|location
7|FADE IN:|"CAMERA DRIFTS ACROSS the eternity of treetops until it FINDS
A BUNGALOW.
It's 20x20 square, with a wraparound porch and simple wooden
shutters. The structure is hidden in a clearing that's been
crudely hacked out of the sweaty wilderness."|speech
8||INT. HUT - NIGHT|location
9|FADE IN:|"Two beds draped in mosquito nets sit on opposite sides of the
space. A TEEN BOY sleeps in one and a MIDDLE-AGED MAN lies
in the other. Their ebony skin glistens in the swampy heat.
The numbing THROB OF INSECTS fills the silence until
THE DOOR SOFTLY RATTLES.
The Teen's eyes fly open. Fear grips his face as he looks
over at the Man, who is now upright and awake. They hold
their breath, listening over the DRUMMING CHORUS.
ANOTHER RATTLE.
It's louder this time. Unmistakable. The Teen watches as
the Man pulls a crystal-handled dagger from under his pillow
and stealthily creeps to the door. The Man cautiously leans
in and peers through the bamboo slats.
WHAT HE SEES: The empty porch. No sign of life.
Relieved, he turns back, opens his mouth to speak when his
face contorts. He looks down and sees the tip of
A SERRATED METAL BLADE
protruding from his chest. As the sword is viciously
protracted through the door, the Man meets the Teen's haunted
eyes and whispers his last, desperate word..."|speech
10|MIDDLE-AGED MAN|"Run!
SMASH CUT TO:
2."|speech
11||EXT. JUNGLE - NIGHT|location
12|MIDDLE-AGED MAN|"The Teen's naked feet pound the hot, wet earth as he sprints
through the maze of trees. Flecks of moonlight ricochet off
the crystal pendant that dangles around his neck. He moves
impossibly fast. Faster than any human could.
A MONSTROUS HOWL
ECHOES as something otherworldly catches his scent and begins
thrashing in pursuit. The Teen's face tightens with dread
and the SHOUTS of his pursuers hammer his ears.
He doesn't look back, willing himself to survive. He races
up a verge and fearlessly launches himself off the edge of
A 100-FOOT-WIDE RAVINE!
GOD SHOT LOOKING DOWN as the Teen leaps across the abyss. He
kicks air as he arcs and finally touches down on the opposite
lip. Chest heaving, he sees the hideous silhouette of
A HULKING BEAST.
It's called a Piken and skitters to a stop on the other side.
It utters a chilling BANSHEE WAIL of frustration. Relieved,
the Teen turns to make his escape when"|speech
13|A HAND|"wraps around his throat. He is effortlessly hoisted by a
TOWERING MAN with skin as cold and pale as alabaster.
THIS IS A MOGADORIAN.
He wears the long red coat of a Commander. We catch the
briefest glimpse of his cruel magenta eyes as they scan the
geometric symbol engraved on the Teen's pendant. Silhouetted
against the giant jungle moon, he triumphantly raises
A SWORD.
Its serrated blade ignites with silver flame as it sweeps
towards the Teen. The boy's DEATH CRY echoes as the CAMERA
ZEROES IN ON the pendant that glows brilliant-bright.
FORM CUT TO:
THE SAME SYMBOL.
It glimmers to life on the ankle of another TEEN 10,000 miles
away. His name's DANIEL and he's in the middle of a wild jet-
ski race with TWO BUDDIES.
TITLE ON SCREEN: BIG PINE KEY, FLORIDA, USA.
3.
The trio crisscrosses the turquoise sea while a party rages
on the beach.
Daniel makes a kamikaze move, whips his jet ski past his
opponents and victoriously pumps his fist. But his moment of
triumph is cut short. His face contorts in agony as he feels"|speech
