|character|text|type|character_clean|gender
0||"CASINO
By
Nicholas Pileggi"|unknown||
1||EXT. RESTAURANT PARKING LOT, LAS VEGAS, 1983 - DAY|location||
2||"SAM 'ACE' ROTHSTEIN, a tall, lean, immaculately dressed man
approaches his car, opens the door, and gets inside to turn
on the ignition."|stage direction||
3|ACE (V.O.)|"When you love someone, you've gotta
trust them. There's no other way.
You've got to give them the key to
everything that's yours.  Otherwise,
what's the point? And, for a while...
I believed that's the kind of love I
had."|speech|ACE|M
4||"Suddenly, the car explodes. Flames, smoke and metal rise
into the sky covering the view of the Las Vegas casinos and
their signs.
Music in: J.S. Bach - 'St Matthew Passion'.
Ace's body comes flying in - extreme slow motion. His body
twists and turns through the frame like a soul about to tumble
into the flames of damnation.
MAIN TITLE SEQUENCE."|stage direction||
5||INT. TANGIERS CASINO FLOOR - NIGHT|location||
6||"Vignette of ACE through rippling flames, we move in on ACE
ROTHSTEIN overseeing the casino. He lights a cigarette."|stage direction||
7|ACE (V.O.)|"Before I ever ran a casino or got
myself blown up, Ace Rothstein was a
hell of a handicapper, I can tell
you that. I was so good, that whenever
I bet, I could change the odds for
every bookmaker in the country. I'm
serious. I had it down so cold that
I was given paradise on earth. I was
given one of the biggest casinos in
Las Vegas to run, the Tangiers..."|speech|ACE|M
8||INT. SAN MARINO ITALIAN GROCERY/BACK ROOM, KANSAS CITY -|location||
9||"NIGHT
Vignette of MOB BOSSES sitting at a table surrounded by food
and wine like the gods of Olympus."|stage direction||
10|ACE (V.O.)|"...by the only kind of guys that can
actually get you that kind of money:
sixty-two million, seven-hundred
thousand dollars. I don't know all
the details."|speech|ACE|M
11|NICKY (V.O.)|Matter of fact...|speech|NICKY|M
12||INT. BAR, LAS VEGAS - NIGHT|location||
13||"Vignette of NICKY SANTORO standing at a bar with DOMINICK
SANTORO, his brother, and FRANK MARINO, his right-hand man."|stage direction||
14|NICKY (V.O.)|"...nobody knew all the details, but
it should'a been perfect. I mean, he
had me, Nicky Santoro, his best
friend, watching his ass..."|speech|NICKY|M
15||INT. NIGHTCLUB - NIGHT|location||
16||"Vignette of GINGER MCKENNA a dazzling thirty-one-year-old
blonde seated by a small fiery pool."|stage direction||
17|NICKY (V.O.)|"...and he had Ginger, the woman he
loved, on his arm.  But in the end..."|speech|NICKY|M
18||INT. TANGIERS SPORTSBOOK/ACE'S OFFICE - NIGHT|location||
19||ACE looks over the casino he rules.|stage direction||
20|NICKY (V.O.)|"...we fucked it all up. It should'a
been so sweet, too.  But it turned
out to be the last time that street
guys like us were ever given anything
that fuckin' valuable again."|speech|NICKY|M
21||EXT. LAS VEGAS - NIGHT|location||
22||"Aerial shot coming down out of the clouds over the brightly
lit Vegas Strip and off into the blackness of the desert
night."|stage direction||
23|ACE (V.O.)|"At that time, Vegas was a place where
millions of suckers flew in every
year on their own nickel, and left
behind about a billion dollars. But
at night, you couldn't see the desert
that surrounds Las Vegas..."|speech|ACE|M
24||EXT. DESERT - DAWN|location||
25||"Aerial shot swooping along the desert floor, then rising
above the mist to reveal mountains in the distance."|stage direction||
26|ACE (V.O.)|"But it's in the desert where lots of
the town's problems are solved."|speech|ACE|M
27|NICKY (V.O.)|"Got a lot of holes in the desert,
and a lot of problems are buried in
those holes. Except you gotta do it
right. I mean, you gotta have the
hole already dug before you show up
with a package in the trunk.
Otherwise you're talkin' about a
half-hour or forty-five minutes of
diggin'. And who knows who's gonna
be comin' along in that time? Before
you know it, you gotta dig a few
more holes. You could be there all
fuckin' night."|speech|NICKY|M
28||EXT. LAS VEGAS STRIP, 1973 - NIGHT|location||
29||"TITLE IN: 'THE STRIP', 'LAS VEGAS', 'TEN YEARS EARLIER'
ACE is greeted by a casino exec and walked through the
brightly lit entrance to the Tangiers Casino."|stage direction||
30|ACE (V.O.)|"Who could resist? Anywhere else in
the country, I was a bookie, a
gambler, always lookin' over my
shoulder, hassled by cops, day and
night. But here, I'm 'Mr Sam
Rothstein'. I'm not only legitimate,
but running a casino. And that's
like selling dreams for cash."|speech|ACE|M
31||INT. TANGIERS CASINO - NIGHT|location||
32||"We see ACE enter alone. He is greeted by BILLY SHERBERT.
They are joined by top executives RICHIE and RONNIE in suits
and ties. They walk through the casino, past crowded and
noisy craps tables, spinning roulette wheels, blackjack
tables, poker-faced players at poker tables, and elegant,
cordoned-off, black-tie, baccarat tables."|stage direction||
33|ACE (V.O.)|"I hired an old casino pal, Billy
Sherbert, as my manager and I went
to work."|speech|ACE|M
34||"(Introducing the EXECS
to ACE)"|location||
35|SHERBERT|"...And this is Ronnie, who takes
care of the card room..."|speech|SHERBERT|F
36|ACE (V.O.)|"For guys like me, Las Vegas washes
away your sins. It's a morality car
wash. It does for us what Lourdes
does for humpbacks and cripples.
And, along with making us legit..."|speech|ACE|M
37||INT. TANGIERS/HARD COUNT ROOM - NIGHT|location||
38||"Dolly back from a wall of money. An employee pours a bucket
full of coins into a trough. Camera follows progress as
numerous coins move on a conveyor system, through a sorting
machine. Camera reveals several rolls of coins on a lower
conveyor as they move up a ladder towards an employee's hands,
who then places the rolls on a rack."|stage direction||
39|ACE (V.O.)|"...comes cash. Tons of it. I mean,
what do you think we're doing out
here in the middle of the desert?
It's all this money. This is the end
result of all the bright lights and
the comped trips, of all the champagne
and free hotel suites, and all the
broads and all the booze. It's all
been arranged just for us to get
your money. That's the truth about
Las Vegas."|speech|ACE|M
40||INT. TANGIERS/FLOOR/SOFT COUNT ROOM - DAY|location||
