|character|text|type|character_clean|gender
0||"A sleek British sports car talks directly to us in a
pixilated, garbled video. He's OUT OF BREATH. Crates are
visible behind him. We're in the shadowy bowels of a steel
room."|stage direction||
1|LELAND TURBO|"This is Agent Leland Turbo. I have
a flash transmission for Agent Finn
McMissile."|speech|LELAND TURBO|M
2||SUPERIMPOSE OVER BLACK: WALT DISNEY PICTURES PRESENTS|stage direction||
3|LELAND TURBO|"Finn. My cover's been compromised.
Everything's gone pear-shaped."|speech|LELAND TURBO|M
4||SUPERIMPOSE OVER BLACK: A PIXAR ANIMATION STUDIOS FILM|stage direction||
5|LELAND TURBO|"You won't believe what I've found
out here."|speech|LELAND TURBO|M
6||"He angles our camera view, reveals a PORTHOLE through which
we can see flames rising in the distance."|stage direction||
7|LELAND TURBO|"This is bigger than anything we've
ever seen. And no one even knows it
exists. Finn, I need backup. But
don't call the cavalry - it could
blow the operation. And be careful.
It's not safe out here!"|speech|LELAND TURBO|M
8||ANGRY VOICES O.S. Time for Turbo to go.|stage direction||
9|LELAND TURBO|"Transmitting my grids now. Good
luck!"|speech|LELAND TURBO|M
10||"Coordinates appear: 40 6.80' N - 172 23.84' W
TITLE CARD: CARS 2"|stage direction||
11||EXT. SOMEWHERE IN THE NORTH PACIFIC - NIGHT|location||
12||A TINY CRAB BOAT (CRABBY) crests over massive swells.|stage direction||
13|CRABBY|"Alright buddy, we're here. Right
where you paid me to bring you.
Question is, why?"|speech|CRABBY|?
14||A metallic blue sports car, circa the `60s, emerges from the|stage direction||
15|CRABBY|2.|speech|CRABBY|?
16||"shadows. Cagey, smooth, he'd turn heads driving through any
intersection in the world. Meet FINN MCMISSILE."|stage direction||
17|FINN|I'm looking for a car.|speech|FINN|M
18|CRABBY|"A car? Hey pal, you can't get any
further away from land than out
here."|speech|CRABBY|?
19|FINN|Exactly where I want to be.|speech|FINN|M
20|CRABBY|"Well I got news for you, buddy.
There's nobody out here but us."|speech|CRABBY|?
21||"Suddenly, a HORN -- a COMBAT SHIP, the size of most cruise
ships. FINN quickly backs into the shadows, out of sight."|stage direction||
22|COMBAT SHIP|What are you doing out here?|speech|COMBAT SHIP|?
23|CRABBY|"What does it look like, genius? I'm
crabbing!"|speech|CRABBY|?
24|COMBAT SHIP|"Well turn around and go back where
you came from."|speech|COMBAT SHIP|?
25|CRABBY|Yeah? And who's gonna make me?|speech|CRABBY|?
26||A laser sight hits Crabby between the eyes.|stage direction||
27|CRABBY|"Alright, alright! Don't get your
prop in a twist.
(as he turns to leave)
What a jerk. Sorry, buddy. Looks
like it's the end of the line.
Buddy?"|speech|CRABBY|?
28||ON CRABBY'S DECK: Finn is gone.|stage direction||
29||"FINN - He HANGS off the side of COMBAT SHIP, clandestine.
We're with Finn as the ship continues on, cuts through the
darkness with purpose. Suddenly small flames appear, perhaps
a knot or so away. Then WHOOSH!!! A flame rises above Finn,
the ship. It illuminates an OIL DERRICK."|stage direction||
30|CUT TO:|3.|speech|CUT TO:|?
31||"THWAP! Finn fires a GRAPPLING HOOK to the derrick and SWINGS
toward it. He's going to SLAM into the side with brute force"|stage direction||
32||WHEN ---|location||
33||"--- HIS TIRES sprout a magnetic exoskeleton. He STICKS to the
derrick and now DRIVES VERTICALLY UP UP UP...
From this vantage point, hundreds of derricks appear."|stage direction||
34||EXT. PLATFORM - OIL DERRICK - MOMENTS LATER|location||
35||"Finn approaches a loading bay from above, hides. He watches
as GREMLINS, PACERS and assorted other cars scurry about."|stage direction||
36|CUT TO:|"FINN (INTO RADIO)
Leland Turbo, this is Finn
McMissile. I'm at the rally point.
Over."|speech|CUT TO:|?
37||No response.|stage direction||
38|CUT TO:|"FINN (INTO RADIO)
Leland, it's Finn. Please respond.
Over."|speech|CUT TO:|?
39||"AN ACCESS DOOR OPENS LOUDLY below. A boxy, monacle-wearing
German car enters. This is PROFESSOR OTTO ZUNDAPP."|stage direction||
40|PROFESSOR ZUNDAPP|"(in German and English)
Too many cars here. Out of my way!"|speech|PROFESSOR ZUNDAPP|M
41|FINN|"Professor Zundapp?
PACER (O.S.)
Here it is, Professor."|speech|FINN|M
42||Zundapp approaches a NOSY PACER who idles next to a CRATE.|stage direction||
43|NOSY PACER|"You wanted to see this before we
load it?"|speech|NOSY PACER|?
44|PROFESSOR ZUNDAPP|Ah, yes. Very carefully...|speech|PROFESSOR ZUNDAPP|M
45||"A forklift opens the crate -- inside is a TV CAMERA, packed
carefully in foam. Finn SNAPS PHOTOS FURIOUSLY."|stage direction||
46|NOSY PACER|"Oh. A TV camera. What does it
actually do?
4."|speech|NOSY PACER|?
47|PROFESSOR ZUNDAPP|This camera is extremely dangerous.|speech|PROFESSOR ZUNDAPP|M
48|"FINN
(TO HIMSELF)"|What are you up to now, Professor?|speech|FINN|M
49||"Finn, angling for a better view, FIRES SUSPENSION WIRES ---
--- which sail clear to the other side of the derrick ---
--- THOK! They hook tightly onto a steel girder.
Finn slides out ONTO THE WIRE like an acrobat, then expels
another cross-wire for support."|stage direction||
50|PROFESSOR ZUNDAPP|"This is valuable equipment. Make
sure it is properly secured for the
voyage."|speech|PROFESSOR ZUNDAPP|M
51|NOSY PACER|You got it.|speech|NOSY PACER|?
52||Finn LOWERS HIMSELF. He snaps more pictures.|stage direction||
53|NOSY PACER|"GREM (O.S.)
Hey, Professor Z!"|speech|NOSY PACER|?
54||"Zundapp turns as a CRANE LOWERS A CAR-SIZED CRATE. GREM and
ACER, an orange Gremlin and a green Pacer, flank it."|stage direction||
55|GREM|"This is one of those British spies
we told you about."|speech|GREM|M
56|ACER|"Yeah. This one we caught sticking
his bumper where it didn't belong."|speech|ACER|M
57||"Finn PRODUCES SEMI-AUTOMATIC GUNS from his side, readies
himself for a tag-team spy fight with his buddy Leland."|stage direction||
58|PROFESSOR ZUNDAPP|Agent Leland Turbo.|speech|PROFESSOR ZUNDAPP|M
59||"The crate is lifted, revealing a CRUSHED, CUBED Leland Turbo.
Finn's eyes go wide. Suddenly --- WHOOOSHHH! Another derrick
flame rises behind him, casts a Finn-shaped SHADOW over the
Professor. He looks up."|stage direction||
60|PROFESSOR ZUNDAPP|5.|speech|PROFESSOR ZUNDAPP|M
61|PROFESSOR ZUNDAPP|"It's Finn McMissile! He's seen the
camera! Kill him!!"|speech|PROFESSOR ZUNDAPP|M
62||Finn UNLOADS with bullets as he starts to retreat --- He|stage direction||
63||STOPS:|location||
64||"BAD GUY CARS are waiting for him on the catwalk where he just
came from - BLOWTORCHES ready.
Finn, stuck in midair, notices an angry CRANE. Finn GRINS,
having just found his escape.
THWAPTHWAPTHWAP!!! Finn releases three of his four cables,
swinging, Indiana Jones-style on the last one TOWARD THE"|stage direction||
65||CRANE ---|location||
66||"--- where he lands on its BOOM, drives UP and LAUNCHES OFF IT
where he LANDS - MOVING - onto another deck!
Finn now DRIVES, spraying oil and screeching around corners.
A GREMLIN in pursuit hits the oil patch, loses control ---
--- and PLUMMETS OFF the side of the rig!
The Gremlin FALLS... it's like an eternity...
He smashes into the water and breaks into a million pieces.
ON FINN - Now set upon by 20 or 30 MORE pursuing cars. He has
nowhere to go but UP UP UP a ramp toward the helipad. He
spies some GASOLINE BARRELS, fires a SINGLE BULLET which cuts
through its leather straps, sending barrels DOWN the ramp,
PAST FINN ---
--- PAST the pursuing CARS ---
--- to the bottom where they EXPLODE in a CHAIN REACTION back
UP THE RAMP, taking out at least 15 CARS!
ON THE HELIPAD - Finn blasts into view, pulls to a stop. No
more road. Nowhere else to go.
The 20 BAD GUY CARS that are still in pursuit surround him,
fire up their blowtorches. About to pounce.
Finn GRINS. The second time we've seen this grin. It means
he's got something cooking.
Finn's REVERSE LIGHTS appear. He DRIVES BACKWARD off the edge
of the helipad to the SHOCK of the other cars.
Finn falls. He turns himself so he's grill first, cleanly
cutting into the water."|stage direction||
67|PROFESSOR ZUNDAPP|6.|speech|PROFESSOR ZUNDAPP|M
68||He EMERGES, now sprouting HYDROFOIL and speeds away.|stage direction||
69|"GREM
(NONPLUSSED)"|Get to the boats.|speech|GREM|M
70||"THE BOATS - an army of combat ships quickly DROP into the sea
and CHURN WATER with unprecedented fury as they quickly make
up the distance between them and Finn, FIRING BULLETS as they
do so."|stage direction||
71|ACER|He's getting away!|speech|ACER|M
72|COMBAT SHIP|Not for long.|speech|COMBAT SHIP|?
73||"The LEAD COMBAT SHIP quietly drops a TORPEDO into the water.
It skips along, connecting with Finn in his rear and
EXPLODING with such force that water skyrockets into the
night clouds.
UNDERWATER - McMissile SINKS. Then, he blinks. He GRINS.
We're starting to like this grin and what follows it. He now
CONVERTS into a submarine. From his trunk he releases four
DECOY tires which float to the surface like body parts.
ON THE DERRICK - Professor Zundapp watches it all from far
away."|stage direction||
74|COMBAT SHIP|"GREM (OVER RADIO)
He's dead, Professor."|speech|COMBAT SHIP|?
75|PROFESSOR ZUNDAPP|"Wunderbar. With Finn McMissile
gone, who can stop us now?"|speech|PROFESSOR ZUNDAPP|M
76||EXT. RADIATOR SPRINGS - DAY|location||
77||TOW MATER, a rusty tow truck, putters into view.|stage direction||
78|MATER|"Mater. Tow Mater, that's who... is
here to help you!"|speech|MATER|M
79||"He approaches a broken-down sedan on the side of the road. He
drives around to the front, catching OTIS' face for the first
time."|stage direction||
80|MATER|"Hey, Otis!
7."|speech|MATER|M
81|OTIS|"Hey, Mater. Gosh, I'm so sorry. I
thought I could make it this time,
but...
(he tries to start his
engine, stalls)
Smooth like pudding, huh? Ah, who
am I kidding? I'll always be a
lemon."|speech|OTIS|M
82||Mater hooks his friend and starts towing him.|stage direction||
83|MATER|"Well dadgum, you're leaking oil
again. Must be your gaskets. Hey,
look on the bright side: This is
your tenth tow this month, so that
means it's on the house."|speech|MATER|M
84|OTIS|"You're the only one that's nice to
lemons like me, Mater."|speech|OTIS|M
85|MATER|"Don't sweat it. These things happen
to everybody, Otis."|speech|MATER|M
86|OTIS|But you never leak oil.|speech|OTIS|M
87|MATER|"Yeah, but I ain't perfect. Don't
tell nobody, but I think my rust is
starting to show through."|speech|MATER|M
88||"Mater and Otis drive past THE RADIATOR SPRINGS WELCOME SIGN.
It has been amended to say: ""Home of Lightning McQueen."""|stage direction||
89|OTIS|Hey, is Lightning McQueen back yet?|speech|OTIS|M
90|MATER|Not yet.|speech|MATER|M
91|OTIS|"He must be crazy-excited about
winning his fourth Piston Cup.
Four! Wow!
8."|speech|OTIS|M
92|MATER|"Yeah, we're so dadgum proud of him.
But I sure wish he'd hurry up and
get back `cause we got a whole
summer's worth of best friend fun
to make up for. Just me and --"|speech|MATER|M
93||Ahead of them, a half-mile off, a RED RACE CAR is visible.|stage direction||
94|MATER|--- McQueen!|speech|MATER|M
95||Mater FLOORS IT, dragging poor Otis behind him.|stage direction||
96|OTIS|"Uh, Mater? I'm in no hurry. You
don't need to go so fast!"|speech|OTIS|M
97||Boom! They hit a bump. Otis catches air.|stage direction||
98||EXT. RADIATOR SPRINGS - DAY|location||
99||Lightning McQueen is surrounded by his hometown friends.|stage direction||
100|LUIGI|Oh, Lightning. Welcome home.|speech|LUIGI|F
101|FLO|Good to have you back, honey.|speech|FLO|M
102|FILLMORE|Congratulations, man.|speech|FILLMORE|?
103|SARGE|Welcome home, soldier.|speech|SARGE|?
104|SHERIFF|"The place wasn't the same without
you, son."|speech|SHERIFF|M
105|LIZZIE|What? Did he go somewhere?|speech|LIZZIE|?
106|MCQUEEN|"It's good to be home, everybody.
MATER (O.S.)
McQueen!"|speech|MCQUEEN|M
