|character|text|type|character_clean|gender
0||CORALINE|unknown||
1||"Henry Selick
Based on the novel by
Neil Gaiman"|unknown||
2||"HEAD CREDIT SEQUENCE MYSTERIOUS SEWING ROOM - NIGHT,
A HAUNTING LULLABY plays against a black, star-pricked
sky when something appears in the distance. A BUTTON-EYED
DOLL floats towards CAMERA, through the open window of a
small sewing room where it lands in a pair of WAITING
HANDS, hands that are made of SEWING NEEDLES.
The doll - which resembles a YOUNG BLACK GIRL in old-
fashioned clothes, hair fixed with ribbons and braids -
is placed on a sewing table. An elaborate sewing kit is
opened, and, in flickering green light, the NEEDLE-HANDS
go to work. The doll's old clothes are cut away; button-
eyes torn off; hair pulled out. The doll's stuffing is
removed and then the empty cloth body is pulled inside
out, turning from NUT BROWN to PALE PINK.
Sawdust is poured in the NEW DOLL's mouth; facial
features added; blue yarn hair punched in; and then a
fresh pair of shiny black button eyes is selected from a
button drawer.
The transformed doll, in a LITTLE YELLOW RAINCOAT, its
new button eyes affixed, is released out the window and
BACK INTO THE NIGHT.
LAST HEAD CREDIT APPEARS, THEN FADES.
EXT PINK PALACE, ASHLAND OREGON - DAY
WIDE ANGLE on a rambling old Queen Anne-style house with
tacked-on outside stairs. It's late winter, the sky a
damp, grey sponge. A SIGN in the foreground reads ""Pink
Palace, Apartment for Rent"".
MR. BOBINSKY - a seven-foot-tall blue-skinned man -
performs calisthenics on the rooftop, counting in
Russian."|stage direction||
3|MR. BOBINSKY|"Dras, dva, tri, chetyri.
Dras, dva, tri, chetyri.
Dras, dva, tri ..."|speech|MR. BOBINSKY|F
4||"A BEEPING SOUND begins and he pauses. A tired MOVING VAN
backs into frame and up the muddy driveway. A VW BEETLE -
suitcases roped to its top - recklessly passes the truck
and disappears around the side of the house. Bobinsky
shakes his fist angrily after the car and shouts:"|stage direction||
5||MR. BOBINSKY (CONT'D)|unknown||
6|MR. BOBINSKY|Mer-sa-vich!|speech|MR. BOBINSKY|F
7||"He marches away indignantly. One of the MOVERS, unseen in
the truck, speaks to his companion."|stage direction||
8|MOVER 2 (O.C.)|We're here. Time to muscle up.|speech|MOVER 2|M
9||"ANGLE ON moving truck's REAR DOORS as they're wrenched
open by two men - MOVER 1, tall and bear-shaped, and
MOVER 2, built like a brick top - to reveal a lot of
BOXES and BEAT-UP FURNITURE.
They haul out the LOADING RAMP towards CAMERA.
NEW ANGLE, EXTERIOR STAIRS to BASEMENT FLAT. APRIL SPINK,
a rotund little old English lady with bad legs, surveys
the MOVERS as they pass by her chair-lift with boxes and
furniture. The old gal can't wait to tell her flat mate
below about the young, strapping men."|stage direction||
10||(EFFORTS)|location||
11|MOVER 2 (CONT'D)|"Got it? Almost there, just a few more.
Come on, now, LIFT."|speech|MOVER 2|M
12||"ANGLE ON FRONT PORCH. The job finished, Mover 2 heads
down the front steps while Mover 1 waits for a signature
from the unseen-but-for-his-hands new tenant. Papers
signed, a tip of a single, grubby dollar bill is placed
in the outstretched hand of the disappointed mover, and
the door is shut.
EXT HOUSE, REAR VIEW - SAME
ANGLE from BACK YARD. Hiding behind shrubs, WE SHARE the
POV of a MYSTERIOUS SPY. With a CLICK, a close-up lens is
rotated into place to better see the movers quietly pack
into the truck and drive away. A MANGY BLACK CAT walks
right in front of the lens and looks at us with concern.
OFF-SCREEN, a door bangs open. WE FOLLOW the cat as it
races up a tree and out a branch towards the BACK PORCH
to investigate.
CORALINE JONES, 11, steps onto the porch in a YELLOW
RAINCOAT with a shoulder bag. WE - SPY'S POV - CLICK to a
CLOSE-UP to find this new tenant has BLUE HAIR and a
skeptical face.
NEW ANGLE, non-spy reverse, on Coraline as she glances
furtively over her shoulder, then hops down the steps and
moves diagonally away from the house.
NEW Angle, SPY POV. We watch Coraline head towards the
WOODY SHRUB we've hidden ourselves in. We DUCK DOWN.
ANGLE on Coraline, non-spy, shrub by garden gate. She
reaches into the shrub and breaks off a FORKED BRANCH.
She removes the stick's red leaves, aims it like a
DOWSING ROD and heads into the garden.
CAM PUSH IN to shrub as the SPY RISES UP, wearing a three-
eyed SKELETON MASK on his head and SKELETON GLOVES on his
hands. The black cat hops into frame, glances at the spy
and follows the girl.
MONTAGE VARIOUS EXT - SAME
AFISH POND IN GARDEN - SAME
Coraline explores the drained, crumbling pond. She finds
an old TURTLE SHELL in the muck and holds it up. After
rapping on it to make sure it's empty, she puts the shell
into her shoulder bag.
ANGLE ON CAROLINE, SPY POV. WE PUSH ASIDE dead vines from
the railing of the GARDEN BRIDGE for a better look.
Coraline aims her forked stick once more then follows it
up from the pond and out the BACK GATE. A gust of WIND
blows DEAD LEAVES into a swirling eddy WE TRACK high up
into the air."|stage direction||
13||DISSOLVE TO:|unknown||
14||"ROCKY PATH HIGH ABOVE HOUSE - LITTLE LATER
SPY POV on sky, now dark with GATHERING STORM. Hidden
behind a NATURAL WALL OF STONES, WE TILT DOWN to view
Coraline crossing frame on a STEEP HILLSIDE path. She
steps on an old RAILROAD TIE, and her foot SINKS into the
rotted wood, stopping her.
WE LEAN OUT for a better view, and DISLODGE some stones
that roll down past her. WE DUCK as she jerks her head
our way.
NEW ANGLE, non-spy. Unnerved, Coraline calls out."|stage direction||
15|CORALINE|Hello?...   Who's there?|speech|CORALINE|F
16||"She throws a rock over the wall of stones, HITS THE
UNSEEN SPY, causing a CRY OF PAIN. ANIMAL? HUMAN? Freaked
out, she GASPS, runs up the trail.
NEW ANGLE, SPY POV. We rise up to watch and the black cat
hops onto the stone wall."|stage direction||
17||EXT. OVERGROWN ORCHARD - CONT.|location||
18||"Coraline races down past an OLD TRACTOR and into an
ORCHARD. WIND begins to blow.
NEW ANGLE as we move beside Coraline through the old
apple trees, where she nearly trips on the tongue of a
harvest cart.
DOWN ANGLE ON on Coraline as she BACKS INTO a circle of
TOADSTOOLS in front of a STUMP. BREATHING HARD, she looks
out for her pursuer.
NEW ANGLE. The black cat shoots past Coraline in the tall
grass. She can't see him but she knows something is
there. Already behind her now, the cat LEAPS onto the
stump with a loud, warning MEROWWW!
STARTLED, Coraline YELLS and whips around. She's both
angry and relieved when she sees it's just some cat."|stage direction||
19|CORALINE|You scared me to death, you mangy thing!|speech|CORALINE|F
20||"Cat GLARES at her with BLUE OPAL EYES, makes a low growl
as she stands. She exhales."|stage direction||
21|CORALINE (CONT'D)|"I'm just looking for an old well. Know
it?"|speech|CORALINE|F
22||Cat BLINKS EYES slowly.|stage direction||
23|CORALINE(CONT'D)|Not talking, huh?|speech|CORALINE|F
24||"The wind picks up. She grasps the forks of her stick,
closes her eyes, and, tracing a figure eight above her,
SAYS:"|stage direction||
25|CORALINE (CONT'D)|"Magic dowser, magic dowser: show... me...
the well!"|speech|CORALINE|F
26||"ANGLE ON CORALINE FROM HIGH BLUFF. The SPY moves into
frame, astride some kind of MOTOR-BIKE. He presses a
button on the handlebars and BLASTS a loud AIR HORN.
STARTLED, Coraline SPINS around.
UP ANGLE ON SPY. As LIGHTNING FLASHES and THUNDER ROLLS,
Coraline sees him for the first time. With his turret-
lensed SKULL MASK and SKELETON GLOVES and black FIREMAN'S
COAT flapping in the wind, he looks like a PSYCHO KILLER!"|stage direction||
27||(freaked out)|location||
28|CORALINE (CONT'D)|AHHHHH!|speech|CORALINE|F
29||"He REVS his motor, pops a wheelie, then SWOOPS DOWN the
bluff towards her. She HOLLERS IN FEAR, then tries to
WHACK HIM with her forked stick."|stage direction||
30|CORALINE (CONT'D)|GET AWAY FROM ME--|speech|CORALINE|F
31||"He SNATCHES it from her as he passes, KNOCKING HER to the
ground. He SIDE-SKIDS his bike, hops off and JUMPS UP
onto the stump. Looking TEN FEET TALL from the ground,
THUNDER AND LIGHTNING at a peak, the Spy turns his THREE-
EYED TURRET LENS and studies her like a predatory alien.
And then, the thunder and lightning just FADE OUT and
this psycho-killer, three-eyed spy pulls off his mask and
Coraline GASPS -- he's just a short kid in a costume.
Shoulders hunched, neck bent, the Spy - real name WYBIE
LOVAT - aged 12 - examines Coraline's forked stick, aims
it around."|stage direction||
32||(OBLIVIOUS)|location||
33|WYBIE|"Hoo! Let me guess, you're from Texas or
Utah; someplace dried out and barren,
right? I heard about water-witching
before but it doesn't make sense; I mean,
it's just an ordinary branch."|speech|WYBIE|M
34||Coraline, SNATCHES it from his GLOVED HANDS.|stage direction||
35||(ENRAGED)|location||
36|CORALINE|IT'S A DOWSING ROD!|speech|CORALINE|F
37||Coraline smacks Wybie.|stage direction||
38||WYBIE|unknown||
39|CORALINE|Ow!|speech|CORALINE|F
40|CORALINE|"And I DON'T LIKE BEING STALKED, not by
PSYCHO-NERDS OR THEIR CATS!"|speech|CORALINE|F
41||He crouches, nervous, to scratch the cat behind his ears.|stage direction||
42|WYBIE|"He's not really my cat; he's kinda feral
­ you know, wild? Of course, I do feed
him every night and sometimes he'll come
in my window `n bring me little dead
things."|speech|WYBIE|M
43||The cat PURRS like a diesel.|stage direction||
44||(TOUGH)|location||
45|CORALINE|Look, I'm from Pontiac.|speech|CORALINE|F
46|WYBIE|Huh?|speech|WYBIE|M
47|CORALINE|"MICHIGAN? And if I'm a ""water witch"",
THEN--"|speech|CORALINE|F
48||(points stick, stomps foot)|location||
49|CORALINE|--where's the secret WELL?|speech|CORALINE|F
50|WYBIE|You stomp too hard and you'll fall in it!|speech|WYBIE|M
51||"Coraline reacts, hops out of the springy circle. The boy
scrapes at the ground, revealing a CIRCULAR COVERING
made of WOODEN PLANKS. He wedges a fallen branch under
one side, and, using a rock for the fulcrum, pries up the
covering."|stage direction||
52|WYBIE (CONT'D)|"See? Supposed to be so deep if you fell
to the bottom and looked up, you'd see a
sky full of stars in the middle of the
day."|speech|WYBIE|M
53||(SOFTENS)|location||
54|CORALINE|Huh.|speech|CORALINE|F
55||"Her frown RELAXES and the black cat tilts his head,
noticing her change in tone. He steps off the branch, and
the well cover thumps in place."|stage direction||
56|WYBIE|Surprised she let you move in...|speech|WYBIE|M
57||Jerks his head toward the pink house in distance.|stage direction||
58|WYBIE (CONT'D)|"... my Gramma. She owns the ""Pink Palace"""|speech|WYBIE|M
59||(indicates house in distance)|location||
60|WYBIE (CONT'D)|Won't rent to people with kids.|speech|WYBIE|M
61|CORALINE|What do you mean?|speech|CORALINE|F
62||(suddenly worried)|location||
