|character|text|type|character_clean|gender
0||"F I G H T   C L U B
by Jim Uhls
based on a novel by Chuck Palahnuik
2/16/98
SCREEN BLACK"|stage direction||
1|JACK (V.O.)|"People were always asking me, did I
know Tyler Durden."|speech|JACK|M
2||FADE IN:|stage direction||
3||INT.  SOCIAL ROOM - TOP FLOOR OF HIGH RISE -- NIGHT|location||
4||"TYLER has one arm around Jack's shoulder; the other hand
holds a HANDGUN with the barrel lodged in JACK'S MOUTH.
Tyler is sitting in Jack's lap.
They are both sweating and disheveled, both around 30; Tyler
is blond, handsome; and Jack, brunette, is appealing in a
dry sort of way.  Tyler looks at his watch."|stage direction||
5|TYLER|One minute.|speech|TYLER|M
6||(looking out window)|location||
7|TYLER|"This is the beginning.  We're at
ground zero.  Maybe you should say a
few words, to mark the occasion."|speech|TYLER|M
8|JACK|... i... ann....iinn.. ff....nnyin...|speech|JACK|M
9|JACK (V.O.)|"With a gun barrel between your teeth,
you only speak in vowels."|speech|JACK|M
10||Jack tongues the barrel to the side of his mouth.|stage direction||
11||(still distorted)|location||
12|JACK|I can't think of anything.|speech|JACK|M
13|JACK (V.O.)|"With my tongue, I can feel the
rifling in the barrel.  For a second,
I totally forgot about Tyler's whole
controlled demolition thing and I
wondered how clean this gun is."|speech|JACK|M
14||Tyler checks his watch.|stage direction||
15|TYLER|It's getting exciting now.|speech|TYLER|M
16|JACK (V.O.)|"That old saying, how you always hurt
the one you love, well, it works both
way."|speech|JACK|M
17||Jack turns so that he can see down -- 31 STORIES.|stage direction||
18|JACK (V.O.)|"We have front row seats for this
Theater of Mass Destruction.  The
Demolitions Committee of Project
Mayhem wrapped the foundation columns
of ten buildings with blasting
gelatin.  In two minutes, primary
charges will blow base charges, and
those buildings will be reduced to
smoldering rubble.  I know this
because Tyler knows this."|speech|JACK|M
19|TYLER|Look what we've accomplised.|speech|TYLER|M
20||(checks watch)|location||
21|TYLER|Thirty seconds.|speech|TYLER|M
22|JACK (V.O.)|"Somehow, I realize all of this -- the
gun, the bombs, the revolution -- is
really about Marla Singer."|speech|JACK|M
23||"PULL BACK from Jack's face.  It's pressed against TWO LARGE
BREASTS that belong to...BOB, 45, a moose of a man.  Jack is
engulfed by Bob in an intense embrace.  Bob weeps openly."|stage direction||
24|JACK (V.O.)|Bob had bitch tits.|speech|JACK|M
25||PULL BACK to wide on...|stage direction||
