|character|text|type|character_clean|gender|principal_character
0||"""BIG FISH""
Written by
John August
Based on the novel by
Daniel Wallace
Final Production Draft"|unknown|||
1||"This is a Southern story, full of lies and fabrications, but
truer for their inclusion.
FADE IN:
A RIVER.
We're underwater, watching a fat catfish swim along.
This is The Beast."|stage direction|||
2|EDWARD (V.O.)|"There are some fish that cannot be
caught. It's not that they're faster
or stronger than other fish. They're
just touched by something extra.
Call it luck. Call it grace. One
such fish was The Beast."|speech|EDWARD|M|True
3||"The Beast's journey takes it past a dangling fish hook, baited
with worms. Past a tempting lure, sparkling in the sun. Past
a swiping bear claw. The Beast isn't worried."|stage direction|||
4|EDWARD (V.O.)|"By the time I was born, he was already
a legend. He'd taken more hundred-
dollar lures than any fish in Alabama.
Some said that fish was the ghost of
Henry Walls, a thief who'd drowned
in that river 60 years before. Others
claimed he was a lesser dinosaur,
left over from the Cretaceous period."|speech|EDWARD|M|True
5||INT. WILL'S BEDROOM - NIGHT (1973)|location|||
6||"WILL BLOOM, AGE 3, listens wide-eyed as his father EDWARD
BLOOM, 40's and handsome, tells the story. In every gesture,
Edward is bigger than life, describing each detail with
absolute conviction."|stage direction|||
7|EDWARD|"I didn't put any stock into such
speculation or superstition. All I
knew was I'd been trying to catch
that fish since I was a boy no bigger
than you."|speech|EDWARD|M|True
8||(closer)|location|||
9|EDWARD|"And on the day you were born, that
was the day I finally caught him."|speech|EDWARD|M|True
10||EXT. CAMPFIRE - NIGHT (1977)|location|||
11||"A few years later, and Will sits with the other INDIAN GUIDES
as Edward continues telling the story to the tribe."|stage direction|||
12|EDWARD|"Now, I'd tried everything on it:
worms, lures, peanut butter, peanut
butter-and-cheese. But on that day I
had a revelation: if that fish was
the ghost of a thief, the usual bait
wasn't going to work. I would have
to use something he truly desired."|speech|EDWARD|M|True
13||Edward points to his wedding band, glinting in the firelight.|stage direction|||
14||(confused)|location|||
15|LITTLE BRAVE|Your finger?|speech|LITTLE BRAVE|?|
16||Edward slips his ring off.|stage direction|||
17|EDWARD|Gold.|speech|EDWARD|M|True
18||"While the other boys are rapt with attention, Will looks
bored. He's heard this story before."|stage direction|||
19|EDWARD|"I tied my ring to the strongest line
they made -- strong enough to hold
up a bridge, they said, if just for
a few minutes -- and I cast upriver."|speech|EDWARD|M|True
20||INT. BLOOM FRONT HALL - NIGHT (1987)|location|||
21||"Edward is chatting up Will's pretty DATE to the homecoming
dance. She is enjoying the story, but also the force of
Edward's charisma. He's hypnotizing."|stage direction|||
22|EDWARD (CONT'D)|"The Beast jumped up and grabbed it
before the ring even hit the water.
And just as fast, he snapped clean
through that line."|speech|EDWARD|M|True
23||"WILL, now 17 with braces, is fuming and ready to leave. His
mother SANDRA -- from whom he gets his good looks and
practicality -- stands with him at the door."|stage direction|||
24|EDWARD|"You can see my predicament. My wedding
ring, the symbol of fidelity to my
wife, soon to be the mother of my
child, was now lost in the gut of an
uncatchable fish."|speech|EDWARD|M|True
