|character|text|type|character_clean|gender
0||"THOR
Written by"|unknown||
1|Ashley Miller & Zack Stentz|"FADE IN:
On the blackness of SPACE, beautiful and mysterious, strewn
with a billion stars.
Atop a building, a wrought-iron sign -- a HAMMER-WIELDING
BLACKSMITH -- spins listlessly in the wind as a swirling
breeze kicks up. A hint of what's to come.
1 EXT. PUENTE ANTIGUO, NEW MEXICO - NIGHT 1
A main street extends before us in this one-horse town, set
amid endless flat, arid scrubland. A large SUV slowly moves
down the street and heads out of town.
2 EXT. SUV - NIGHT 2
The SUV sits parked in the desert. Suddenly, the roof panels
of the SUV FOLD OPEN. The underside of the panels house a
variety of hand-built ASTRONOMICAL DEVICES, which now point
at the sky.
JANE FOSTER (late 20's) pops her head through the roof. She
positions a MAGNETOMETER, so its monitor calibrates with the
constellations above. It appears to be cobbled together from
spare parts of other devices."|speech|Ashley Miller & Zack Stentz|?
2|JANE|"Hurry!
We hear a loud BANG followed by muffled CURSING from below.
Jane offers a hand down to ERIK SELVIG (60) who emerges as
well, rubbing his head.
JANE (CONT'D)
Oh-- watch your head."|speech|JANE|F
3|SELVIG|"Thanks. So what's this ""anomaly""ù
of yours supposed to look like?"|speech|SELVIG|M
4|JANE|"It's a little different each time.
Once it looked like, I don't know,
melted stars, pooling in a corner
of the sky. But last week it was a
rolling rainbow ribbon--"|speech|JANE|F
5|"SELVIG
(GENTLY TEASING)"|"""Racing ""òround Orion?""ù I've always
said you should have been a poet.
Jane reigns in her excitement. She tries for dignity.
4th BLUE REVISIONS 03-26-10 1A."|speech|SELVIG|M
6|JANE|"Hey, Darcy. Pass up the bubbly and
my gloves, will you?
Intern DARCY LEWIS (20) hands Jane a bottle of Champagne and
a pair of gloves through the window. Jane passes it to
Selvig to hold while she pulls on the old gloves -- too large
and masculine for her small hands. He starts to unwrap the
foil, and she stops his hand with an excited grin.
JANE (CONT'D)
Not until you see it!"|speech|JANE|F
7|SELVIG|"(re: the gloves)
I recognize those. Think how proud
he'd be to see you now.
Jane's grin fades to a sad smile."|speech|SELVIG|M
8|JANE|Thank you.|speech|JANE|F
9|SELVIG|For what?|speech|SELVIG|M
10|JANE|"The benefit of the doubt.
The two stare out at the sky expectantly. A long beat while
they scan the skies. Nothing. Jane's worried.
4th BLUE REVISIONS 03-26-10 2.
JANE (CONT'D)
It's never taken this long before.
Darcy calls up from the front seat.
DARCY (O.S.)
Can I turn on the radio?"|speech|JANE|F
11|JANE|"(an edge to her voice)
Sure, if you like rocking out to
KFRM, ""All agriculture, all the
time.""ù
Worried, Jane heads back down into the vehicle.
3 INT. SUV - NIGHT 3
The SUV is bathed in the glow of high-tech monitoring
equipment and laptops, some looking like they're held
together with duct tape. Jane opens a well-worn NOTEBOOK of
handwritten notes and calculations. Selvig watches the
frustrated Jane with sympathy."|speech|JANE|F
12|JANE|"The anomalies are always
precipitated by geomagnetic storms.
She shows him a complicated CHART she's drawn in the book,
tracking occurrences and patterns.
JANE (CONT'D)
The last seventeen occurrences have
been predictable to the minute... I
just don't understand.
Something catches Darcy's eye out the driver's side mirror.
She adjusts it. In the distance, ODD GLOWING CLOUDS form in
the skies over the Northeastern end of the desert."|speech|JANE|F
13|DARCY|"Jane?
Jane SHUSHES her, leafs through her notes. The bottle of
champagne begins to vibrate."|speech|DARCY|F
14|JANE|"There's got to be some new
variable... Or an equipment
malfunction...
The lights and equipment in the SUV begin to FLICKER around
them. The computer monitors SQUELCH with static.
4th BLUE REVISIONS 03-26-10 2A."|speech|JANE|F
15|DARCY|"I don't think there's anything
wrong with your equipment...
The champagne bottle starts to RATTLE noisily now as it
shakes more violently. Jane and Selvig notice.
4th BLUE REVISIONS 03-26-10 3.
They watch it curiously, pressure building up inside it, when
the cork EXPLODES out of it. Champagne goes spewing
everywhere -- over equipment, over Jane.
DARCY (CONT'D)
Jane?"|speech|DARCY|F
16|JANE|What?!|speech|JANE|F
17|DARCY|"I think you want to see this.
Darcy points out the window. Jane and Selvig look out. Over
the desert --
MASSIVE CLOUDS OF RAINBOW LIGHT
Churn in the sky. The three stare, dumbfounded."|speech|DARCY|F
18|JANE|Holy. Shatner.|speech|JANE|F
19|SELVIG|"That's your ""subtle""ù aurora?!"|speech|SELVIG|M
20|JANE|"No-- yes! Let's go!
4 EXT. DESERT - MOMENTS LATER 4
The roof panels still open, the SUV races towards the strange
event, Jane, amazed by the sight, stands with half her body
out the roof, taking video of the light storm before them.
The SUV hits a bump. Jane nearly flies out. Selvig grabs
her, yanks her back in.
5 INT. SUV 5
Jane grins, thrilled, pumped with adrenaline."|speech|JANE|F
21|JANE|"Isn't this great?!
A thought strikes her.
JANE (CONT'D)
You're seeing it too, right? I'm
not crazy?"|speech|JANE|F
22|SELVIG|"That's debateable. Put your seat
belt on!
4th BLUE REVISIONS 03-26-10 3A.
The SUV lurches.
6 EXT. DESERT 6
Winds HOWL around the SUV now. Up ahead, spiraling down from
out of the clouds comes --
AN ENORMOUS TORNADO
Suffuse with the strange rainbow light, ROARING like a
thousand freight trains as it touches down."|speech|SELVIG|M
23||4th BLUE REVISIONS 03-26-10 4.|stage direction||
24|SELVIG|"7 INT. SUV 7
Selvig looks up through the still-open sunroof at the
enormous glowing funnel cloud with wonder. Jane clambers
into the front seat, beside Darcy. She leans way out the
window, TAPING the storm."|speech|SELVIG|M
25|JANE|"You've gotta get us closer so I can
take a magnetic reading.
Darcy laughs."|speech|JANE|F
26|DARCY|"Yeah, right! Good one!
(then, realizing)
Oh God, you're serious..."|speech|DARCY|F
27|JANE|"You want those college credits or
not?
8 EXT. SUV 8
The SUV tears across a field towards the tornado, Jane
leaning out the window, taping the event. The SUV disturbs
two RAVENS perched on a cactus as they race past. The birds
take flight, when -- KRAKABOOM! A huge BOLT OF LIGHTNING
strikes down through the center of the funnel cloud before
them with a terrifying intensity.
9 INT. SUV 9
The SUV rocks from the blast. Darcy's had enough. She turns
the wheel, starts to head away."|speech|JANE|F
28|DARCY|"Keep the credits. I'll intern at
Burger King."|speech|DARCY|F
29|JANE|What are you doing?!|speech|JANE|F
30|DARCY|"Saving our lives!
Jane grabs the wheel, jerks it hard the other way. They
struggle for control, when the headlights fall on --"|speech|DARCY|F
