|character|text|type|character_clean|gender|principal_character
0||THREE KINGS|location|||
1||"a screenplay by
David O. Russell
Story by
John Ridley and David O. Russell"|stage direction|||
2||Draft Date: 6/22/98|unknown|||
3||FADE IN:|stage direction|||
4||EXT. IRAQI DESERT - DAY|location|||
5||"WIDE ANGLE POV of wide open desert, flat grey sky.
THE CAMERA is running forward, toward a big sand berm in the
distance. There are O.S. sounds: SOLDIER'S EQUIPMENT
CLANKING, BOOTS RUNNING ON SAND. Hear a MAN's BREATHING.
The back of his helmeted head and his uniformed shoulders
APPEAR in the BOTTOM of the FRAME, running. This is TROY
BARLOW, Sargeant, U.S. Army, 25 years old. On his helmet is
a photo-button with a photo of a newborn baby.
Suddenly, on the sand berm 100 meters ahead, an IRAQI SOLDIER
stands. Troy stops in his tracks, out of breath, and stares
at the figure on the berm. The Iraqi flutters a white flag
over his head, then puts it down and picks up a gun. Troy
turns around, we see his face for the first time."|stage direction|||
6|TROY|Are we shooting people, or what?|speech|TROY|M|True
7||Are we shooting?|location|||
8||That's what I'm asking you.|location|||
9||What's the answer?|location|||
10||"I don't know the answer. That's
what I'm trying to find out."|location|||
11||"PAN TO THREE SOLDIERS 40 yards away -- ZOOM IN --
SOLDIER #1 unwraps a stick of gum and puts it into his mouth.
TWO OTHER SOLDIERS put out their hands and get pieces of gum.
PAN TO 100 yards away -- ZOOM IN -- SOLDIER #2 stands with
his head tilted back while SOLDIER #3 looks into his eye."|stage direction|||
12|SOLDIER #3|"It looks like a grain of sand, but
I don't know how I'm gonna get it
out--"|speech|SOLDIER #3|?|
13||CAPTAIN VAN METER, 37, crab-like, is in the far distance.|stage direction|||
14||"If they surrender, don't shoot, if
they don't surrender, then shoot."|location|||
15||"PAN BACK TO Troy, faces the CAMERA, CLOSE, scared, then turns
back to the dune and runs a few yards.
Stops and stares, raises his rifle.  He aims at the figure on
the horizon.
POV THROUGH RIFLE SCOPE
The Iraqi soldier in the cross hairs. Hear Troy's breathing,
loud, as he pulls trigger slowly.  Slow motion RIFLE sound.
Silent pause. The Iraqi soldier stands there, then his neck
explodes like a sack of blood. Silent, except for sound of
Troy's LOUD BREATHING as he walks toward the big berm, and up
to the crest. All we hear are his footsteps and breathing."|stage direction|||
16||That guy just shot a towel head.|location|||
17||Bullshit.|location|||
18||"YOUNG IRAQI SOLDIER
lies on the ground. A piece of his neck is blown away. He is
rasping, a flag is clasped in one hand; a rifle in the other.
He is looking up at Troy, who looks down at him."|stage direction|||
19||SMASH CUT TO|unknown|||
20||"FANTASY - INT. HOSPITAL, TORRANCE, CAL. - DAY
A WHITE BABY GIRL, covered in blood and placenta, is pulled
from between the legs of Troy's WIFE, DARLENE. THE NURSE
holds the SCREAMING BABY aloft, proud and happy."|stage direction|||
21||(deep southern accent)|unknown|||
22|VIG (V.O.)|"Congratulations, you got yourself
a rag head, my man."|speech|VIG|M|True
23||EXT. IRAQI DESERT - DAY (PRESENT)|location|||
