|character|text|type|character_clean|gender|principal_character
0||PAUL|unknown|||
1||Written by|stage direction|||
2||"Simon Pegg & Nick Frost
EXT. FARMHOUSE - NIGHT"|location|||
3|unknown|"Caption: Bethlehem Creek, Wyoming 10:19pm 28/07/47
The air is filled with the sounds of a warm, summer night. A
light comes on in a FARMHOUSE window. The door opens, a small
dog and a young girl emerge."|speech|unknown|?|
4|GIRL|"Go on now Paul, don't be long.
The dog trots out across the property. It stops to scratch.
The sounds of night cease. The dog stops scratching, sniffing
the air, cocking its head, sensing something. We hear a low
humming sounds. The dog looks up. We see a soft orange glow
reflected in its eyes. The dog whimpers
Back at the farmhouse, a deep, dull thud shakes the ground,
bringing the small girl back out onto the veranda. An orange
glow pulsates somewhere out in the darkness."|speech|GIRL|M|
5|GIRL|"Paul... Paul?
The girl draws near, illuminated by the orange glow."|speech|GIRL|M|
6|GIRL|"Paul?!
The glow fades again.
MUSIC: ""The Boy In The Bubble""ù by Paul Simon."|speech|GIRL|M|
7||EXT. SAN DIEGO STREET. PRESENT - DAY|location|||
8|TITLE: PAUL|"GRAHAM WILLY (32) and CLIVE GOLLINGS (33) stand in the
blazing San Diego sunshine, waiting to cross the road. GRAHAM
is thin but his clothes seem too small. He has long greasy
hair, buck teeth and thick glasses. CLIVE is bigger and wears
a long black leather coat, Red Dwarf T-shirt and boots. His
hair is densely curly and shaped like a pyramid.
Four people dressed as BORG from Star Trek pass by. GRAHAM
and CLIVE shrug derisively. The cross-walk beeps.
As the music kicks in, GRAHAM and CLIVE set off across the
road towards the San Diego Convention Centre. They make their
way through a throng of costumed Comic-Con attendees."|speech|TITLE: PAUL|?|
9||INT. CONVENTION CENTRE. CONVENTION FLOOR - LATER|location|||
10|TITLE: PAUL|"GRAHAM and CLIVE are at a fantasy weapons stand. CLIVE is
brandishing a KATANA SWORD. He test the balance, the weight,
the sharpness. He closes one eye and looks down the length of
the blade. He nods appreciatively.
2."|speech|TITLE: PAUL|?|
11|CLIVE|Beautiful piece.|speech|CLIVE|M|True
12|VENDER|"Damn straight. Practical
performance. 100% Japanese, folded
steel. Real hero shit."|speech|VENDER|?|
13|CLIVE|How much?|speech|CLIVE|M|True
14|VENDER|"$1,349.99.
CLIVE nods, puts the sword down and walks away."|speech|VENDER|?|
15|GRAHAM|Aren't you gonna get it?|speech|GRAHAM|M|True
16|CLIVE|No, it's rubbish.|speech|CLIVE|M|True
17||INT. CONVENTION CENTRE. SIGNING PAVILLION - DAY|location|||
