|character|text|type|character_clean|gender|principal_character
0||"""METRO""
Screenplay by
Randy Feldman
SHOOTING DRAFT"|unknown|||
1||"FADE IN:
CLOSEUP OF SCOTT ROPER
He's listening to the stretch call of a horse race, and he's
into it."|stage direction|||
2|TRACK ANNOUNCER (O.S.)|"...at the top of the stretch it's
Cozy Girl in front with Backtrack
coming on... Cozy Girl by a length,
Backtrack closing..."|speech|TRACK ANNOUNCER|?|True
3|ROPER|Come on. Stay up there, Cozy Girl...|speech|ROPER|M|True
4||"The CAMERA GRADUALLY pulls back to reveal that Roper is
driving his Trans Am across the Bay Bridge. HELICOPTER SHOTS
give a soaring view of the San Francisco skyline."|stage direction|||
5|TRACK ANNOUNCER (O.S.)|"At the eighth pole it's Cozy Girl by
half a length... Backtrack closing..."|speech|TRACK ANNOUNCER|?|True
6||INT. CAR - DAY|location|||
7||Roper's police radio SQUAWKS.|stage direction|||
8|DISPATCHER (V.O.)|One-one-four to Roper.|speech|DISPATCHER|?|
9||He picks up the radio.|stage direction|||
10|ROPER|Dig in, Cozy Girl...|speech|ROPER|M|True
11||(into the radio)|location|||
12|ROPER|Roper go.|speech|ROPER|M|True
13|DISPATCHER (V.O.)|"One-four, Roper. Code 2.C.P. 4th and
Grand."|speech|DISPATCHER|?|
14|TRACK ANNOUNCER (O.S.)|"It's Cozy Girl holding on... Cozy
Girl and Backtrack..."|speech|TRACK ANNOUNCER|?|True
15|ROPER|I'm en route. E.T.A. in five.|speech|ROPER|M|True
16||He tosses the radio down. Punches the accelerator.|stage direction|||
17|ROPER|Stay up there, Girl...|speech|ROPER|M|True
18|TRACK ANNOUNCER (O.S.)|"Cozy Girl in front by a neck... Now
a head..."|speech|TRACK ANNOUNCER|?|True
19||EXT. TRANS AM - DAY|location|||
20||Weaving through traffic on the bridge.|stage direction|||
21|ROPER (V.O.)|Where's the damn wire?!|speech|ROPER|M|True
22|TRACK ANNOUNCER (O.S.)|"Here comes the wire... and...
Backtrack gets up in the last jump.
Cozy girl a very game second."|speech|TRACK ANNOUNCER|?|True
23|ROPER (V.O.)|SHIT!|speech|ROPER|M|True
24||The Trans Am streak off toward the city.|stage direction|||
25||EXT. BANK - DOWNTOWN - DAY|location|||
26||"A hostage situation. Police barricades. Dozens of squad cars,
ambulances, spectators, SWAT team. It's a stalemate. Roper's
Trans Am pulls to a stop at the barricades. He hops out,
weaves through the spectators and past the barriers.
A FEMALE DETECTIVE, EIKO KIMURA, rushes up to him."|stage direction|||
27|KIMURA|Hi, Roper.|speech|KIMURA|M|True
28|ROPER|Hi, Kimura. Where's the command post?|speech|ROPER|M|True
29||"Kimura points to the diner in the middle of the block. Roper
heads toward it. As they walk Kimura briefs him..."|stage direction|||
30|KIMURA|"The suspect came in shortly after
the bank opened. Botched robbery. A
teller hit the silent alarm. He took
seven hostages. Shot one -- the guard.
He's still alive. So far he's asked
for..."|speech|KIMURA|M|True
31|ROPER|...a car.|speech|ROPER|M|True
32|KIMURA|"That's right, and a plane waiting at
the airport. If he doesn't..."|speech|KIMURA|M|True
33|ROPER|"...get 'em, he's going to start
shooting hostages in five minutes..."|speech|ROPER|M|True
34|KIMURA|That's right.|speech|KIMURA|M|True
35|ROPER|What's the suspect's name?|speech|ROPER|M|True
36|KIMURA|Earl.|speech|KIMURA|M|True
37||INT. DINER - DAY|location|||
38||"Across from the bank. This is where the ""command post"" is
setup. About a dozen cops and the accompanying support staff
are here. Lieutenant SAMUEL BAFFERT is in charge. Roper
saunters in."|stage direction|||
39|ROPER|Hello, guys.|speech|ROPER|M|True
40|BAFFERT|"Hello, Roper. Glad you could join
us."|speech|BAFFERT|M|True
41||Roper walks over to the counter where Baffert is standing.|stage direction|||
42|ROPER|Do we have a profile on Mr. Earl?|speech|ROPER|M|True
43||Baffert hands him a folder. Roper opens it.|stage direction|||
44|BAFFERT|This guy is no genius.|speech|BAFFERT|M|True
45||Roper scans the profile.|stage direction|||
46|ROPER|They're not usually graduate students.|speech|ROPER|M|True
47|BAFFERT|SWAT wants to go in.|speech|BAFFERT|M|True
48|ROPER|"What's the rush? They haven't killed
anybody yet this week?"|speech|ROPER|M|True
49||Roper refers to the folder.|stage direction|||
50|ROPER|"We got a guy who's probably on drugs.
He's got a record of 459's and he
was busted on possession. But he's
never been busted on a major felony.
What's his demeanor?"|speech|ROPER|M|True
51|KIMURA|"Well he's a little fucking agitated --
he ripped the phone out."|speech|KIMURA|M|True
52|ROPER|I have to go face to face.|speech|ROPER|M|True
53|BAFFERT|No -- you can't do that.|speech|BAFFERT|M|True
54|ROPER|"You got 7 hostages in there, 1 of
them's wounded -- We don't know how
bad it is -- The guy ripped the phone
out -- SWAT said he's got a gun to
the head of a female hostage. If
SWAT makes entry now, you're gonna
lose 1 hostage, maybe 2. I gotta go
in. Maybe I can see what's going on
in there."|speech|ROPER|M|True
55|BAFFERT|I don't know.|speech|BAFFERT|M|True
56|ROPER|"He's never offed anybody. His rap
doesn't show any violence."|speech|ROPER|M|True
57|BAFFERT|Not that we know of.|speech|BAFFERT|M|True
58|ROPER|"We don't know how much time we have.
If I can get in to talk to him --
maybe we won't lose anyone."|speech|ROPER|M|True
59|BAFFERT|"Maybe we can get a throw phone in
there."|speech|BAFFERT|M|True
60|KIMURA|"SWAT says it's broken -- The perp in
the last situation rendered it
inoperable."|speech|KIMURA|M|True
61|BAFFERT|What do you mean?|speech|BAFFERT|M|True
62|KIMURA|"He urinated on it and shorted out
the circuits."|speech|KIMURA|M|True
